accession	tier	bioproject	bait	bait_class	kmer_cov	known_phage_match	match_ref	qcov	identity	novelty
DRR395218	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395219	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395219	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395219	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395219	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395219	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395219	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7714	no	-	-	-	novel (no known-phage match)
DRR395220	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395220	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395220	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395220	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395220	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395220	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7203	no	-	-	-	novel (no known-phage match)
DRR395221	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395221	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395221	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395221	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395221	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7574	no	-	-	-	novel (no known-phage match)
DRR395222	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395222	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395222	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395222	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395222	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395222	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7119	no	-	-	-	novel (no known-phage match)
DRR395223	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395223	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395223	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395223	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395223	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395223	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.803	no	-	-	-	novel (no known-phage match)
DRR395224	E2	DRP010747	ECBAIT_0_0000_JUNCTION_02	junction	0.8062	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR395224	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7718	no	-	-	-	novel (no known-phage match)
DRR395225	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395225	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395225	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395225	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395225	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395225	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7305	no	-	-	-	novel (no known-phage match)
DRR395226	E2	DRP010747	ECBAIT_0_0000_JUNCTION_02	junction	0.8062	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR395226	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
DRR395227	E2	DRP010747	ECBAIT_0_0000_JUNCTION_02	junction	0.8062	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR395228	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395228	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395228	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395228	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395228	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395228	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7026	no	-	-	-	novel (no known-phage match)
DRR395229	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395229	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395229	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395229	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395229	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395229	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7314	no	-	-	-	novel (no known-phage match)
DRR395230	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395230	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395230	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395230	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395230	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395230	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.8439	no	-	-	-	novel (no known-phage match)
DRR395231	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395231	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
DRR395231	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395231	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7113	no	-	-	-	novel (no known-phage match)
DRR395231	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7472	no	-	-	-	novel (no known-phage match)
DRR395232	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395232	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7256	no	-	-	-	novel (no known-phage match)
DRR395232	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
DRR395232	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395232	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7113	no	-	-	-	novel (no known-phage match)
DRR395232	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.776	no	-	-	-	novel (no known-phage match)
DRR395233	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395233	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395233	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395233	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395233	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395233	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.869	no	-	-	-	novel (no known-phage match)
DRR395234	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395234	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395234	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395234	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395234	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395235	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7171	no	-	-	-	novel (no known-phage match)
DRR395235	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7761	no	-	-	-	novel (no known-phage match)
DRR395235	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395235	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395236	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7009	no	-	-	-	novel (no known-phage match)
DRR395236	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395236	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395236	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395236	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395236	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7138	no	-	-	-	novel (no known-phage match)
DRR395237	E2	DRP010747	ECBAIT_0_0000_JUNCTION_02	junction	0.8062	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR395237	E2	DRP010747	ECBAIT_10_0172_JUNCTION_02	junction	0.7979	no	-	-	-	novel (no known-phage match)
DRR395238	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395238	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395238	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395238	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395238	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395238	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7333	no	-	-	-	novel (no known-phage match)
DRR395239	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395239	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395239	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395239	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395239	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7621	no	-	-	-	novel (no known-phage match)
DRR395240	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
DRR395240	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395240	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395240	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395240	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7574	no	-	-	-	novel (no known-phage match)
DRR395241	E2	DRP010747	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.7171	no	-	-	-	novel (no known-phage match)
DRR395241	E2	DRP010747	ECBAIT_10_0044_INTERIOR_MODULE_01	interior_module	0.7026	no	-	-	-	novel (no known-phage match)
DRR395241	E2	DRP010747	ECBAIT_10_0044_MEMBER_INTERIOR_01	member_interior	0.8111	no	-	-	-	novel (no known-phage match)
DRR395241	E2	DRP010747	ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	0.7	no	-	-	-	novel (no known-phage match)
DRR395241	E2	DRP010747	ECBAIT_10_0178_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
DRR395241	E2	DRP010747	ECBAIT_10_0178_MEMBER_INTERIOR_01	member_interior	0.7333	no	-	-	-	novel (no known-phage match)
DRR398638	E2	DRP008871	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR398638	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8017	no	-	-	-	novel (no known-phage match)
DRR398638	E2	DRP008871	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
DRR398639	E2	DRP008871	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR398639	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
DRR398639	E2	DRP008871	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
DRR398649	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8581	no	-	-	-	novel (no known-phage match)
DRR398650	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8581	no	-	-	-	novel (no known-phage match)
DRR398658	E2	DRP008871	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR398658	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8812	no	-	-	-	novel (no known-phage match)
DRR398658	E2	DRP008871	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
DRR398660	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8581	no	-	-	-	novel (no known-phage match)
DRR398693	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR398696	E2	DRP008871	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR398696	E2	DRP008871	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
DRR415709	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7479	no	-	-	-	novel (no known-phage match)
DRR415710	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415710	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415710	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415710	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415710	E2	DRP009178	ECBAIT_1_0004_JUNCTION_02	junction	0.7155	no	-	-	-	novel (no known-phage match)
DRR415711	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7658	no	-	-	-	novel (no known-phage match)
DRR415711	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8701	no	-	-	-	novel (no known-phage match)
DRR415712	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8675	no	-	-	-	novel (no known-phage match)
DRR415712	E2	DRP009178	ECBAIT_1_0004_JUNCTION_01	junction	0.7258	no	-	-	-	novel (no known-phage match)
DRR415713	E2	DRP009178	ECBAIT_1_0004_JUNCTION_02	junction	0.8062	no	-	-	-	novel (no known-phage match)
DRR415714	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7427	no	-	-	-	novel (no known-phage match)
DRR415715	E2	DRP009178	ECBAIT_0_0000_JUNCTION_02	junction	0.7794	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR415715	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7726	no	-	-	-	novel (no known-phage match)
DRR415716	E2	DRP009178	ECBAIT_0_0000_JUNCTION_02	junction	0.7454	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR415716	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.8675	no	-	-	-	novel (no known-phage match)
DRR415716	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7145	no	-	-	-	novel (no known-phage match)
DRR415717	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7145	no	-	-	-	novel (no known-phage match)
DRR415718	E2	DRP009178	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.7154	no	-	-	-	novel (no known-phage match)
DRR415718	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7051	no	-	-	-	novel (no known-phage match)
DRR415719	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7145	no	-	-	-	novel (no known-phage match)
DRR415720	E2	DRP009178	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	0.7256	no	-	-	-	novel (no known-phage match)
DRR415721	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7154	no	-	-	-	novel (no known-phage match)
DRR415721	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7906	no	-	-	-	novel (no known-phage match)
DRR415722	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7154	no	-	-	-	novel (no known-phage match)
DRR415722	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.9077	no	-	-	-	novel (no known-phage match)
DRR415723	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
DRR415725	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
DRR415726	E2	DRP009178	ECBAIT_0_0000_JUNCTION_02	junction	0.8186	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR415726	E2	DRP009178	ECBAIT_1_0004_JUNCTION_01	junction	0.7227	no	-	-	-	novel (no known-phage match)
DRR415727	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7154	no	-	-	-	novel (no known-phage match)
DRR415727	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8538	no	-	-	-	novel (no known-phage match)
DRR415728	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7154	no	-	-	-	novel (no known-phage match)
DRR415728	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415729	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415729	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415729	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415729	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415730	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415730	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415730	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415730	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415731	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7154	no	-	-	-	novel (no known-phage match)
DRR415731	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7786	no	-	-	-	novel (no known-phage match)
DRR415732	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8573	no	-	-	-	novel (no known-phage match)
DRR415733	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415733	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415733	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415733	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415734	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415734	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415734	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415734	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415735	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415735	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415735	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415735	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415736	E2	DRP009178	ECBAIT_0_0000_JUNCTION_02	junction	0.701	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
DRR415736	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7214	no	-	-	-	novel (no known-phage match)
DRR415736	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7393	no	-	-	-	novel (no known-phage match)
DRR415737	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415737	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415737	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415737	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415738	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415738	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
DRR415738	E2	DRP009178	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
DRR415738	E2	DRP009178	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7915	no	-	-	-	novel (no known-phage match)
DRR415739	E2	DRP009178	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
DRR415739	E2	DRP009178	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
