genome_id	clade_id	length	flag	completeness_pct	host_genes	functional_tier_note	n_accessions_screened	n_screen_hits_ge_0.7_any_bait	n_baits_with_hits	best_kmer_cov	best_accession	sra_evidence_category
ecoli_ml|clade_2_0013_ML	clade_2_0013_ML	39460	missing_core_structural;host_genes	77.46	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0014_ML	clade_2_0014_ML	66811	host_genes	100.0	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0015_ML	clade_2_0015_ML	60846	host_genes	95.64	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0016_ML	clade_2_0016_ML	7152	missing_core_structural;low_completeness	21.58	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0017_ML	clade_2_0017_ML	83116	host_genes	98.27	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0018_ML	clade_2_0018_ML	75486	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0019_ML	clade_2_0019_ML	63371	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0020_ML	clade_2_0020_ML	29956	missing_core_structural	86.79	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0021_ML	clade_2_0021_ML	4015	missing_core_structural;low_completeness;many_truncated	7.29	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0022_ML	clade_2_0022_ML	73467	host_genes	91.2	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0023_ML	clade_2_0023_ML	75910	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0024_ML	clade_2_0024_ML	46609	contamination;host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0025_ML	clade_2_0025_ML	47654	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0026_ML	clade_2_0026_ML	71433	host_genes	91.3	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0027_ML	clade_2_0027_ML	74540	host_genes	90.14	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0028_ML	clade_2_0028_ML	36401	host_genes	65.77	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0029_ML	clade_2_0029_ML	21991	missing_core_structural;low_completeness;host_genes	44.75	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0030_ML	clade_2_0030_ML	78500	host_genes	94.17	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0031_ML	clade_2_0031_ML	41544	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0032_ML	clade_2_0032_ML	52086	host_genes	87.92	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0033_ML	clade_2_0033_ML	98500	ok	68.26	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0034_ML	clade_2_0034_ML	31955	missing_core_structural;low_completeness	47.95	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0035_ML	clade_2_0035_ML	8261	missing_core_structural;low_completeness	17.08	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0036_ML	clade_2_0036_ML	41886	contamination;host_genes	60.49	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0037_ML	clade_2_0037_ML	890	missing_core_structural;low_completeness;many_truncated	1.48	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0038_ML	clade_2_0038_ML	4321	missing_core_structural;low_completeness	13.4	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0039_ML	clade_2_0039_ML	29341	ok	73.42	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0040_ML	clade_2_0040_ML	44328	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0041_ML	clade_2_0041_ML	5835	missing_core_structural;low_completeness	11.35	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0042_ML	clade_2_0042_ML	4047	missing_core_structural;host_genes;many_truncated	NA	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0043_ML	clade_2_0043_ML	37810	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0044_ML	clade_2_0044_ML	20545	missing_core_structural;host_genes	NA	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0045_ML	clade_2_0045_ML	7959	missing_core_structural;low_completeness;host_genes	21.1	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0046_ML	clade_2_0046_ML	38498	host_genes	82.38	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0047_ML	clade_2_0047_ML	31538	host_genes	91.11	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0048_ML	clade_2_0048_ML	31044	host_genes	87.14	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0049_ML	clade_2_0049_ML	44911	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0050_ML	clade_2_0050_ML	34255	ok	96.33	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0051_ML	clade_2_0051_ML	44936	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0052_ML	clade_2_0052_ML	30902	ok	96.39	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0053_ML	clade_2_0053_ML	3581	missing_core_structural;low_completeness	10.83	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0054_ML	clade_2_0054_ML	54639	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0055_ML	clade_2_0055_ML	53772	host_genes	75.46	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0056_ML	clade_2_0056_ML	19900	low_completeness;contamination;host_genes	24.88	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0057_ML	clade_2_0057_ML	28727	ok	69.45	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0058_ML	clade_2_0058_ML	30463	host_genes	82.14	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0059_ML	clade_2_0059_ML	58600	host_genes	92.42	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0060_ML	clade_2_0060_ML	40325	host_genes	96.09	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0061_ML	clade_2_0061_ML	29266	ok	89.99	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0062_ML	clade_2_0062_ML	39244	ok	85.87	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0063_ML	clade_2_0063_ML	56020	host_genes	100.0	19		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0064_ML	clade_2_0064_ML	18053	ok	56.42	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0065_ML	clade_2_0065_ML	32000	contamination;host_genes	84.72	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0066_ML	clade_2_0066_ML	29796	ok	84.25	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0067_ML	clade_2_0067_ML	764	missing_core_structural;low_completeness;many_truncated	2.22	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0068_ML	clade_2_0068_ML	2749	missing_core_structural;low_completeness;many_truncated	8.17	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0069_ML	clade_2_0069_ML	76304	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0070_ML	clade_2_0070_ML	45204	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0071_ML	clade_2_0071_ML	37630	ok	82.19	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0072_ML	clade_2_0072_ML	7310	missing_core_structural;low_completeness	21.74	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0073_ML	clade_2_0073_ML	33418	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0074_ML	clade_2_0074_ML	42909	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0075_ML	clade_2_0075_ML	43560	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0076_ML	clade_2_0076_ML	41102	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0077_ML	clade_2_0077_ML	11000	missing_core_structural;low_completeness	34.1	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0078_ML	clade_2_0078_ML	8126	missing_core_structural;low_completeness	25.38	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0079_ML	clade_2_0079_ML	5858	missing_core_structural;low_completeness	18.25	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0080_ML	clade_2_0080_ML	7848	missing_core_structural;low_completeness	21.46	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0000_ML	clade_3_0000_ML	43078	host_genes	60.2	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0001_ML	clade_3_0001_ML	29991	low_completeness;host_genes	41.19	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0002_ML	clade_3_0002_ML	32373	low_completeness;host_genes	45.47	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0003_ML	clade_3_0003_ML	41458	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0004_ML	clade_3_0004_ML	57269	host_genes	86.53	12		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0005_ML	clade_3_0005_ML	49722	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0006_ML	clade_3_0006_ML	127784	host_genes	100.0	14		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0007_ML	clade_3_0007_ML	48779	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0008_ML	clade_3_0008_ML	52686	host_genes	74.49	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0009_ML	clade_3_0009_ML	76544	host_genes	91.64	9		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0010_ML	clade_3_0010_ML	23553	missing_core_structural;low_completeness	36.02	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0011_ML	clade_3_0011_ML	13850	low_completeness	18.67	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0012_ML	clade_3_0012_ML	2719	low_completeness;many_truncated	23.1	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0013_ML	clade_3_0013_ML	16554	missing_core_structural;low_completeness;host_genes	29.31	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0014_ML	clade_3_0014_ML	29993	missing_core_structural;low_completeness	20.22	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0015_ML	clade_3_0015_ML	19414	missing_core_structural;low_completeness;host_genes	24.91	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0016_ML	clade_3_0016_ML	14463	low_completeness;host_genes	19.37	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0017_ML	clade_3_0017_ML	502	missing_core_structural;low_completeness;many_truncated	4.27	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0018_ML	clade_3_0018_ML	1128	low_completeness;many_truncated	3.09	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0019_ML	clade_3_0019_ML	17930	missing_core_structural;low_completeness;contamination;host_genes	3.99	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0020_ML	clade_3_0020_ML	10534	missing_core_structural;low_completeness;host_genes	23.39	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0021_ML	clade_3_0021_ML	6782	missing_core_structural;low_completeness;contamination;host_genes	8.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0022_ML	clade_3_0022_ML	29875	low_completeness;host_genes	43.25	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0023_ML	clade_3_0023_ML	12640	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0024_ML	clade_3_0024_ML	12493	low_completeness;host_genes	29.35	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0025_ML	clade_3_0025_ML	51094	ok	74.72	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0026_ML	clade_3_0026_ML	64289	ok	92.58	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0027_ML	clade_3_0027_ML	28273	ok	60.12	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0028_ML	clade_3_0028_ML	181525	host_genes	99.68	30		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0029_ML	clade_3_0029_ML	8477	low_completeness;contamination;host_genes	9.46	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0030_ML	clade_3_0030_ML	10258	low_completeness	12.79	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0031_ML	clade_3_0031_ML	87360	host_genes	94.89	19		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0032_ML	clade_3_0032_ML	14517	low_completeness	18.68	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0033_ML	clade_3_0033_ML	5224	low_completeness;contamination;host_genes;many_truncated	6.85	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0034_ML	clade_3_0034_ML	7252	low_completeness	16.82	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_3_0035_ML	clade_3_0035_ML	9795	low_completeness;host_genes	22.72	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0000_ML	clade_4_0000_ML	106230	host_genes	100.0	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0001_ML	clade_4_0001_ML	62636	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0002_ML	clade_4_0002_ML	79992	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0003_ML	clade_4_0003_ML	60337	host_genes	100.0	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0004_ML	clade_4_0004_ML	69739	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0005_ML	clade_4_0005_ML	58810	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0006_ML	clade_4_0006_ML	111292	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0007_ML	clade_4_0007_ML	106601	host_genes	100.0	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0008_ML	clade_4_0008_ML	110372	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0009_ML	clade_4_0009_ML	5884	missing_core_structural;low_completeness	16.25	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0010_ML	clade_4_0010_ML	53562	host_genes	87.29	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0011_ML	clade_4_0011_ML	65050	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0012_ML	clade_4_0012_ML	52945	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0013_ML	clade_4_0013_ML	2562	missing_core_structural;low_completeness;many_truncated	4.9	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0014_ML	clade_4_0014_ML	929	missing_core_structural;low_completeness;many_truncated	2.61	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0015_ML	clade_4_0015_ML	221588	host_genes	100.0	18		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0016_ML	clade_4_0016_ML	112749	missing_core_structural;host_genes	99.34	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0017_ML	clade_4_0017_ML	77337	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0018_ML	clade_4_0018_ML	30406	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0019_ML	clade_4_0019_ML	153249	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0020_ML	clade_4_0020_ML	130236	host_genes	100.0	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0021_ML	clade_4_0021_ML	78364	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0022_ML	clade_4_0022_ML	52417	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0023_ML	clade_4_0023_ML	59059	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0024_ML	clade_4_0024_ML	85348	host_genes	89.81	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0025_ML	clade_4_0025_ML	75448	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0026_ML	clade_4_0026_ML	121986	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0027_ML	clade_4_0027_ML	69604	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0028_ML	clade_4_0028_ML	66591	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0029_ML	clade_4_0029_ML	18926	ok	63.25	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0030_ML	clade_4_0030_ML	57335	host_genes	82.46	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0031_ML	clade_4_0031_ML	61464	host_genes	95.2	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0032_ML	clade_4_0032_ML	77369	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0033_ML	clade_4_0033_ML	79812	ok	91.37	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0034_ML	clade_4_0034_ML	33885	missing_core_structural;low_completeness;host_genes	35.01	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0035_ML	clade_4_0035_ML	48410	host_genes	91.32	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0036_ML	clade_4_0036_ML	27825	missing_core_structural;low_completeness	15.68	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0037_ML	clade_4_0037_ML	22675	missing_core_structural;low_completeness;contamination;host_genes	26.34	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0038_ML	clade_4_0038_ML	7116	missing_core_structural;low_completeness;host_genes	6.51	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0039_ML	clade_4_0039_ML	24322	missing_core_structural;host_genes	NA	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0040_ML	clade_4_0040_ML	1114	missing_core_structural;low_completeness	1.67	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0041_ML	clade_4_0041_ML	13487	missing_core_structural;host_genes	NA	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0042_ML	clade_4_0042_ML	10718	missing_core_structural;low_completeness	18.75	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0043_ML	clade_4_0043_ML	8846	low_completeness	26.97	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0044_ML	clade_4_0044_ML	24705	ok	82.75	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0045_ML	clade_4_0045_ML	9007	missing_core_structural	NA	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0046_ML	clade_4_0046_ML	15262	missing_core_structural;low_completeness	14.08	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0047_ML	clade_4_0047_ML	11576	missing_core_structural;host_genes	NA	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0048_ML	clade_4_0048_ML	2646	missing_core_structural;low_completeness	22.15	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0049_ML	clade_4_0049_ML	33802	missing_core_structural;host_genes	NA	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0050_ML	clade_4_0050_ML	6619	missing_core_structural	NA	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0051_ML	clade_4_0051_ML	24502	missing_core_structural;low_completeness;host_genes	19.37	15		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0052_ML	clade_4_0052_ML	23106	missing_core_structural;host_genes	NA	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0053_ML	clade_4_0053_ML	13716	low_completeness;host_genes	29.67	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0054_ML	clade_4_0054_ML	416	missing_core_structural;low_completeness;many_truncated	3.48	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0055_ML	clade_4_0055_ML	57174	ok	89.37	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0056_ML	clade_4_0056_ML	3115	missing_core_structural;low_completeness	5.9	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0057_ML	clade_4_0057_ML	66519	low_completeness	47.41	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0058_ML	clade_4_0058_ML	4253	missing_core_structural;low_completeness	9.53	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0059_ML	clade_4_0059_ML	24712	ok	73.79	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0060_ML	clade_4_0060_ML	34956	ok	75.18	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0061_ML	clade_4_0061_ML	58526	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0062_ML	clade_4_0062_ML	29996	missing_core_structural;host_genes	83.01	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0063_ML	clade_4_0063_ML	51185	host_genes	75.85	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0064_ML	clade_4_0064_ML	29998	missing_core_structural;low_completeness;host_genes	12.15	13		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0065_ML	clade_4_0065_ML	845	missing_core_structural;low_completeness;many_truncated	1.32	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0066_ML	clade_4_0066_ML	8110	missing_core_structural;low_completeness;host_genes	12.65	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0067_ML	clade_4_0067_ML	7903	missing_core_structural;host_genes	NA	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0068_ML	clade_4_0068_ML	7884	missing_core_structural	NA	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0069_ML	clade_4_0069_ML	18642	missing_core_structural;host_genes	NA	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0070_ML	clade_4_0070_ML	29697	missing_core_structural;low_completeness;host_genes	23.47	15		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0071_ML	clade_4_0071_ML	13310	missing_core_structural	NA	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0072_ML	clade_4_0072_ML	27948	ok	72.67	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0073_ML	clade_4_0073_ML	19974	ok	59.01	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0074_ML	clade_4_0074_ML	116755	host_genes	67.27	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0075_ML	clade_4_0075_ML	20474	missing_core_structural;host_genes	NA	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0076_ML	clade_4_0076_ML	17920	missing_core_structural;low_completeness	17.5	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0077_ML	clade_4_0077_ML	16964	missing_core_structural;low_completeness;host_genes	15.17	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0078_ML	clade_4_0078_ML	11079	missing_core_structural;host_genes	NA	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0079_ML	clade_4_0079_ML	17309	missing_core_structural;host_genes	NA	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0080_ML	clade_4_0080_ML	12115	missing_core_structural;host_genes	NA	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0081_ML	clade_4_0081_ML	13510	missing_core_structural;low_completeness;host_genes	34.88	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_4_0082_ML	clade_4_0082_ML	13315	missing_core_structural;low_completeness	16.47	0		15105	0	0	0.0000		no hit (not detected in screened subset)
