accession	tier	scientific_name	bioproject	n_baits_ge_0.7	baits_ge_0.7
ERR436183	E2	Escherichia coli	ERP004948	3	ECBAIT_0_0000_JUNCTION_02:0.718;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR436184	E2	Escherichia coli	ERP004948	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.760
ERR436186	E2	Escherichia coli	ERP004948	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.844;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.924
ERR436187	E2	Escherichia coli	ERP004948	5	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.783;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_JUNCTION_02:0.750;ECBAIT_1_0004_JUNCTION_02:0.737
ERR436189	E2	Escherichia coli	ERP004948	1	ECBAIT_0_0000_MEMBER_INTERIOR_01:0.751
ERR436190	E2	Escherichia coli	ERP004948	1	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.784
ERR436192	E2	Escherichia coli	ERP004948	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.852;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0172_JUNCTION_02:0.722
ERR436193	E2	Escherichia coli	ERP004948	2	ECBAIT_0_0000_JUNCTION_01:0.765;ECBAIT_10_0044_INTERIOR_MODULE_01:0.717
ERR436195	E2	Escherichia coli	ERP004948	5	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_03:0.727;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_JUNCTION_02:0.727;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.859
ERR436197	E2	Escherichia coli	ERP004948	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.799;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0172_JUNCTION_02:0.722
ERR436199	E2	Escherichia coli	ERP004948	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.874;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
ERR436200	E2	Escherichia coli	ERP004948	5	ECBAIT_10_0044_INTERIOR_MODULE_01:0.721;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_03:0.727;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.832
ERR436202	E2	Escherichia coli	ERP004948	5	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_03:0.727;ECBAIT_10_0178_INTERIOR_MODULE_01:0.700;ECBAIT_10_0178_JUNCTION_02:0.763;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.830
ERR436203	E2	Escherichia coli	ERP004948	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.826;ECBAIT_10_0044_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0172_JUNCTION_02:0.722
ERR436205	E2	Escherichia coli	ERP004948	1	ECBAIT_10_0172_MEMBER_INTERIOR_01:0.713
ERR436204	E2	Escherichia coli	ERP004948	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.709;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
ERR436206	E2	Escherichia coli	ERP004948	2	ECBAIT_0_0052_MEMBER_INTERIOR_01:0.784;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.714
ERR436209	E2	Escherichia coli	ERP004948	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.731
ERR436210	E2	Escherichia coli	ERP004948	1	ECBAIT_1_0004_JUNCTION_01:0.795
ERR436208	E2	Escherichia coli	ERP004948	2	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.924;ECBAIT_10_0172_JUNCTION_02:0.722
ERR436212	E2	Escherichia coli	ERP004948	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.726
ERR4372110	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372111	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372112	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372115	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372113	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372114	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372116	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372117	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372118	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372119	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372120	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372121	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372122	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372123	E2	Escherichia coli	ERP122695	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR4372124	E2	Escherichia coli	ERP122695	3	ECBAIT_0_0000_JUNCTION_02:0.716;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.754
ERR4372125	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372132	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372130	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372134	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372133	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372135	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372137	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372142	E2	Escherichia coli	ERP122695	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.748
ERR4372139	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372144	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372143	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372145	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372146	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372148	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372149	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4372151	E2	Escherichia coli	ERP122695	1	ECBAIT_0_0094_MEMBER_INTERIOR_01:0.708
ERR4386633	E2	Escherichia coli	ERP123168	1	ECBAIT_1_0004_JUNCTION_01:0.717
ERR445591	E2	Escherichia coli	ERP005166	3	ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445592	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445593	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445595	E2	Escherichia coli	ERP005166	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445594	E2	Escherichia coli	ERP005166	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.727
ERR445597	E2	Escherichia coli	ERP005166	2	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR445596	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
ERR445598	E2	Escherichia coli	ERP005166	6	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_JUNCTION_02:0.971;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.779;ECBAIT_1_0004_JUNCTION_02:0.859
ERR445599	E2	Escherichia coli	ERP005166	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.778;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.872
ERR445601	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
ERR445600	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.927;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0004_MEMBER_INTERIOR_01:1.000
ERR445603	E2	Escherichia coli	ERP005166	3	ECBAIT_0_0000_JUNCTION_02:0.870;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445602	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445605	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.802
ERR445606	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.909;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.980;ECBAIT_0_0052_JUNCTION_03:0.724;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445604	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_JUNCTION_02:0.886;ECBAIT_0_0014_JUNCTION_02:0.865;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR445607	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_JUNCTION_02:0.778;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR445608	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_JUNCTION_02:0.902;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_JUNCTION_02:0.971;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0004_JUNCTION_02:0.859
ERR445609	E2	Escherichia coli	ERP005166	6	ECBAIT_0_0000_INTERIOR_MODULE_01:0.732;ECBAIT_0_0000_JUNCTION_02:0.876;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0002_JUNCTION_01:0.771;ECBAIT_10_0002_JUNCTION_02:0.894;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445611	E2	Escherichia coli	ERP005166	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
ERR445610	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.816;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
ERR445612	E2	Escherichia coli	ERP005166	3	ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR445613	E2	Escherichia coli	ERP005166	2	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.836;ECBAIT_10_0151_JUNCTION_03:0.706
ERR445617	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0151_MEMBER_INTERIOR_01:0.712
ERR445619	E2	Escherichia coli	ERP005166	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.810
ERR445618	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445616	E2	Escherichia coli	ERP005166	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.742
ERR445621	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445622	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.951;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.758;ECBAIT_1_0004_MEMBER_INTERIOR_01:1.000
ERR445620	E2	Escherichia coli	ERP005166	1	ECBAIT_0_0000_JUNCTION_02:0.719
ERR445626	E2	Escherichia coli	ERP005166	6	ECBAIT_0_0000_JUNCTION_02:0.902;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_JUNCTION_02:0.971;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.847;ECBAIT_1_0004_JUNCTION_02:0.859
ERR445624	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR445625	E2	Escherichia coli	ERP005166	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0004_JUNCTION_01:0.703
ERR445627	E2	Escherichia coli	ERP005166	3	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_JUNCTION_03:0.810
ERR445629	E2	Escherichia coli	ERP005166	2	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR445628	E2	Escherichia coli	ERP005166	6	ECBAIT_0_0000_JUNCTION_02:0.902;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_JUNCTION_02:0.971;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.708;ECBAIT_1_0004_JUNCTION_02:0.859
ERR445630	E2	Escherichia coli	ERP005166	2	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.846
ERR445631	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_INTERIOR_MODULE_01:0.724;ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.775
ERR445632	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR445633	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_JUNCTION_02:0.884;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_JUNCTION_02:0.971;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_1_0004_JUNCTION_02:0.859
ERR445634	E2	Escherichia coli	ERP005166	4	ECBAIT_0_0000_JUNCTION_02:0.867;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_1_0004_MEMBER_INTERIOR_01:1.000
ERR445635	E2	Escherichia coli	ERP005166	5	ECBAIT_0_0000_JUNCTION_02:0.902;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0014_JUNCTION_02:0.971;ECBAIT_0_0014_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.862
ERR445636	E2	Escherichia coli	ERP005166	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR4467443	E2	Escherichia coli	ERP123454	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR4467735	E2	Escherichia coli	ERP123454	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.806
ERR4467738	E2	Escherichia coli	ERP123454	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4467739	E2	Escherichia coli	ERP123454	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.756
ERR4467743	E2	Escherichia coli	ERP123454	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
ERR4467747	E2	Escherichia coli	ERP123454	1	ECBAIT_0_0000_MEMBER_INTERIOR_01:0.708
ERR474066	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474051	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474076	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474080	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.725
ERR474096	E2	Escherichia coli	ERP004424	3	ECBAIT_0_0000_JUNCTION_02:0.772;ECBAIT_10_0151_JUNCTION_03:0.733;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
ERR474098	E2	Escherichia coli	ERP004424	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.920
ERR474099	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474114	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474120	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474133	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.721
ERR474128	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR474151	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474145	E2	Escherichia coli	ERP004424	5	ECBAIT_10_0002_JUNCTION_01:0.724;ECBAIT_10_0002_JUNCTION_02:0.858;ECBAIT_10_0057_INTERIOR_MODULE_01:0.950;ECBAIT_10_0057_JUNCTION_03:0.972;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.724
ERR474158	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474163	E2	Escherichia coli	ERP004424	1	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.836
ERR474167	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR474169	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.861;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474180	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.727
ERR474192	E2	Escherichia coli	ERP004424	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474209	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474196	E2	Escherichia coli	ERP004424	3	ECBAIT_0_0000_JUNCTION_02:0.705;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.726;ECBAIT_10_0151_JUNCTION_03:0.903
ERR474218	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474239	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474233	E2	Escherichia coli	ERP004424	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.713
ERR474255	E2	Escherichia coli	ERP004424	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474265	E2	Escherichia coli	ERP004424	3	ECBAIT_0_0000_JUNCTION_02:0.928;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
ERR474268	E2	Escherichia coli	ERP004424	4	ECBAIT_10_0002_JUNCTION_01:0.713;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR474275	E2	Escherichia coli	ERP004424	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR4777405	E2	Escherichia coli	ERP124728	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.724
ERR4777418	E2	Escherichia coli	ERP124728	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.763
ERR4843234	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.751
ERR4843242	E2	Escherichia coli	ERP125130	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.710;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843249	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843285	E2	Escherichia coli	ERP125130	2	ECBAIT_0_0000_JUNCTION_02:0.786;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843292	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
ERR4843315	E2	Escherichia coli	ERP125130	1	ECBAIT_1_0004_JUNCTION_01:0.759
ERR4843424	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR4843395	E2	Escherichia coli	ERP125130	2	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.872;ECBAIT_1_0004_JUNCTION_01:0.710
ERR4843431	E2	Escherichia coli	ERP125130	4	ECBAIT_10_0044_MEMBER_INTERIOR_01:0.798;ECBAIT_10_0172_JUNCTION_02:0.765;ECBAIT_10_0172_JUNCTION_03:0.701;ECBAIT_10_0178_MEMBER_INTERIOR_01:0.856
ERR4843463	E2	Escherichia coli	ERP125130	1	ECBAIT_0_0052_JUNCTION_03:0.787
ERR4843458	E2	Escherichia coli	ERP125130	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.751;ECBAIT_1_0032_MEMBER_INTERIOR_01:0.754
ERR4843466	E2	Escherichia coli	ERP125130	2	ECBAIT_0_0014_JUNCTION_01:0.969;ECBAIT_0_0052_JUNCTION_03:0.787
ERR4843471	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843473	E2	Escherichia coli	ERP125130	5	ECBAIT_0_0059_JUNCTION_01:0.806;ECBAIT_0_0059_JUNCTION_02:0.845;ECBAIT_0_0059_JUNCTION_03:0.747;ECBAIT_0_0059_MEMBER_INTERIOR_01:0.991;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843475	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.799
ERR4843510	E2	Escherichia coli	ERP125130	5	ECBAIT_0_0059_JUNCTION_01:0.844;ECBAIT_0_0059_JUNCTION_02:0.813;ECBAIT_0_0059_JUNCTION_03:0.747;ECBAIT_0_0059_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.782
ERR4843523	E2	Escherichia coli	ERP125130	4	ECBAIT_0_0059_JUNCTION_01:0.838;ECBAIT_0_0059_JUNCTION_02:0.845;ECBAIT_0_0059_JUNCTION_03:0.747;ECBAIT_0_0059_MEMBER_INTERIOR_01:1.000
ERR4843588	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843600	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.857
ERR4843612	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR4843615	E2	Escherichia coli	ERP125130	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.835
