accession	tier	scientific_name	bioproject	s3_url	zst_sha256	bait	kmer_cov	qcov	identity	contig	contig_len	target_span	strand	cigar	classification	ntm_strict_rule
SRR10438160	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438160/SRR10438160.contigs.fa.zst	0b76f41053a294b3c576455f6562a1c6fd85054815baa18d4c83f14ebd7e402b	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	SRR10438160_364	1954	11-1211	+	11=1X358=1X154=1X43=1X377=1X180=1X71=	near-complete analogue	False
SRR10438161	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438161/SRR10438161.contigs.fa.zst	a06bbc6ee317e7394c887eb4a839fe68a7b187c857649061c7736b96d3e1d984	ECBAIT_0_0000_INTERIOR_MODULE_01	0.7316	0.9767	0.9861	SRR10438161_765	1339	820-1324	+	124=7I380=	near-complete analogue	False
SRR10438161	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438161/SRR10438161.contigs.fa.zst	a06bbc6ee317e7394c887eb4a839fe68a7b187c857649061c7736b96d3e1d984	ECBAIT_0_0000_JUNCTION_02	0.9649	0.996	1.0	SRR10438161_424	1404	863-1363	-	500=	near-complete analogue	False
SRR10438161	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438161/SRR10438161.contigs.fa.zst	a06bbc6ee317e7394c887eb4a839fe68a7b187c857649061c7736b96d3e1d984	ECBAIT_0_0000_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10438161_261	17584	11503-12703	+	1200=	near-complete analogue	False
SRR10438161	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438161/SRR10438161.contigs.fa.zst	a06bbc6ee317e7394c887eb4a839fe68a7b187c857649061c7736b96d3e1d984	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	SRR10438161_194	1954	743-1943	-	71=1X180=1X377=1X43=1X154=1X358=1X11=	near-complete analogue	False
SRR10438162	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438162/SRR10438162.contigs.fa.zst	3efbc611ab4255803a2d76ba7f95a7fb5b489452b8600168fb8b23f3dbbac74f	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10438162_71	7536	776-1976	+	1200=	near-complete analogue	False
SRR10438162	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438162/SRR10438162.contigs.fa.zst	3efbc611ab4255803a2d76ba7f95a7fb5b489452b8600168fb8b23f3dbbac74f	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.865	0.99	0.9949	SRR10438162_370	1619	0-1188	+	60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10438163	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438163/SRR10438163.contigs.fa.zst	d836b973b127ec67292488f63b2c880744e64cf79631fd9ad737755c26229727	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10438163_435	7141	776-1976	+	1200=	near-complete analogue	False
SRR10438163	E2	Escherichia coli	SRP229689	https://s3.amazonaws.com/logan-pub/c/SRR10438163/SRR10438163.contigs.fa.zst	d836b973b127ec67292488f63b2c880744e64cf79631fd9ad737755c26229727	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR10438163_482	1619	0-1188	+	1188=	near-complete analogue	False
SRR10484340	E2	Escherichia coli	SRP101500	https://s3.amazonaws.com/logan-pub/c/SRR10484340/SRR10484340.contigs.fa.zst	5e1fc8c8e1138c1b470c2c7eda7cdc9006642f3f0c6615ec98dd6b5a00583d15	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7821	1.0	0.9908	SRR10484340_363	2491	388-1588	+	11=1X358=2X40=1X63=1X92=1X362=1X79=1X2=1X21=1X90=1X71=	module-only homology	False
SRR10541863	E2	Escherichia coli	SRP101500	https://s3.amazonaws.com/logan-pub/c/SRR10541863/SRR10541863.contigs.fa.zst	0a118ef36b7e88ac48fca454ac8256f77c5de9b10dc267324e6d42f50c040a2d	ECBAIT_10_0002_JUNCTION_01	0.8103	0.996	0.9978	SRR10541863_777	1962	0-452	-	53=1X398=	junction/synteny supported	False
SRR1055185	E2	Escherichia coli K02	SRP034612	https://s3.amazonaws.com/logan-pub/c/SRR1055185/SRR1055185.contigs.fa.zst	5f6ef460a83bc20c5b890a2bb7f80cf154ec811e83e131d74375ca2a2b1a58ca	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7453	1.0	0.99	SRR1055185_273	1954	743-1943	-	71=1X90=1X21=1X2=1X442=1X14=1X28=1X48=1X105=1X196=1X100=1X60=1X11=	module-only homology	False
SRR10579955	E2	Escherichia coli	SRP161673	https://s3.amazonaws.com/logan-pub/c/SRR10579955/SRR10579955.contigs.fa.zst	a2470841c7ed74ad0063b28711144de17c917dbc023f1644a3a4e7619716c71b	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8017	1.0	0.9925	SRR10579955_149	1637	41-1241	+	11=1X60=1X100=1X395=1X362=1X79=1X2=1X112=1X39=1X31=	module-only homology	False
SRR10584148	E2	Escherichia coli	SRP234623	https://s3.amazonaws.com/logan-pub/c/SRR10584148/SRR10584148.contigs.fa.zst	556a6bc91c382698a9575f5d9383fa1bb62063e0465acc1af033b04ef027b91c	ECBAIT_0_0067_MEMBER_INTERIOR_01	0.7009	0.9508	0.9931	SRR10584148_6852	582	0-582	+	537=1X17=1X5=1X11=1X8=	module-only homology	False
SRR10687735	E2	Escherichia coli	SRP161673	https://s3.amazonaws.com/logan-pub/c/SRR10687735/SRR10687735.contigs.fa.zst	30d4ec1963c2f771d09ca24e76c729e370a81853e965889b894d48c15477b715	ECBAIT_0_0094_MEMBER_INTERIOR_01	0.7171	0.8017	0.9886	SRR10687735_193	28336	3570-4532	+	869=1X8=1X2=1X1=2X14=1X1=1X12=1X5=1X5=1X16=1X18=	near-complete analogue	False
SRR10687735	E2	Escherichia coli	SRP161673	https://s3.amazonaws.com/logan-pub/c/SRR10687735/SRR10687735.contigs.fa.zst	30d4ec1963c2f771d09ca24e76c729e370a81853e965889b894d48c15477b715	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7556	1.0	0.99	SRR10687735_104	26869	24192-25392	-	71=1X90=1X21=1X2=1X79=1X362=1X92=1X104=2X151=1X145=1X60=1X11=	near-complete analogue	False
SRR10752475	E2	Escherichia coli	SRP238464	https://s3.amazonaws.com/logan-pub/c/SRR10752475/SRR10752475.contigs.fa.zst	8770e44054cb99c71d43f39a5dcef3be1d083bb5c76c8e429c0b13ca7d48a916	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	SRR10752475_198	12530	7774-8275	-	142=1X269=1X5=1X2=1X2=1X76=	near-complete analogue	False
SRR10752475	E2	Escherichia coli	SRP238464	https://s3.amazonaws.com/logan-pub/c/SRR10752475/SRR10752475.contigs.fa.zst	8770e44054cb99c71d43f39a5dcef3be1d083bb5c76c8e429c0b13ca7d48a916	ECBAIT_10_0002_JUNCTION_02	0.7588	0.993	0.99	SRR10752475_198	12530	7775-8276	-	141=1X269=1X5=1X2=1X2=1X77=	near-complete analogue	False
SRR10752475	E2	Escherichia coli	SRP238464	https://s3.amazonaws.com/logan-pub/c/SRR10752475/SRR10752475.contigs.fa.zst	8770e44054cb99c71d43f39a5dcef3be1d083bb5c76c8e429c0b13ca7d48a916	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10752475_392	7536	5560-6760	-	1200=	near-complete analogue	False
SRR10843356	E2	Escherichia coli	SRP101500	https://s3.amazonaws.com/logan-pub/c/SRR10843356/SRR10843356.contigs.fa.zst	97f9cfa4942a29a491615f22049460098c29f597d7804b5d03c7cb13e003e43f	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8017	0.9992	0.9928	SRR10843356_10	1572	743-1572	-	71=1X112=1X2=1X79=1X362=1X92=1X105=	module-only homology	False
SRR10878359	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878359/SRR10878359.contigs.fa.zst	ed51bae7a5de8f5a667b628da790bcde4935699aa961579769930cf72138999a	ECBAIT_10_0002_JUNCTION_01	0.8052	0.996	0.998	SRR10878359_212	14233	8710-9211	-	145=1X355=	near-complete analogue	False
SRR10878359	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878359/SRR10878359.contigs.fa.zst	ed51bae7a5de8f5a667b628da790bcde4935699aa961579769930cf72138999a	ECBAIT_10_0002_JUNCTION_02	0.9052	0.993	0.998	SRR10878359_212	14233	8711-9212	-	144=1X356=	near-complete analogue	False
SRR10878359	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878359/SRR10878359.contigs.fa.zst	ed51bae7a5de8f5a667b628da790bcde4935699aa961579769930cf72138999a	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.894	0.99	0.9966	SRR10878359_342	1637	449-1637	-	71=1X195=1X758=1X100=1X60=	near-complete analogue	False
SRR10878360	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878360/SRR10878360.contigs.fa.zst	56b935f329927755a9d3f2c689d9413493b73af6ac7144ba262846271d4c761a	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8684	0.99	0.9949	SRR10878360_295	1636	448-1636	-	71=1X85=1X26=1X2=1X838=1X100=1X60=	module-only homology	False
SRR10878361	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878361/SRR10878361.contigs.fa.zst	dd4fbcc4b98b50a4f95bf904e3fd49d57d81809f355c399d2ba1c62600baf1ab	ECBAIT_10_0038_MEMBER_INTERIOR_01	0.8009	0.9808	0.9924	SRR10878361_18	19562	8357-9534	-	291=1X98=1X182=1X236=1X120=1X141=1X1=1X10=1X79=1X10=	module-only homology	False
SRR10878363	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878363/SRR10878363.contigs.fa.zst	f51bb8da74df9ef9ac0ceaa68dba79291b0e286dcc96bb1b679c064973848688	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878363_339	6913	4947-6147	-	1200=	near-complete analogue	False
SRR10878363	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878363/SRR10878363.contigs.fa.zst	f51bb8da74df9ef9ac0ceaa68dba79291b0e286dcc96bb1b679c064973848688	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10878363_411	1642	11-1211	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10878363	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878363/SRR10878363.contigs.fa.zst	f51bb8da74df9ef9ac0ceaa68dba79291b0e286dcc96bb1b679c064973848688	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	SRR10878363_258	10086	5672-6872	-	325=1X236=1X272=1X20=1X17=1X2=1X245=1X2=1X1=2X5=2X1=1X61=	near-complete analogue	False
SRR10878367	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878367/SRR10878367.contigs.fa.zst	4d10c049fb2016ba813c67990b123037e64af7079a054bb024512d1861f5d0c0	ECBAIT_0_0052_JUNCTION_03	0.7124	1.0	0.994	SRR10878367_321	3849	1531-2031	+	291=1X33=1X14=1X159=	near-complete analogue	False
SRR10878367	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878367/SRR10878367.contigs.fa.zst	4d10c049fb2016ba813c67990b123037e64af7079a054bb024512d1861f5d0c0	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	SRR10878367_622	1954	11-1211	+	11=1X60=1X297=1X105=1X48=1X43=1X630=	near-complete analogue	False
SRR10878368	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878368/SRR10878368.contigs.fa.zst	5fccb108b6b8518e4182b7d6564b6a93a5e03e0eba06843d9f416f47e16cfe06	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878368_137	7505	745-1945	+	1200=	near-complete analogue	False
SRR10878368	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878368/SRR10878368.contigs.fa.zst	5fccb108b6b8518e4182b7d6564b6a93a5e03e0eba06843d9f416f47e16cfe06	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10878368_204	12182	8889-10089	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10878369	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878369/SRR10878369.contigs.fa.zst	b64844953aaaef6c47d5c6d8de5b5e6f30f39b878cd0edbc9721c7032eb0e853	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878369_220	7536	5560-6760	-	1200=	near-complete analogue	False
SRR10878369	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878369/SRR10878369.contigs.fa.zst	b64844953aaaef6c47d5c6d8de5b5e6f30f39b878cd0edbc9721c7032eb0e853	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10878369_174	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
SRR10878372	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878372/SRR10878372.contigs.fa.zst	671c6a6d028f897266f9c05a0de4edf10b43541a4613ed243755adc52db14ec2	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878372_195	2519	1239-2439	-	1200=	module-only homology	False
SRR10878373	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878373/SRR10878373.contigs.fa.zst	30ba33ff5c45bd551d5c9358d859820527794022538aca3a9656ffd610e564bf	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878373_309	7526	766-1966	+	1200=	near-complete analogue	False
SRR10878373	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878373/SRR10878373.contigs.fa.zst	30ba33ff5c45bd551d5c9358d859820527794022538aca3a9656ffd610e564bf	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.865	0.99	0.9949	SRR10878373_282	1619	0-1188	+	60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10878375	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878375/SRR10878375.contigs.fa.zst	f583df91fdb81e046f1d7f805a332d14a8451dd58dee4a8fba4af5b509f7854c	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878375_22	6790	766-1966	+	1200=	near-complete analogue	False
SRR10878375	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878375/SRR10878375.contigs.fa.zst	f583df91fdb81e046f1d7f805a332d14a8451dd58dee4a8fba4af5b509f7854c	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.9179	0.99	0.9966	SRR10878375_417	1619	431-1619	-	184=1X2=1X838=1X100=1X60=	near-complete analogue	False
SRR10878376	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878376/SRR10878376.contigs.fa.zst	65b5e6b49e3d4ec8e0b2b638ab1b1569c4c087df6be4c3e1da8c61d8f53ddc1f	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878376_21	7536	5560-6760	-	1200=	near-complete analogue	False
SRR10878376	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878376/SRR10878376.contigs.fa.zst	65b5e6b49e3d4ec8e0b2b638ab1b1569c4c087df6be4c3e1da8c61d8f53ddc1f	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10878376_186	12032	1943-3143	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
SRR10878379	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878379/SRR10878379.contigs.fa.zst	ec97f35df59fcdc2d09af9d5104f4a2b53f4cf3b2b9f0e8366fcb7df68671704	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878379_58	7146	776-1976	+	1200=	near-complete analogue	False
SRR10878379	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878379/SRR10878379.contigs.fa.zst	ec97f35df59fcdc2d09af9d5104f4a2b53f4cf3b2b9f0e8366fcb7df68671704	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8812	1.0	0.995	SRR10878379_670	1642	431-1631	-	71=1X112=1X2=1X79=1X758=1X161=1X11=	near-complete analogue	False
SRR10878379	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878379/SRR10878379.contigs.fa.zst	ec97f35df59fcdc2d09af9d5104f4a2b53f4cf3b2b9f0e8366fcb7df68671704	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	SRR10878379_322	10029	5672-6872	-	325=1X236=1X272=1X20=1X17=1X2=1X245=1X2=1X1=2X5=2X1=1X61=	near-complete analogue	False
SRR10878380	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878380/SRR10878380.contigs.fa.zst	8df734be5b1f1d3127244386e0ee08aac5ab1578aea7cd2eb6d824186cf909b5	ECBAIT_0_0000_JUNCTION_02	0.8763	0.977	0.9972	SRR10878380_677	355	0-355	+	246=1X108=	near-complete analogue	False
SRR10878380	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878380/SRR10878380.contigs.fa.zst	8df734be5b1f1d3127244386e0ee08aac5ab1578aea7cd2eb6d824186cf909b5	ECBAIT_0_0000_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878380_239	2808	1382-2582	+	1200=	near-complete analogue	False
SRR10878380	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878380/SRR10878380.contigs.fa.zst	8df734be5b1f1d3127244386e0ee08aac5ab1578aea7cd2eb6d824186cf909b5	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8077	1.0	0.9897	SRR10878380_323	3061	2088-3061	-	457=1X14=1X180=2X108=1X71=1X20=1X17=1X2=1X2=1X92=	near-complete analogue	False
SRR10878380	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878380/SRR10878380.contigs.fa.zst	8df734be5b1f1d3127244386e0ee08aac5ab1578aea7cd2eb6d824186cf909b5	ECBAIT_1_0004_JUNCTION_02	0.8588	0.98	1.0	SRR10878380_453	2324	957-1392	-	435=	near-complete analogue	False
SRR10878381	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878381/SRR10878381.contigs.fa.zst	fc770d95cf406ba810e0ecd72a05e1ddd1df5025b406deea7b8bc467b8871915	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.7513	1.0	0.9917	SRR10878381_376	2259	64-1264	+	11=1X60=1X100=1X149=1X46=1X105=1X48=1X43=1X126=1X82=1X420=	module-only homology	False
SRR10878382	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878382/SRR10878382.contigs.fa.zst	6c86f9039dfb972b9d4996d22460a22fffabd9a37c30ef91749dd13b5a23ea4d	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878382_23	6923	776-1976	+	1200=	near-complete analogue	False
SRR10878382	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878382/SRR10878382.contigs.fa.zst	6c86f9039dfb972b9d4996d22460a22fffabd9a37c30ef91749dd13b5a23ea4d	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10878382_536	1642	11-1211	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10878383	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878383/SRR10878383.contigs.fa.zst	641e26d175b5f939bbd62240a0f1e00c8ccaee2689296467b9de8101e92adab6	ECBAIT_1_0004_JUNCTION_01	0.7351	0.962	0.984	SRR10878383_75	12421	10770-11269	-	142=1X50=1X147=1X26=1X3=1X4=1X3=1X24=1I93=	junction/synteny supported	False
SRR10878384	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878384/SRR10878384.contigs.fa.zst	93a4bcae49af2625f1a080aa8103a94f50babfb8eb0a08e2833f3654bfa07228	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10878384_311	7536	776-1976	+	1200=	near-complete analogue	False
SRR10878384	E2	Escherichia coli	SRP241755	https://s3.amazonaws.com/logan-pub/c/SRR10878384/SRR10878384.contigs.fa.zst	93a4bcae49af2625f1a080aa8103a94f50babfb8eb0a08e2833f3654bfa07228	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.947	0.99	0.9983	SRR10878384_333	1619	0-1188	+	60=1X100=1X1026=	near-complete analogue	False
SRR10905448	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905448/SRR10905448.contigs.fa.zst	3824f4d84ebbe14deaccd66b4f91b8a85e13e69b90c6048728f4e12fcd0daedd	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10905448_111	7536	776-1976	+	1200=	near-complete analogue	False
SRR10905448	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905448/SRR10905448.contigs.fa.zst	3824f4d84ebbe14deaccd66b4f91b8a85e13e69b90c6048728f4e12fcd0daedd	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10905448_72	12182	8889-10089	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10905450	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905450/SRR10905450.contigs.fa.zst	8a5258a42f837713590763093f49158130fcaab6f9b779b339a1cac6571e4c28	ECBAIT_0_0000_JUNCTION_02	0.9103	0.996	1.0	SRR10905450_269	467	0-421	-	421=	near-complete analogue	False
SRR10905450	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905450/SRR10905450.contigs.fa.zst	8a5258a42f837713590763093f49158130fcaab6f9b779b339a1cac6571e4c28	ECBAIT_0_0000_MEMBER_INTERIOR_01	0.9427	1.0	1.0	SRR10905450_240	3025	0-785	+	785=	near-complete analogue	False
SRR10905450	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905450/SRR10905450.contigs.fa.zst	8a5258a42f837713590763093f49158130fcaab6f9b779b339a1cac6571e4c28	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8385	0.9892	0.9921	SRR10905450_349	1373	0-630	+	362=1X79=1X1=2X112=1X71=	near-complete analogue	False
SRR10905454	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905454/SRR10905454.contigs.fa.zst	8a77edd1e7bf302d627138c7ef0483dbc8c978f3a379fa5c6355ddb9dcff53f1	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10905454_241	7536	776-1976	+	1200=	near-complete analogue	False
SRR10905454	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905454/SRR10905454.contigs.fa.zst	8a77edd1e7bf302d627138c7ef0483dbc8c978f3a379fa5c6355ddb9dcff53f1	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10905454_101	12182	8889-10089	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
SRR10905455	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905455/SRR10905455.contigs.fa.zst	f98c174f6033c7c7b95c97b895a1e1cbe18191af764e08a7c633b91a03e3a4da	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10905455_188	7536	776-1976	+	1200=	near-complete analogue	False
SRR10905455	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905455/SRR10905455.contigs.fa.zst	f98c174f6033c7c7b95c97b895a1e1cbe18191af764e08a7c633b91a03e3a4da	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	SRR10905455_43	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
SRR10905519	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905519/SRR10905519.contigs.fa.zst	e160ad9277763f7ff21e09453b493d11fa064092254007b2d7527c85a3549a74	ECBAIT_0_0000_JUNCTION_02	0.7206	0.996	0.9879	SRR10905519_310	13850	11527-12023	+	25=1X285=1X74=1X10=1X2=1X9=1X85=	near-complete analogue	False
SRR10905519	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905519/SRR10905519.contigs.fa.zst	e160ad9277763f7ff21e09453b493d11fa064092254007b2d7527c85a3549a74	ECBAIT_1_0004_INTERIOR_MODULE_01	0.706	0.9367	0.807	SRR10905519_523	1195	263-916	+	65=1X48=117I160=7I350=1X28=	near-complete analogue	False
SRR10905534	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905534/SRR10905534.contigs.fa.zst	62ee5b6181c612834cd349f86a1c211fd02c360c0e3f70dd03469d8ca4c76d96	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10905534_290	7536	776-1976	+	1200=	near-complete analogue	False
SRR10905534	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905534/SRR10905534.contigs.fa.zst	62ee5b6181c612834cd349f86a1c211fd02c360c0e3f70dd03469d8ca4c76d96	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR10905534_282	1619	431-1619	-	1188=	near-complete analogue	False
SRR10905535	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905535/SRR10905535.contigs.fa.zst	bf4fffbc44fec336328b08c8acc7d5c349a7dbd887fbecf9bedbab3d42f84138	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	SRR10905535_232	7536	5560-6760	-	1200=	near-complete analogue	False
SRR10905535	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905535/SRR10905535.contigs.fa.zst	bf4fffbc44fec336328b08c8acc7d5c349a7dbd887fbecf9bedbab3d42f84138	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	SRR10905535_153	1619	0-1188	+	1188=	near-complete analogue	False
SRR10905542	E2	Escherichia coli	SRP240270	https://s3.amazonaws.com/logan-pub/c/SRR10905542/SRR10905542.contigs.fa.zst	3033078c68aacd0ecac66487af68ea49b0021509b10678d9a1902afb452e9a89	ECBAIT_0_0046_MEMBER_INTERIOR_01	0.947	1.0	0.9983	SRR10905542_178	31427	9151-10351	-	161=1X375=1X662=	near-complete analogue	False
