prophage_id	clade_id	community	host_accession	phylogroup
GCF_000779715.1_prophage_1	10_0023	10	GCF_000779715.1	B2
GCF_000351845.1_prophage_4	10_0023	10	GCF_000351845.1	B2
GCF_000700085.1_prophage_5	10_0023	10	GCF_000700085.1	B1
GCF_000460035.1_prophage_3	10_0023	10	GCF_000460035.1	A
GCF_000458235.1_prophage_3	10_0023	10	GCF_000458235.1	C
GCF_001266385.1_prophage_2	10_0023	10	GCF_001266385.1	B2
GCF_000319935.1_prophage_1	10_0023	10	GCF_000319935.1	B1
GCF_000459395.1_prophage_2	10_0023	10	GCF_000459395.1	B2
GCF_000460615.1_prophage_2	10_0023	10	GCF_000460615.1	B2
GCF_001039075.2_prophage_3	10_0023	10	GCF_001039075.2	B1
GCF_000456725.1_prophage_5	10_0023	10	GCF_000456725.1	D
GCF_000319855.1_prophage_1	10_0023	10	GCF_000319855.1	B1
GCF_000937415.1_prophage_1	10_0023	10	GCF_000937415.1	B1
GCF_001284805.1_prophage_3	10_0023	10	GCF_001284805.1	A
GCF_000357765.2_prophage_3	10_0023	10	GCF_000357765.2	B1
GCF_001309475.1_prophage_2	10_0023	10	GCF_001309475.1	A
GCF_000627215.1_prophage_1	10_0023	10	GCF_000627215.1	B1
GCF_000460155.1_prophage_4	10_0023	10	GCF_000460155.1	B2
GCF_000777395.1_prophage_2	10_0023	10	GCF_000777395.1	B2
GCF_000350845.1_prophage_1	10_0023	10	GCF_000350845.1	B2
GCF_000357165.1_prophage_4	10_0023	10	GCF_000357165.1	B1
GCF_000167895.3_prophage_2	10_0023	10	GCF_000167895.3	B1
GCF_000835055.1_prophage_3	10_0023	10	GCF_000835055.1	C
GCF_000457775.1_prophage_2	10_0023	10	GCF_000457775.1	C
GCF_000190955.1_prophage_3	10_0023	10	GCF_000190955.1	cladeI
GCF_000752255.1_prophage_2	10_0023	10	GCF_000752255.1	B1
GCF_000951935.1_prophage_12	10_0023	10	GCF_000951935.1	A
GCF_001285845.1_prophage_12	10_0023	10	GCF_001285845.1	B1
GCF_000215205.1_prophage_2	10_0023	10	GCF_000215205.1	B1
GCF_000221885.1_prophage_2	10_0023	10	GCF_000221885.1	B1
GCF_000407845.1_prophage_5	10_0023	10	GCF_000407845.1	D
GCF_000351665.1_prophage_1	10_0023	10	GCF_000351665.1	B2
GCF_000352745.1_prophage_2	10_0023	10	GCF_000352745.1	D
GCF_000456525.1_prophage_7	10_0023	10	GCF_000456525.1	C
GCF_000350865.1_prophage_1	10_0023	10	GCF_000350865.1	B2
GCF_000778215.1_prophage_1	10_0023	10	GCF_000778215.1	B2
GCF_001413355.1_prophage_4	10_0023	10	GCF_001413355.1	A
GCF_000785775.1_prophage_1	10_0023	10	GCF_000785775.1	A
GCF_001284085.1_prophage_11	10_0023	10	GCF_001284085.1	B1
GCF_000357785.2_prophage_2	10_0023	10	GCF_000357785.2	B1
GCF_000456365.1_prophage_7	10_0023	10	GCF_000456365.1	D
GCF_000462085.2_prophage_2	10_0023	10	GCF_000462085.2	E
GCF_000488075.1_prophage_4	10_0023	10	GCF_000488075.1	B2
GCF_000935905.1_prophage_9	10_0023	10	GCF_000935905.1	B1
GCF_000460035.1_prophage_5	10_0023	10	GCF_000460035.1	A
GCF_000752115.1_prophage_14	10_0023	10	GCF_000752115.1	B1
GCF_000407725.1_prophage_4	10_0023	10	GCF_000407725.1	B1
GCF_000461415.1_prophage_2	10_0023	10	GCF_000461415.1	A
GCF_000456545.1_prophage_3	10_0023	10	GCF_000456545.1	B2
GCF_000700665.1_prophage_5	10_0023	10	GCF_000700665.1	A
GCF_000408765.1_prophage_2	10_0023	10	GCF_000408765.1	D
GCF_000703865.1_prophage_5	10_0023	10	GCF_000703865.1	D
GCF_000355555.2_prophage_2	10_0023	10	GCF_000355555.2	B1
GCF_000249895.1_prophage_1	10_0023	10	GCF_000249895.1	B1
GCF_000355535.1_prophage_2	10_0023	10	GCF_000355535.1	A
GCF_000618085.1_prophage_2	10_0023	10	GCF_000618085.1	A
GCF_000459295.1_prophage_4	10_0023	10	GCF_000459295.1	B2
GCF_000352025.1_prophage_1	10_0023	10	GCF_000352025.1	B2
GCF_000713135.1_prophage_4	10_0023	10	GCF_000713135.1	D
GCF_000806275.1_prophage_7	10_0023	10	GCF_000806275.1	B1
GCF_000250195.1_prophage_9	10_0023	10	GCF_000250195.1	B1
GCF_000171935.1_prophage_14	10_0023	10	GCF_000171935.1	E
GCF_000780675.1_prophage_4	10_0023	10	GCF_000780675.1	B2
GCF_000164515.1_prophage_2	10_0023	10	GCF_000164515.1	A
GCF_000457995.1_prophage_5	10_0023	10	GCF_000457995.1	B2
GCF_000617685.1_prophage_3	10_0024	10	GCF_000617685.1	B1
GCF_000753535.1_prophage_6	10_0024	10	GCF_000753535.1	Unknown
GCF_000171935.1_prophage_6	10_0024	10	GCF_000171935.1	E
GCF_000194535.1_prophage_8	10_0024	10	GCF_000194535.1	A
GCF_000951895.1_prophage_5	10_0024	10	GCF_000951895.1	A
GCF_000179075.1_prophage_3	10_0024	10	GCF_000179075.1	C
GCF_001268565.1_prophage_1	10_0024	10	GCF_001268565.1	A
GCF_000615785.2_prophage_1	10_0024	10	GCF_000615785.2	E
GCF_000614645.2_prophage_1	10_0024	10	GCF_000614645.2	E
GCF_000615815.2_prophage_2	10_0024	10	GCF_000615815.2	E
GCF_000616075.2_prophage_3	10_0024	10	GCF_000616075.2	E
GCF_000460595.1_prophage_1	10_0024	10	GCF_000460595.1	B1
GCF_000447025.2_prophage_4	10_0024	10	GCF_000447025.2	E
GCF_000695115.1_prophage_12	10_0024	10	GCF_000695115.1	B1
GCF_000619725.2_prophage_1	10_0024	10	GCF_000619725.2	B1
GCF_001039075.2_prophage_1	10_0024	10	GCF_001039075.2	B1
GCF_000615745.2_prophage_1	10_0024	10	GCF_000615745.2	E
GCF_000615865.2_prophage_1	10_0024	10	GCF_000615865.2	E
GCF_000616035.2_prophage_1	10_0024	10	GCF_000616035.2	E
GCF_000948605.1_prophage_4	10_0024	10	GCF_000948605.1	B1
GCF_000619045.2_prophage_1	10_0024	10	GCF_000619045.2	E
GCF_000951835.2_prophage_2	10_0024	10	GCF_000951835.2	B1
GCF_001268445.1_prophage_3	10_0024	10	GCF_001268445.1	B1
GCF_000335195.2_prophage_3	10_0024	10	GCF_000335195.2	E
GCF_001284625.1_prophage_7	10_0024	10	GCF_001284625.1	B2
GCF_001309735.1_prophage_6	10_0024	10	GCF_001309735.1	A
GCF_001286705.1_prophage_7	10_0024	10	GCF_001286705.1	B2
GCF_001269325.1_prophage_6	10_0024	10	GCF_001269325.1	B1
GCF_000418775.1_prophage_2	10_0024	10	GCF_000418775.1	D
GCF_000264095.1_prophage_3	10_0024	10	GCF_000264095.1	B2
GCF_000780335.1_prophage_3	10_0024	10	GCF_000780335.1	B2
GCF_001284745.1_prophage_5	10_0024	10	GCF_001284745.1	B2
GCF_000703885.1_prophage_4	10_0024	10	GCF_000703885.1	D
GCF_001521475.1_prophage_1	10_0024	10	GCF_001521475.1	D
GCF_001462925.1_prophage_8	10_0024	10	GCF_001462925.1	D
GCF_000351125.1_prophage_9	10_0024	10	GCF_000351125.1	D
GCF_000778585.1_prophage_4	10_0024	10	GCF_000778585.1	D
GCF_000798535.1_prophage_3	10_0024	10	GCF_000798535.1	A
GCF_000615535.1_prophage_1	10_0024	10	GCF_000615535.1	B1
GCF_001263065.1_prophage_11	10_0024	10	GCF_001263065.1	B1
GCF_001520175.1_prophage_2	10_0024	10	GCF_001520175.1	D
GCF_000176555.2_prophage_6	10_0024	10	GCF_000176555.2	B2
GCF_000798235.1_prophage_1	10_0024	10	GCF_000798235.1	B1
GCF_000826805.1_prophage_3	10_0024	10	GCF_000826805.1	B1
GCF_000407945.1_prophage_4	10_0024	10	GCF_000407945.1	A
GCF_000478215.1_prophage_5	10_0024	10	GCF_000478215.1	E
GCF_000798595.1_prophage_4	10_0024	10	GCF_000798595.1	B1
GCF_000618325.1_prophage_3	10_0024	10	GCF_000618325.1	E
GCF_000777375.1_prophage_1	10_0024	10	GCF_000777375.1	B1
GCF_000354495.2_prophage_3	10_0024	10	GCF_000354495.2	A
GCF_000267145.1_prophage_6	10_0024	10	GCF_000267145.1	E
GCF_000619605.1_prophage_5	10_0024	10	GCF_000619605.1	B1
GCF_000462085.2_prophage_5	10_0024	10	GCF_000462085.2	E
GCF_000615055.1_prophage_3	10_0024	10	GCF_000615055.1	B1
GCF_000797935.1_prophage_5	10_0024	10	GCF_000797935.1	B1
GCF_000831335.1_prophage_2	10_0024	10	GCF_000831335.1	B1
GCF_000618485.1_prophage_3	10_0024	10	GCF_000618485.1	E
GCF_000462445.2_prophage_1	10_0024	10	GCF_000462445.2	E
GCF_000615015.1_prophage_2	10_0024	10	GCF_000615015.1	E
GCF_000192685.1_prophage_4	10_0024	10	GCF_000192685.1	E
GCF_000267085.1_prophage_3	10_0024	10	GCF_000267085.1	E
GCF_000616745.1_prophage_2	10_0024	10	GCF_000616745.1	E
GCF_000617965.1_prophage_3	10_0024	10	GCF_000617965.1	E
GCF_000326545.1_prophage_3	10_0024	10	GCF_000326545.1	B2
GCF_000951955.1_prophage_3	10_0024	10	GCF_000951955.1	B1
GCF_000461935.2_prophage_5	10_0024	10	GCF_000461935.2	E
GCF_000618845.1_prophage_4	10_0024	10	GCF_000618845.1	E
GCF_001521075.1_prophage_5	10_0024	10	GCF_001521075.1	D
GCF_000461935.2_prophage_2	10_0024	10	GCF_000461935.2	E
GCF_001432175.2_prophage_3	10_0024	10	GCF_001432175.2	E
GCF_000276745.1_prophage_6	10_0024	10	GCF_000276745.1	B1
GCF_000225185.2_prophage_11	10_0024	10	GCF_000225185.2	B1
GCF_000478705.1_prophage_6	10_0024	10	GCF_000478705.1	B1
GCF_000617085.1_prophage_9	10_0024	10	GCF_000617085.1	B1
GCF_001297985.1_prophage_4	10_0024	10	GCF_001297985.1	E
GCF_000517165.1_prophage_1	10_0024	10	GCF_000517165.1	A
GCF_000982435.1_prophage_3	10_0024	10	GCF_000982435.1	A
GCF_000258865.1_prophage_3	10_0024	10	GCF_000258865.1	A
GCF_001277715.1_prophage_3	10_0024	10	GCF_001277715.1	B2
GCF_001283225.2_prophage_5	10_0024	10	GCF_001283225.2	B2
GCF_001283905.1_prophage_7	10_0024	10	GCF_001283905.1	B2
GCF_001284645.1_prophage_6	10_0024	10	GCF_001284645.1	B2
GCF_001285705.1_prophage_5	10_0024	10	GCF_001285705.1	B2
GCF_000496995.1_prophage_4	10_0024	10	GCF_000496995.1	B1
GCF_000806275.1_prophage_2	10_0024	10	GCF_000806275.1	B1
GCF_001056895.1_prophage_1	10_0024	10	GCF_001056895.1	D
GCF_001265715.1_prophage_1	10_0024	10	GCF_001265715.1	B1
GCF_000691025.1_prophage_5	10_0024	10	GCF_000691025.1	B1
GCF_000446135.2_prophage_2	10_0024	10	GCF_000446135.2	E
GCF_000249875.1_prophage_10	10_0024	10	GCF_000249875.1	B1
GCF_001076455.1_prophage_1	10_0024	10	GCF_001076455.1	D
GCF_001484265.1_prophage_4	10_0024	10	GCF_001484265.1	A
GCF_000267165.1_prophage_6	10_0024	10	GCF_000267165.1	E
GCF_000616725.2_prophage_1	10_0024	10	GCF_000616725.2	B1
GCF_000617565.1_prophage_2	10_0024	10	GCF_000617565.1	B1
GCF_000619085.2_prophage_1	10_0024	10	GCF_000619085.2	B1
GCF_000619745.2_prophage_1	10_0024	10	GCF_000619745.2	B1
GCF_000249935.1_prophage_7	10_0024	10	GCF_000249935.1	B1
GCF_000615505.1_prophage_1	10_0024	10	GCF_000615505.1	B1
GCF_000352985.1_prophage_3	10_0024	10	GCF_000352985.1	B1
GCF_000358795.2_prophage_4	10_0025	10	GCF_000358795.2	B1
GCF_000614965.1_prophage_1	10_0025	10	GCF_000614965.1	E
GCF_000618825.1_prophage_4	10_0025	10	GCF_000618825.1	E
GCF_001286045.1_prophage_5	10_0025	10	GCF_001286045.1	B1
GCF_000615085.1_prophage_4	10_0025	10	GCF_000615085.1	E
GCF_000619445.1_prophage_5	10_0025	10	GCF_000619445.1	E
GCF_000618585.1_prophage_6	10_0025	10	GCF_000618585.1	E
GCF_000704805.1_prophage_3	10_0025	10	GCF_000704805.1	B1
GCF_000446925.2_prophage_8	10_0025	10	GCF_000446925.2	B1
GCF_000267065.1_prophage_12	10_0025	10	GCF_000267065.1	E
GCF_001268405.1_prophage_2	10_0025	10	GCF_001268405.1	A
GCF_000627945.1_prophage_3	10_0025	10	GCF_000627945.1	A
GCF_000601255.2_prophage_2	10_0025	10	GCF_000601255.2	A
GCF_000781045.1_prophage_5	10_0025	10	GCF_000781045.1	B2
GCF_000752495.1_prophage_4	10_0025	10	GCF_000752495.1	B1
GCF_001265155.1_prophage_10	10_0025	10	GCF_001265155.1	B2
GCF_001309885.1_prophage_5	10_0025	10	GCF_001309885.1	E
GCF_000456745.1_prophage_6	10_0025	10	GCF_000456745.1	B2
GCF_000446965.2_prophage_3	10_0025	10	GCF_000446965.2	B1
GCF_000777655.1_prophage_3	10_0025	10	GCF_000777655.1	B2
GCF_000497015.1_prophage_1	10_0025	10	GCF_000497015.1	A
GCF_000167835.1_prophage_3	10_0025	10	GCF_000167835.1	B2
GCF_000249575.1_prophage_10	10_0025	10	GCF_000249575.1	E
GCF_000249175.1_prophage_4	10_0025	10	GCF_000249175.1	B2
GCF_000326645.1_prophage_3	10_0025	10	GCF_000326645.1	B1
GCF_000358375.1_prophage_5	10_0025	10	GCF_000358375.1	C
GCF_000261145.1_prophage_3	10_0025	10	GCF_000261145.1	A
GCF_001446615.1_prophage_1	10_0025	10	GCF_001446615.1	A
GCF_000597845.1_prophage_5	10_0025	10	GCF_000597845.1	A
GCF_000599625.1_prophage_3	10_0025	10	GCF_000599625.1	A
GCF_000599645.1_prophage_4	10_0025	10	GCF_000599645.1	A
GCF_000780815.1_prophage_2	10_0025	10	GCF_000780815.1	B2
GCF_000614435.2_prophage_1	10_0025	10	GCF_000614435.2	A
GCF_000935555.1_prophage_3	10_0025	10	GCF_000935555.1	A
GCF_000259385.1_prophage_6	10_0025	10	GCF_000259385.1	B1
GCF_000782115.1_prophage_4	10_0025	10	GCF_000782115.1	A
GCF_000333195.1_prophage_6	10_0025	10	GCF_000333195.1	A
GCF_000599745.2_prophage_2	10_0025	10	GCF_000599745.2	B2
GCF_000357865.2_prophage_3	10_0025	10	GCF_000357865.2	B1
GCF_000358205.2_prophage_1	10_0025	10	GCF_000358205.2	C
GCF_000418735.2_prophage_1	10_0025	10	GCF_000418735.2	D
GCF_000446785.2_prophage_7	10_0025	10	GCF_000446785.2	A
GCF_000752295.1_prophage_5	10_0025	10	GCF_000752295.1	B1
GCF_000357665.2_prophage_1	10_0025	10	GCF_000357665.2	B1
GCF_000506485.2_prophage_4	10_0025	10	GCF_000506485.2	F
GCF_000506585.2_prophage_6	10_0025	10	GCF_000506585.2	F
GCF_001520115.1_prophage_5	10_0025	10	GCF_001520115.1	F
GCF_001007915.1_prophage_1	10_0025	10	GCF_001007915.1	B1
GCF_001484375.1_prophage_1	10_0025	10	GCF_001484375.1	A
GCF_000778785.1_prophage_2	10_0025	10	GCF_000778785.1	D
GCF_000358515.2_prophage_3	10_0025	10	GCF_000358515.2	B1
GCF_000179175.1_prophage_1	10_0025	10	GCF_000179175.1	B1
GCF_000264115.1_prophage_4	10_0025	10	GCF_000264115.1	A
GCF_001268185.1_prophage_3	10_0025	10	GCF_001268185.1	G
GCF_001413875.1_prophage_4	10_0025	10	GCF_001413875.1	A
GCF_000355455.2_prophage_5	10_0025	10	GCF_000355455.2	A
GCF_000779155.1_prophage_1	10_0025	10	GCF_000779155.1	A
GCF_000797955.1_prophage_2	10_0025	10	GCF_000797955.1	B1
GCF_000356965.1_prophage_3	10_0025	10	GCF_000356965.1	B1
GCF_000782815.1_prophage_1	10_0025	10	GCF_000782815.1	D
GCF_000446545.2_prophage_6	10_0025	10	GCF_000446545.2	B1
GCF_000778585.1_prophage_3	10_0025	10	GCF_000778585.1	D
GCF_000779095.1_prophage_6	10_0025	10	GCF_000779095.1	D
GCF_000779365.1_prophage_7	10_0025	10	GCF_000779365.1	D
GCF_000355475.2_prophage_3	10_0025	10	GCF_000355475.2	A
GCF_000326845.1_prophage_4	10_0025	10	GCF_000326845.1	D
GCF_000316885.2_prophage_5	10_0025	10	GCF_000316885.2	E
GCF_000704825.1_prophage_3	10_0025	10	GCF_000704825.1	B1
GCF_000704805.1_prophage_4	10_0025	10	GCF_000704805.1	B1
GCF_000700685.1_prophage_3	10_0025	10	GCF_000700685.1	A
GCF_000485635.1_prophage_2	10_0025	10	GCF_000485635.1	E
GCF_000358245.2_prophage_5	10_0025	10	GCF_000358245.2	C
GCF_000818985.1_prophage_5	10_0025	10	GCF_000818985.1	A
GCF_001268525.1_prophage_3	10_0025	10	GCF_001268525.1	A
GCF_000194495.1_prophage_16	10_0025	10	GCF_000194495.1	B1
GCF_001519975.1_prophage_4	10_0025	10	GCF_001519975.1	D
GCF_001562855.1_prophage_2	10_0025	10	GCF_001562855.1	D
GCF_000798255.1_prophage_2	10_0025	10	GCF_000798255.1	A
GCF_000752595.1_prophage_8	10_0025	10	GCF_000752595.1	B1
GCF_000461795.1_prophage_3	10_0025	10	GCF_000461795.1	F
GCF_000326765.1_prophage_2	10_0025	10	GCF_000326765.1	C
GCF_001269205.1_prophage_5	10_0025	10	GCF_001269205.1	B1
GCF_000234255.2_prophage_3	10_0025	10	GCF_000234255.2	B1
GCF_000935435.1_prophage_1	10_0025	10	GCF_000935435.1	A
GCF_000752135.1_prophage_10	10_0025	10	GCF_000752135.1	B1
GCF_001484255.1_prophage_3	10_0025	10	GCF_001484255.1	C
GCF_001521155.1_prophage_1	10_0025	10	GCF_001521155.1	B2
GCF_001268505.1_prophage_2	10_0025	10	GCF_001268505.1	A
GCF_001268685.1_prophage_2	10_0025	10	GCF_001268685.1	A
GCF_000191015.1_prophage_4	10_0025	10	GCF_000191015.1	A
GCF_000326545.1_prophage_2	10_0025	10	GCF_000326545.1	B2
GCF_000781895.1_prophage_2	10_0025	10	GCF_000781895.1	D
GCF_001413455.1_prophage_4	10_0025	10	GCF_001413455.1	A
GCF_000485695.1_prophage_8	10_0025	10	GCF_000485695.1	D
GCF_001052705.1_prophage_1	10_0025	10	GCF_001052705.1	D
GCF_000781805.1_prophage_3	10_0025	10	GCF_000781805.1	G
GCF_000703605.1_prophage_4	10_0025	10	GCF_000703605.1	A
GCF_000713655.1_prophage_4	10_0025	10	GCF_000713655.1	A
GCF_000447065.2_prophage_3	10_0025	10	GCF_000447065.2	B2
GCF_000779915.1_prophage_1	10_0025	10	GCF_000779915.1	D
GCF_000350625.1_prophage_2	10_0026	10	GCF_000350625.1	D
GCF_000171915.1_prophage_10	10_0026	10	GCF_000171915.1	E
GCF_000223015.1_prophage_8	10_0026	10	GCF_000223015.1	B1
GCF_000353545.1_prophage_8	10_0026	10	GCF_000353545.1	B1
GCF_000703565.1_prophage_5	10_0026	10	GCF_000703565.1	B1
GCF_000986635.1_prophage_15	10_0026	10	GCF_000986635.1	E
GCF_001010165.1_prophage_5	10_0026	10	GCF_001010165.1	A
GCF_001561295.1_prophage_4	10_0026	10	GCF_001561295.1	B2
GCF_000407665.1_prophage_6	10_0026	10	GCF_000407665.1	D
GCF_000703245.1_prophage_11	10_0026	10	GCF_000703245.1	B1
GCF_001039215.2_prophage_2	10_0026	10	GCF_001039215.2	B1
GCF_001413415.1_prophage_8	10_0026	10	GCF_001413415.1	A
GCF_000194575.1_prophage_9	10_0026	10	GCF_000194575.1	cladeI
GCF_001039075.2_prophage_5	10_0026	10	GCF_001039075.2	B1
GCF_000700485.1_prophage_9	10_0026	10	GCF_000700485.1	A
GCF_000163215.1_prophage_1	10_0026	10	GCF_000163215.1	D
GCF_000194175.1_prophage_11	10_0026	10	GCF_000194175.1	cladeI
GCF_000494955.1_prophage_3	10_0026	10	GCF_000494955.1	B2
GCF_000618425.1_prophage_3	10_0026	10	GCF_000618425.1	E
GCF_000753075.1_prophage_7	10_0026	10	GCF_000753075.1	D
GCF_000194355.1_prophage_10	10_0026	10	GCF_000194355.1	B1
GCF_001440045.1_prophage_6	10_0026	10	GCF_001440045.1	E
GCF_000267185.1_prophage_7	10_0026	10	GCF_000267185.1	E
GCF_000176695.2_prophage_1	10_0026	10	GCF_000176695.2	G
GCF_000461175.1_prophage_7	10_0026	10	GCF_000461175.1	F
GCF_001039135.2_prophage_2	10_0026	10	GCF_001039135.2	B1
GCF_000249515.1_prophage_5	10_0026	10	GCF_000249515.1	E
GCF_000267185.1_prophage_9	10_0026	10	GCF_000267185.1	E
GCF_000779545.1_prophage_2	10_0026	10	GCF_000779545.1	B2
GCF_001039205.2_prophage_3	10_0026	10	GCF_001039205.2	B1
GCF_000351125.1_prophage_3	10_0026	10	GCF_000351125.1	D
GCF_000618605.1_prophage_5	10_0026	10	GCF_000618605.1	E
GCF_000250135.1_prophage_11	10_0026	10	GCF_000250135.1	B1
GCF_000407665.1_prophage_3	10_0026	10	GCF_000407665.1	D
GCF_000457475.1_prophage_2	10_0026	10	GCF_000457475.1	D
GCF_000459475.1_prophage_2	10_0026	10	GCF_000459475.1	D
GCF_000703205.1_prophage_5	10_0026	10	GCF_000703205.1	B1
GCF_000703205.1_prophage_9	10_0026	10	GCF_000703205.1	B1
GCF_000692535.1_prophage_1	10_0026	10	GCF_000692535.1	B2
GCF_001286685.1_prophage_6	10_0026	10	GCF_001286685.1	B1
GCF_000937135.2_prophage_1	10_0026	10	GCF_000937135.2	B2
GCF_000192685.1_prophage_15	10_0026	10	GCF_000192685.1	E
GCF_001262905.1_prophage_7	10_0026	10	GCF_001262905.1	G
GCF_000351785.1_prophage_1	10_0026	10	GCF_000351785.1	D
GCF_000704065.1_prophage_5	10_0026	10	GCF_000704065.1	B1
GCF_000350985.1_prophage_6	10_0026	10	GCF_000350985.1	B2
GCF_000704885.1_prophage_4	10_0026	10	GCF_000704885.1	A
GCF_000249535.1_prophage_12	10_0026	10	GCF_000249535.1	E
GCF_000352025.1_prophage_3	10_0026	10	GCF_000352025.1	B2
GCF_000351745.1_prophage_6	10_0026	10	GCF_000351745.1	D
GCF_000171935.1_prophage_1	10_0026	10	GCF_000171935.1	E
GCF_001463195.1_prophage_9	10_0026	10	GCF_001463195.1	B2
GCF_000457895.1_prophage_5	10_0026	10	GCF_000457895.1	D
GCF_000194395.1_prophage_14	10_0026	10	GCF_000194395.1	B1
GCF_000700265.1_prophage_4	10_0026	10	GCF_000700265.1	A
GCF_000768125.1_prophage_5	10_0026	10	GCF_000768125.1	A
GCF_000387865.2_prophage_3	10_0026	10	GCF_000387865.2	D
GCF_000627315.1_prophage_6	10_0026	10	GCF_000627315.1	A
GCF_000458495.1_prophage_4	10_0026	10	GCF_000458495.1	A
GCF_001286025.1_prophage_4	10_0026	10	GCF_001286025.1	A
GCF_000350925.1_prophage_3	10_0026	10	GCF_000350925.1	D
GCF_000703225.1_prophage_5	10_0026	10	GCF_000703225.1	A
GCF_000945955.1_prophage_7	10_0026	10	GCF_000945955.1	B1
GCF_000351745.1_prophage_8	10_0026	10	GCF_000351745.1	D
GCF_000458845.1_prophage_5	10_0026	10	GCF_000458845.1	D
GCF_000459455.1_prophage_6	10_0026	10	GCF_000459455.1	B2
GCF_000172015.1_prophage_4	10_0026	10	GCF_000172015.1	E
GCF_000627175.1_prophage_1	10_0026	10	GCF_000627175.1	B1
GCF_000937135.2_prophage_3	10_0026	10	GCF_000937135.2	B2
GCF_000798495.1_prophage_3	10_0026	10	GCF_000798495.1	B1
GCF_000459515.1_prophage_5	10_0026	10	GCF_000459515.1	B2
GCF_001413415.1_prophage_3	10_0026	10	GCF_001413415.1	A
GCF_000357545.2_prophage_3	10_0026	10	GCF_000357545.2	A
GCF_001413685.1_prophage_7	10_0026	10	GCF_001413685.1	A
GCF_000164415.1_prophage_5	10_0026	10	GCF_000164415.1	B2
GCF_000798595.1_prophage_3	10_0026	10	GCF_000798595.1	B1
GCF_001561175.1_prophage_8	10_0026	10	GCF_001561175.1	B2
GCF_001561435.1_prophage_6	10_0026	10	GCF_001561435.1	B2
GCF_000357425.2_prophage_3	10_0026	10	GCF_000357425.2	A
GCF_001561455.1_prophage_6	10_0026	10	GCF_001561455.1	B2
GCF_000397265.1_prophage_2	10_0026	10	GCF_000397265.1	B2
GCF_000249275.1_prophage_6	10_0026	10	GCF_000249275.1	E
GCF_000781255.1_prophage_1	10_0026	10	GCF_000781255.1	A
GCF_000460615.1_prophage_6	10_0026	10	GCF_000460615.1	B2
GCF_000700125.1_prophage_2	10_0026	10	GCF_000700125.1	A
GCF_000522085.1_prophage_1	10_0026	10	GCF_000522085.1	F
GCF_000753135.1_prophage_11	10_0026	10	GCF_000753135.1	B1
GCF_000457895.1_prophage_4	10_0026	10	GCF_000457895.1	D
GCF_000458275.1_prophage_3	10_0026	10	GCF_000458275.1	B2
GCF_001012575.1_prophage_6	10_0026	10	GCF_001012575.1	B1
GCF_000798035.1_prophage_2	10_0026	10	GCF_000798035.1	E
GCF_000408705.1_prophage_2	10_0026	10	GCF_000408705.1	D
GCF_000250095.1_prophage_4	10_0026	10	GCF_000250095.1	B1
GCF_000407965.1_prophage_7	10_0026	10	GCF_000407965.1	F
GCF_000241995.1_prophage_6	10_0026	10	GCF_000241995.1	E
GCF_000462465.2_prophage_10	10_0026	10	GCF_000462465.2	E
GCF_000193975.1_prophage_2	10_0026	10	GCF_000193975.1	B2
GCF_001413425.1_prophage_3	10_0026	10	GCF_001413425.1	A
GCF_000692775.1_prophage_5	10_0026	10	GCF_000692775.1	D
GCF_000267105.1_prophage_3	10_0026	10	GCF_000267105.1	E
GCF_001520075.1_prophage_10	10_0027	10	GCF_001520075.1	B2
GCF_001520655.1_prophage_5	10_0027	10	GCF_001520655.1	B2
GCF_001520755.1_prophage_6	10_0027	10	GCF_001520755.1	B2
GCF_000488715.1_prophage_2	10_0027	10	GCF_000488715.1	B2
GCF_000700645.1_prophage_4	10_0027	10	GCF_000700645.1	A
GCF_000171955.1_prophage_1	10_0027	10	GCF_000171955.1	E
GCF_000456625.1_prophage_6	10_0027	10	GCF_000456625.1	B2
GCF_000700625.1_prophage_5	10_0027	10	GCF_000700625.1	A
GCF_000951835.2_prophage_13	10_0027	10	GCF_000951835.2	B1
GCF_000459595.1_prophage_9	10_0027	10	GCF_000459595.1	B2
GCF_001520595.1_prophage_4	10_0027	10	GCF_001520595.1	B2
GCF_000752455.1_prophage_1	10_0027	10	GCF_000752455.1	B1
GCF_000703205.1_prophage_16	10_0027	10	GCF_000703205.1	B1
GCF_000259385.1_prophage_2	10_0027	10	GCF_000259385.1	B1
GCF_000459495.1_prophage_1	10_0027	10	GCF_000459495.1	B2
GCF_000704665.1_prophage_2	10_0027	10	GCF_000704665.1	A
GCF_001521455.1_prophage_5	10_0027	10	GCF_001521455.1	B2
GCF_000193955.1_prophage_14	10_0027	10	GCF_000193955.1	E
GCF_001285005.1_prophage_10	10_0027	10	GCF_001285005.1	B1
GCF_000267065.1_prophage_2	10_0027	10	GCF_000267065.1	E
GCF_001264175.1_prophage_12	10_0027	10	GCF_001264175.1	A
GCF_000249875.1_prophage_8	10_0027	10	GCF_000249875.1	B1
GCF_000776995.1_prophage_4	10_0027	10	GCF_000776995.1	B2
GCF_000752835.1_prophage_1	10_0027	10	GCF_000752835.1	B1
GCF_000704605.1_prophage_2	10_0027	10	GCF_000704605.1	A
GCF_000703325.1_prophage_1	10_0027	10	GCF_000703325.1	B1
GCF_001266075.1_prophage_9	10_0027	10	GCF_001266075.1	B1
GCF_000460555.1_prophage_6	10_0027	10	GCF_000460555.1	A
