seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
GCA_001583545.1#1#LNAV01000031	157	0	0	0	11	0.3397	0.9290	0.2229	0.0000	0.7771	0.0000	0.0573	0.2803	0.0127	0.0510	0.0000	0.0000	0.0127	0.0000	0.0127	0.3503	0.0510	0.0255	0.7536	0.6513	0.0000	0.0000	0.0000	0.0000	0.0000	18.1346	-34.6820	-169.6768
GCA_001583545.1#1#LNAV01000139	49	2	0	0	11	0.3333	0.9231	0.3061	0.0000	0.6939	0.0000	0.0612	0.2653	0.0408	0.0204	0.0000	0.0204	0.0204	0.0000	0.0408	0.3673	0.0408	0.0612	0.7588	0.5863	0.0000	0.0001	0.0141	0.0104	0.0000	2.0017	-17.1937	-46.2847
GCA_001583545.1#1#LNAV01000075	6	0	0	0	11	0.0000	0.9231	0.3333	0.0000	0.6667	0.0000	0.0000	0.1667	0.0000	0.3333	0.1667	0.1667	0.0000	0.0000	0.0000	0.1667	0.6667	0.0000	0.2108	0.9767	0.0000	0.4004	0.0273	0.9596	0.0000	-7.6586	5.7981	-10.3006
GCA_001583545.1#1#LNAV01000101	11	0	0	0	11	0.6000	0.7483	0.2727	0.0000	0.7273	0.0000	0.0000	0.0909	0.0000	0.0000	0.0000	0.0909	0.0000	0.0000	0.0000	0.0909	0.0909	0.0000	0.3235	0.8584	0.1497	0.4304	0.2322	0.7141	0.0000	-2.7368	1.4819	-4.3416
GCA_001583545.1#1#LNAV01000002	76	3	0	0	11	0.3067	0.8771	0.2500	0.0000	0.7500	0.0000	0.0395	0.1974	0.0526	0.1053	0.0000	0.0263	0.0395	0.0000	0.0000	0.2895	0.1316	0.0395	0.6630	0.7429	0.0000	0.0000	0.0000	0.0281	0.0000	-1.1677	-19.3018	-76.3167
GCA_001583545.1#1#LNAV01000066	62	0	0	1	11	0.3115	0.9278	0.4194	0.0000	0.5806	0.0000	0.0806	0.2742	0.0000	0.0806	0.0323	0.0161	0.0000	0.0000	0.0323	0.3548	0.1290	0.0323	0.8068	0.5480	0.0000	0.0000	0.0000	0.0116	0.0000	4.1378	-12.8715	-72.4117
GCA_001583545.1#1#LNAV01000012	20	0	0	0	11	0.2632	0.9165	0.2000	0.0000	0.8000	0.0000	0.0500	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4500	0.0000	0.0000	0.6650	0.7469	0.0000	0.0056	0.0215	0.2045	0.0000	2.7173	-2.7173	-25.6047
GCA_001583545.1#1#LNAV01000094	25	0	0	0	11	0.2500	0.8790	0.2800	0.0000	0.7200	0.0000	0.0000	0.0400	0.0000	0.0400	0.0000	0.0000	0.0000	0.0800	0.0800	0.0400	0.0400	0.1600	0.0151	0.2813	0.9582	0.9341	0.8372	0.7337	0.0000	-9.7221	-4.6783	0.1813
GCA_001583545.1#1#LNAV01000138	72	0	0	0	11	0.3662	0.9306	0.3056	0.0000	0.6944	0.0000	0.0278	0.2639	0.0000	0.0833	0.0000	0.0000	0.0000	0.0000	0.0000	0.2917	0.0833	0.0000	0.6555	0.7552	0.0000	0.0000	0.0000	0.2631	0.0000	2.0597	-2.0597	-79.6623
GCA_001583545.1#1#LNAV01000109	52	0	0	0	11	0.4510	0.8970	0.1923	0.0000	0.8077	0.0000	0.0385	0.1731	0.0192	0.0769	0.0385	0.0192	0.0385	0.0000	0.0192	0.2308	0.1346	0.0577	0.6106	0.6518	0.0000	0.0017	0.0018	0.4749	0.0000	-6.4322	-7.6633	-43.4213
GCA_001583545.1#1#LNAV01000027	275	1	0	0	11	0.2993	0.9053	0.2327	0.0000	0.7673	0.0000	0.0582	0.3491	0.0145	0.0582	0.0109	0.0036	0.0036	0.0036	0.0109	0.4218	0.0727	0.0182	0.7554	0.6361	0.0000	0.0000	0.0000	0.0000	0.0000	27.5982	-54.2629	-367.8867
GCA_001583545.1#1#LNAV01000096	4	0	0	0	11	0.3333	0.9372	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000039	2	0	0	0	11	0.0000	0.9695	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000035	1	0	0	0	11	0.0000	0.8162	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
