genome	features	bytes	sha256
ntm_anc|ntm_0_0469_ANCESTRAL	24	6765	2ae1786897b9ab067fb8b7db1a42a78fda1f4697366db335ad939401778a8ce1
ntm_anc|ntm_0_0470_ANCESTRAL	33	9255	fbfd840a0aef098ef405bfa3356ceb6ec23a7d0ea503a25d368a1da41bdb3041
ntm_anc|ntm_0_0471_ANCESTRAL	99	27721	ba9a1182a0929ccc49e5f8addeffaa6cb4e0b4229d6529ad2d26c576ee9a4229
ntm_anc|ntm_0_0473_ANCESTRAL	16	4515	d2099563d354a55366d040c188d609b164c0f05f021bec4c6379c59a5457bd88
ntm_anc|ntm_0_0474_ANCESTRAL	34	9539	335beba8bb97847b85f3edd6b4a685bd69c2d19dfa2f56fb6cecdf0790debdc3
ntm_anc|ntm_0_0475_ANCESTRAL	45	12615	28c51cfb76f232cbcd94d83b9780b20e4b8d84d9bc73c2a52e649a42c8f5c918
ntm_anc|ntm_0_0477_ANCESTRAL	42	11753	1189e90e1d6828543e7012bafa11bd41c3159be1b3e11bd558062c685b09aff4
ntm_anc|ntm_0_0478_ANCESTRAL	46	12859	421b54dfa739270b9f17e1087539371788fb6a4dd9c24c8139735882be6a89e1
ntm_anc|ntm_0_0480_ANCESTRAL	35	9815	25ce9a7fffa64e7f99d6326377c7f8d5f00569b5a200582afc9368b58d710926
ntm_anc|ntm_0_0485_ANCESTRAL	36	10081	583d83dafc9b28b75b73ef9c774d66e002c15cb900ef3cdeb9febd55fd5f9d58
ntm_anc|ntm_0_0486_ANCESTRAL	38	10600	3adfcb79e2ab21d69223d525cf212628946761bb4c59df2dfcb5ea95ac72a705
ntm_anc|ntm_0_0487_ANCESTRAL	55	15468	9a4793caa79368388035cb13d96ace959fdd3edca0362babb38a7ecf021df5d0
ntm_anc|ntm_0_0489_ANCESTRAL	167	46741	a5fc3576940427c701900648f2ceb5348defecfd89ad098a13296a1c2a92752d
ntm_anc|ntm_0_0493_ANCESTRAL	79	22100	478008b2c29a4f6fdf6d1e98f1bbf11182ca867d7a4737aa11fe2e0a95edbca7
ntm_anc|ntm_0_0499_ANCESTRAL	38	10648	f67acc0710df7dd0c28b4c6d439bc71a8f5e7af262c8d7036ea1a898b8555aa5
ntm_anc|ntm_0_0771_ANCESTRAL	188	52105	e445936dfb7a091abd80aaada00e452dfcaffda4a5ec636e03a6da10e0100277
ntm_anc|ntm_0_0772_ANCESTRAL	39	10960	6411c66070655a98f8983a0ff42d5641081400bd320ef46191e90049fa2c84c5
ntm_anc|ntm_0_0773_ANCESTRAL	237	66085	62fbbebe27833dd79a1543ce88b910b38146bc2a54d07ca33ae75027a65e1a4c
ntm_anc|ntm_0_0774_ANCESTRAL	197	54938	3b6507942b3c398dca8203d332995f944fb04775daec21668ad4645b1d34475c
ntm_anc|ntm_0_0775_ANCESTRAL	137	38241	8d79424a55774fa722edd0c4d02eeb3eeaddbfc27a52b1126a031113a68f7795
ntm_anc|ntm_0_0776_ANCESTRAL	222	61983	19b86bee38e450e193e05f947f2a1056f9c248ba9c45a495a95f2e952b37205b
ntm_anc|ntm_0_0777_ANCESTRAL	220	61675	cde0d0f3a14f1eee850474766a5473f1904784c30dd65a5a1cf34bc91996b0c8
ntm_anc|ntm_0_0778_ANCESTRAL	88	24621	c62cf508ee589a955cb13b955398dad3ac382e3f28feff6f61e51ffe825378e2
ntm_anc|ntm_0_0779_ANCESTRAL	107	29281	3728ee2e57ee30342a0c6ce69a31bf41670864ad2fccee6051db110655c487ee
ntm_anc|ntm_0_0783_ANCESTRAL	150	41684	2c4ebf056a74d6983a09592a247275c6800b15761ac17e304c48c9f685eba7e9
ntm_anc|ntm_0_0784_ANCESTRAL	145	40115	43236590633ccc9de07da29a45d793cd608a01b73f85515fa636589d2cdc6be0
ntm_anc|ntm_0_0789_ANCESTRAL	273	76304	d49d88b88162d770e088d7ec4906d01e8e0325b0e54443055d627b13a6362105
ntm_anc|ntm_0_0790_ANCESTRAL	106	29523	6c1d13935ad24d0c65d57b79f4bf8c54c02608ffb0d197c6fc11cd1a8fad37bb
ntm_anc|ntm_0_0791_ANCESTRAL	205	56859	49aa28d65f7ed3a90190072de9193bc4eeab084b06f380dce2587a17847965cc
ntm_anc|ntm_0_0793_ANCESTRAL	49	13653	37e62094d2da2ba7f2367638fca8e6f8d92ec05bcf0b72923bbc9f7ffcbb44ee
ntm_anc|ntm_0_0802_ANCESTRAL	46	12874	7cf53666305c2a69c7fea86d4cd048d44a2d99b3469fbca16c3d6cdde78e2a8f
ntm_anc|ntm_0_0803_ANCESTRAL	232	64706	ed0a7490ee118e76d17eadf821afbbd2138479d1718da8f1ef9f3dc914e6a6e2
ntm_anc|ntm_0_0804_ANCESTRAL	69	19397	01687f8117b1735862b5fa0679fd01111f833fed95284e6b3ed6e217d4142ba6
ntm_anc|ntm_0_0806_ANCESTRAL	192	53176	92502772c496c77eb8d1f21577543ca6516d59bd6b8fd3bc5be07c4e91dc4ea6
ntm_anc|ntm_0_0807_ANCESTRAL	48	13428	3aa20498e80aa349e29f2a82f171bccbe21e1adfcc896b80149142472086ac69
ntm_anc|ntm_0_0808_ANCESTRAL	185	51167	d78fba5699b4f4cd1b9b227afd976f556b821bdbc854c37e9820e13a1df2dc02
ntm_anc|ntm_0_0809_ANCESTRAL	34	9582	dab4b98cbe642d349e607b884ebb29a2902e90c331487d54932b6b4eab8bcb02
ntm_anc|ntm_0_0810_ANCESTRAL	28	7755	a442a1a249a27274003ef8c155686b53df3fca59325d69a87678d8d5db8840b4
ntm_anc|ntm_0_0818_ANCESTRAL	280	78759	25a5acd934695207cfeea82560a8391b60e4b918ef97a24d88ddaab243175ced
ntm_anc|ntm_0_0819_ANCESTRAL	19	5338	6ca2a1c8089191889203ce89e44ecff65f4c509e6675f4ae263003c774860287
ntm_anc|ntm_0_0820_ANCESTRAL	88	24599	891fe1634308dd14c69f05798508c030057e91e77276e851bf700d6a4674f0e5
ntm_anc|ntm_0_0822_ANCESTRAL	152	42469	e837d0bcc910b7271d386410ae842eb452c309400fa7bcd4433be61f3d26ad0a
ntm_anc|ntm_0_0823_ANCESTRAL	28	7857	5f5c8a744ede1b5416744649116f9c735e8c84f06c9a6ee8e12975a1464dcdb8
ntm_anc|ntm_0_0824_ANCESTRAL	32	8999	54447675084d3627dc529cfda9089352a59a78dd25aeac0c6bd46c317089ae57
ntm_anc|ntm_0_0832_ANCESTRAL	19	5388	9a3ca96ad5dbd2dc2ecf3cc58935ebfe9916f1676ec61b439dd2dac9b9caab20
ntm_anc|ntm_0_0833_ANCESTRAL	33	9314	e66e5a6542212a13c7e256c5f2b3e12d747bac8d817d89157c70e3c7447c9ea8
ntm_anc|ntm_0_0844_ANCESTRAL	23	6448	80f37d753608c61a88891df1d204df20a81cdaf3be75186bf22bb3dd683bc16c
ntm_anc|ntm_0_0845_ANCESTRAL	30	8413	03119db0062fde1248a8e037801ee17cf30ab2431822b70a7d49b7b0e32c83f3
ntm_anc|ntm_0_0846_ANCESTRAL	116	32323	00cecf406f7bf90b343357b2556e7304d174a0a1d4203c11dd598051b4728631
ntm_anc|ntm_0_0847_ANCESTRAL	29	8118	dfe895d09198d8eca71e2b3dd62d26c891684cbf9e6520b1bd0dd4ba480c5dba
ntm_anc|ntm_0_0848_ANCESTRAL	66	18491	4dfba15cba1fa7f331657d390985b1aaa87f91493d8b3dba1270169369344ae8
ntm_anc|ntm_0_0851_ANCESTRAL	245	68263	d1576760717c287f56ca905f72bf08f196d878fbb98d71b719d0f163989ae273
ntm_anc|ntm_0_0852_ANCESTRAL	304	85039	ebdd0c620a020704b79176f398f52b59d8dfed8eb8a7924ebc3453cc1ee4c34d
ntm_anc|ntm_0_0853_ANCESTRAL	189	52297	b1a7c9dc5d2c4c71eab91cb50ccb43169ea1829b6794f74787eeac69176f26fe
ntm_anc|ntm_0_0855_ANCESTRAL	31	8524	ced4519706113a8514da48caf2d917c7bf5e1d6bc9c0db431e13f6f7556f589e
ntm_anc|ntm_0_0861_ANCESTRAL	28	7856	df47459805f74e12cf08deddea628770447b98ac68fe6ebf4b81f717e535c814
ntm_anc|ntm_0_0862_ANCESTRAL	52	14560	f8ef6d12056cc1c325f29723d157ef99618bbf6d4c4a8226508825133906cdeb
ntm_anc|ntm_0_0863_ANCESTRAL	46	12930	c34aed84c20e3791325a3571b426282b353ca65827a19706c396e62ceee3614d
ntm_anc|ntm_0_0864_ANCESTRAL	21	5913	5c88fc43c4975ce52920777e2e5cfc2bd6180e3c91f0f295aee6c7ec0c45b1fd
ntm_anc|ntm_0_0870_ANCESTRAL	54	15081	c45876c38c3e6d83cac7d07bf975f4f8985502acc87226bc4376ed51bdf675a5
ntm_anc|ntm_0_0871_ANCESTRAL	300	83356	eac7b055f9650c0d8d20da010536ffbffc4c18fd5f80c4d97f852833d0a0c30d
ntm_anc|ntm_0_0872_ANCESTRAL	173	48210	e1ac072ec0090d206c2e6c3a6426d5f6fc559de0aaa3ce8fb9a61248c69b75e6
ntm_anc|ntm_0_0876_ANCESTRAL	22	6172	b3a8c3f805127e7d4ed1af3fb412d20bbb39400a4ce8535ade7602433c280313
ntm_anc|ntm_0_0877_ANCESTRAL	70	19552	83fc3a0e4461593478f7692a505aac1f9cd80e59f820d67d0563bd4249c05efc
ntm_anc|ntm_0_0878_ANCESTRAL	26	7329	f6beab457858a81fb035fc8b07386db6600cd294708b0ab7a25dac13cd32d5fe
ntm_anc|ntm_0_0883_ANCESTRAL	21	5888	9e7fa6167b204c15daceda514ff3a5a88d668d20b3162d8f33428c04ec545804
ntm_anc|ntm_0_0884_ANCESTRAL	47	13171	236d31352101a3e57aaaa1940c06e5b8a162954793e81b24e17c6227b7b19ba7
ntm_anc|ntm_0_0891_ANCESTRAL	93	26034	856f78b687c137c33372aef6cbd22b278884d6ab7f3c23b1fc6278176a89d7d7
ntm_anc|ntm_0_0892_ANCESTRAL	61	17014	e5bef6d872136990bb24174ce662e3635922ae7197a81554cd5f5a276ccc6b97
ntm_anc|ntm_0_0893_ANCESTRAL	46	12930	1c4bd483673ea7b5a2d730f6d4703f0b969e276d60fc2ee35ecebf387b10f540
ntm_anc|ntm_0_0897_ANCESTRAL	109	30735	f743e89561ccc2da834e561a020a5397e031b753b1a0fc92ee525a63577ab9dc
ntm_anc|ntm_0_0898_ANCESTRAL	125	34979	bf33fe5aee435a19f9f5a2474eb63ac939708ad94a8724fbb155e6e909fefeed
ntm_anc|ntm_0_0901_ANCESTRAL	61	17053	76f433820b882a99b0acb0ff9dc1be3c297b4bbc55de0663f6bec6c6e1d1bc31
ntm_anc|ntm_0_0907_ANCESTRAL	107	30157	d1ca0f64e1210a3bd4161cf58e98c1ea4ce6709ebf2f121a51d0dc26fa153ce4
ntm_anc|ntm_0_0908_ANCESTRAL	106	29822	1c19f08688e647ae2a6c0d4c4a6bd7db33b6bc0f59e2f85f0ec2042021fbd1bc
ntm_anc|ntm_0_0910_ANCESTRAL	93	26131	7498eda04dfa713e1ac48eae8ab0de1bf7ecde6015bca1ea4b0ac94a095422a7
ntm_anc|ntm_0_0911_ANCESTRAL	100	27960	c8a04a362a6fbe2a3188fdc600c52c4418893bb0886f042fc591ee42e68de8c1
ntm_ml|ntm_0_0000_ML	299	75813	2287d4a2d3f9cf3353e9f86311320f88d98f39f210be5bf629913bf1887c85ff
ntm_ml|ntm_0_0001_ML	300	76118	3f4c449aa814196394d9e50983fe4f0068f3080b385e34fe02ad6b81ae924df1
ntm_ml|ntm_0_0002_ML	304	77332	8fea1def15a85acf2009e81a1c58112672228d546a994386594a32b0fe082288
ntm_ml|ntm_0_0003_ML	296	75427	7135038abfef4ae099dd888e5a785837973dddf7eaba1283f81aabb8c513c8e8
ntm_ml|ntm_0_0004_ML	315	79953	93f627705129a87d4962ee81cfc63c097ce562cb599656b421994f9eb439075a
ntm_ml|ntm_0_0005_ML	300	76777	f81b2e449d2795f737231c00a833f9dca01d0a23d83a273def5f6e06b25832e5
ntm_ml|ntm_0_0006_ML	291	74451	2322321e3fd7fdcbe8e7f52b6f282b54b6f62cc7f4a2a33bbc1adfac33cbf991
ntm_ml|ntm_0_0007_ML	288	73709	c623c89a8517eea336dabb04d5b8881641a68c3ea6ea5afd838847ad54202912
ntm_ml|ntm_0_0008_ML	290	74267	bc2efbd262934671ddf96bdd816f001e2d92738a8b44f76ee42439e81d3ad355
ntm_ml|ntm_0_0009_ML	275	70421	63a0ae2994841edc8b1d89911bb99faab27b2115b080ca6aaff5cd440ac1771b
ntm_ml|ntm_0_0010_ML	272	69652	94df4d2452500638ab97a3b2003c65e2f14fc22f9ab13f01672c340a8a30b9f7
ntm_ml|ntm_0_0011_ML	276	70730	dd184983bec055a2604ff17772dc66c32c380e9a57c382d8048ff2d3e10cd212
ntm_ml|ntm_0_0012_ML	291	74575	a7bd055550c572b6768fa021a4faa695e14212f46e2ec73f76def2e82a9aa0c8
ntm_ml|ntm_0_0013_ML	273	69885	9df93204b460057907843dedac50927ac20c5a4f78c8990f347035437c64ec2c
ntm_ml|ntm_0_0014_ML	282	72314	ae9741054fee2591b910e2a3a25c0df4f1a05b59d45bb0dcc70369bbe95a4b75
ntm_ml|ntm_0_0015_ML	315	80309	fea640d8cee4ced7e5169b367bde17e46aa415703622796b77e0b5382e129369
ntm_ml|ntm_0_0016_ML	288	73736	a0a34e040522c370f1288e08cb9e974f6d5ecda6c913227110c5db3d295b0c30
ntm_ml|ntm_0_0017_ML	309	78327	7564a546838b0090a4469e49f087e2639ef82dd5c8b78dba2e7023112910b8ec
ntm_ml|ntm_0_0018_ML	287	73132	66b67d3010f786967c18f8d929ee0768f19389e4b2e99bba070b053867d2ec9b
ntm_ml|ntm_0_0019_ML	336	85904	07b80e8784cfbe7ffedec195025e4c5de3ed017d6ab0357e20f66953a47408fa
ntm_ml|ntm_0_0020_ML	291	73834	485a97ed7b0f8ab39041091e6607a9362724822f6e9ab445d3070fed4d62609a
ntm_ml|ntm_0_0021_ML	317	80798	e3c6ec92f059c1f9f97ec6c1aeceae4b938d8f188fbe2fb8bce3da6976dc8697
ntm_ml|ntm_0_0022_ML	352	89821	fffadde3bc48a25374a93d22ea88d651cc3bba05293852d3ba590d3002533ad4
ntm_ml|ntm_0_0023_ML	307	78530	126d7cd2f3429e9a6fd4a5afc7dd17027a424c8a9a2c7fadd48b8d4f1c4389ef
ntm_ml|ntm_0_0024_ML	311	79238	5d85b83f03c670f18c50ee3a7ada92b2a1ae94cc6995feaaa6136ab23bc69e31
ntm_ml|ntm_0_0025_ML	308	78053	21f0185c098712b0777d6c159e474ea1ffa5d23cad4f4cdc6d2697beb121116e
ntm_ml|ntm_0_0026_ML	342	86819	6e3b9fc90a9fa69efa70624665f6b7d4850662a14fda1dd4cfcf6d36876ace21
ntm_ml|ntm_0_0027_ML	319	81448	710f959f4d2edb9218bc42c6429da07fbce5bcfba1f9dccabcef765dc6df7380
ntm_ml|ntm_0_0028_ML	340	86827	7ef9902aaa3eb6d41729b1f4f8b79758472ec873ca7b1e893a8a1256af2d9d38
ntm_ml|ntm_0_0029_ML	346	88031	23d5fe2aa9da1aa990beea934f22096996a68b2ba454b524df4cbbb4e5aaae73
ntm_ml|ntm_0_0030_ML	285	72832	ff8fdf7eb200add4d89948d40038dd3a919938757e3a05d4b8091b748776cd58
ntm_ml|ntm_0_0031_ML	289	73729	e7a175b7454178d488852e0d92be69590f8014853583a1e49d774833755fb038
ntm_ml|ntm_0_0032_ML	317	80217	479820e31fbcb5d188a98cdd6db68925c32c01b6dc2d2fbe32ae44f7679c348c
ntm_ml|ntm_0_0033_ML	310	79020	d8a7c69fc6f660a1379dde86977aac5221e75f84dd2ad8a96b67aab83dce0bdf
ntm_ml|ntm_0_0034_ML	203	51397	c18a1a607f7d89f6662ba6ad4a77958f4897ff982556bed31816a70cd1fd82d8
ntm_ml|ntm_0_0035_ML	327	82652	573a5f9fd585b6482cddbe873abb1beb26e175bec08f4db9c4f3cd7469a8f757
ntm_ml|ntm_0_0036_ML	287	72561	96c8dd5cd718d5ce623ef4c99d294c91f1d24e7d3d5b8c502714a5610733a3d7
ntm_ml|ntm_0_0037_ML	331	83448	25dc3c76495a53eaa4b7f18918dce7dc1a5508c9ef629aedcc9bc45c340bc817
ntm_ml|ntm_0_0038_ML	274	69745	0e05a92af5a8e0e572666c6a2ed375308f11eec6d79ec6400b6f5b887337fc80
ntm_ml|ntm_0_0039_ML	357	91440	ad0149031f2f094ea4d1b22a511e967c1c86757a585d82136e0115478e750a3b
ntm_ml|ntm_0_0040_ML	288	73641	aa340c26edc642d2a6e35b3a192bafb0580e33280d4921abb9cc36d3419c6dce
ntm_ml|ntm_0_0041_ML	292	74080	59e7b0f86b36d38aba6521a18545c213375f540c63be806b8006710d528b8cb0
ntm_ml|ntm_0_0042_ML	297	75390	abb18d7afd2f0bab7fa032085059d575939af7a0168ba5bc4367b847dcfb49b4
ntm_ml|ntm_0_0043_ML	344	88240	a4747f215a212bd47695715a904d635b42cefb471ddcaa40e3b909fa57f42e07
ntm_ml|ntm_0_0044_ML	325	82355	34948958f33f6f7db61c2ae329e9100cc94320df4f56dbf2ecfe794f938cb752
ntm_ml|ntm_0_0045_ML	302	77396	440782ee75ca80ea074de750525cd2c4501054b1c92204cf711a7ab1a32c2e41
ntm_ml|ntm_0_0046_ML	285	72771	5f24954016cb488acc09ba17bdfedddf3a2eae195703845311250932ac365ce7
ntm_ml|ntm_0_0047_ML	108	27639	b48e8ef0e18e94a0f07db563e2c43bd6b89a213c493304b77e41b9cd72782f05
ntm_ml|ntm_0_0048_ML	301	77047	4a8823e28edf36a9c2f4a13cf5f9ea1f34efcc3d10233963c1708122fd0e1dc0
ntm_ml|ntm_0_0049_ML	308	78697	86d5b88c571abeb07223dd926834daf94d148e9ea94671a93372d4d99f0fac16
ntm_ml|ntm_0_0050_ML	324	83039	e690db0c303af9c1bd29e12a59a516c778efc79549abb208eeaf87ef93cd5b09
ntm_ml|ntm_0_0051_ML	282	71544	ebb85ba1986bded115c2252908806813167e6a3ea45708398da80d5d08129a55
ntm_ml|ntm_0_0052_ML	310	79027	e3966296367e9c5e16d76e208aea9926a6e1354b98557f3bde117b1420163a73
ntm_ml|ntm_0_0053_ML	306	78303	a8784644a24f35a6e651c15beb62e32c526997ad4db1153697c53f2db18fd0d3
ntm_ml|ntm_0_0054_ML	321	81800	7f124afbef6cb3966e54cf9dda49ecc2ff0a1d94f202389004672576be444992
ntm_ml|ntm_0_0055_ML	299	75771	26af0cfaf4d04737a7ad341a026af23adf9da0b066c184d8f21b3e19c0ba78e9
ntm_ml|ntm_0_0056_ML	299	76653	646b85ed6063e369ddc220840e60c299b1cbf5cf287638082dbff702fe6fe2bd
ntm_ml|ntm_0_0057_ML	319	81770	95d35eb4967d3bc72fca0f2b2d6bb07a398a4da66ff6ee34b938934bd24fd3ce
ntm_ml|ntm_0_0058_ML	191	48617	7e1adfd6fb9ce2636ffbc094be443cfa44cad29cf762f78f5a8b70bc452ad4da
ntm_ml|ntm_0_0059_ML	293	74832	fa85702d4b53a677c707e42e5b0c2fbbc56b931d21a7153e438c270f12bbecf9
ntm_ml|ntm_0_0060_ML	314	80048	5bc892fb649ddae8ee9b78b20d7f8e8645cae0e7a1d5b201049f2c96280779f1
ntm_ml|ntm_0_0061_ML	32	8175	7163f3ab08a895f9018e6f0f7cee3c073f0d6b6c202075347fd496dde9390270
ntm_ml|ntm_0_0062_ML	304	77353	fe2ee3498052333fc712f7c082e518cc54c6d2007ccf53f91e3ce2963cce3226
ntm_ml|ntm_0_0063_ML	211	53498	47f972df792ca1ac47a07dc71a652cff78059ae1f4aab59494b6c022a9d3ba63
ntm_ml|ntm_0_0064_ML	320	81845	1a5a9587c4e36645d965f8a228307fc0becd3f7c5eb200218e71f55f870ef523
ntm_ml|ntm_0_0065_ML	297	76151	6e5470650282c9058116ac187b316629df4bd33803eb9ab479b13aadae63c89b
ntm_ml|ntm_0_0066_ML	159	40366	4f5ee064603967c403b792a912351d602ffda639f4ab966e9ccdc710c566a108
ntm_ml|ntm_0_0067_ML	56	14061	da02ca503e1d9788e3fe5fef8be1eaab40c5e64a1b10fac8ee4cc42a84fdd563
ntm_ml|ntm_0_0068_ML	287	73583	4f06afe89eef3e3751ab19aa4cd0a006903f88c546aabd89b285c0e8fe308fb3
ntm_ml|ntm_0_0069_ML	301	77208	71bab06b00e741eac890a63a0d441fd12f92d9b55326227725715eb51e0e7d54
ntm_ml|ntm_0_0070_ML	290	74298	a7ecfc87a43a98efdd94b4f1a63db7df005453e8301aa3ce254ae7be062fd1d7
ntm_ml|ntm_0_0071_ML	306	78549	434f434032954330542eb896a8c3996f976a95eb9102b247c4355f0e15d7267a
ntm_ml|ntm_0_0072_ML	303	77052	ca4890214fffa68c822a9e9531cbee9813c7e1da9965c5212dfba1d05a25734e
ntm_ml|ntm_0_0073_ML	306	77851	5551991d156bfde431aec2a88af9f8b49bc0fd2592edbbc0893bfaaae14746cd
ntm_ml|ntm_0_0074_ML	324	82970	4d1712e355603b4928a3e011a0aaa70b27cba71e1f8d7ee15140ae1fbabf2d71
ntm_ml|ntm_0_0075_ML	293	75140	7a4004a52f0bd2a384b5be411420e8490ad504e7205757c29278890b6a3d99be
ntm_ml|ntm_0_0076_ML	305	78042	ec4ad5e6edd0adc9a25b7353d9858d643bcd875f8da40adb60e2986af6145fa7
ntm_ml|ntm_0_0077_ML	334	84831	85ee413d087eaf21cd594470486754af24d0ca420c37f389f33d0c2929f17213
ntm_ml|ntm_0_0078_ML	314	80292	b5e7658a5c6d1c152d7a7b3e319b4549ebc4567fbd146e8d27e6a177b17df615
ntm_ml|ntm_0_0079_ML	269	68347	2f2024dfcaff7801c540a237bb154700ece28fb03532222fe138d50be8c85502
ntm_ml|ntm_0_0080_ML	134	34181	0d916ff6abaa2971227e000fedf6099465aedf18b2bf5d27bf858a8778e929e7
ntm_ml|ntm_0_0081_ML	9	2334	b6a7220a344d052d0257c252a11501c5e7af6c9c58da878ac136f2b27b429cab
ntm_ml|ntm_0_0082_ML	110	28160	6db448c41a631c0e735d1e09cb1c822dc11f0bf3480641409d7f16e43a28385d
ntm_ml|ntm_0_0083_ML	285	72961	2cfe954c8c2fc371ca781382d755614877323925da4db2291f06d93e228377b6
ntm_ml|ntm_0_0084_ML	302	77230	570612db467e9cc7d14d33e20e5b989c422e847edb0be7a1bc184070b03ccadf
ntm_ml|ntm_0_0085_ML	131	33362	93e460be62d46249b7b865d583532ed84503ebbd73c3120c755b7740d8cbf914
ntm_ml|ntm_0_0086_ML	268	68846	44a318bbc955415d9c5bb17856673b377a22ce6cee92301b8ac6adc1979f0ca3
ntm_ml|ntm_0_0087_ML	270	69332	a3826aadf01f74bced1d4e7f9d2bc0485972815b53de934f94b3e3cdeb75d9b9
ntm_ml|ntm_0_0088_ML	60	15333	82f15e1f0f92fe38344d1f547a304b1605b3b0ffef15459ecd7f44b359bc0ab8
ntm_ml|ntm_0_0089_ML	341	86879	5591e65e2904bb71f6ace56e35f4ba641231cb92479bafa690a3b3efdaf4b44c
ntm_ml|ntm_0_0090_ML	281	72033	6018026a68ae787b3a09816a38ef507c1b6fd7d189f5fab9f967374f49e2cf49
ntm_ml|ntm_0_0091_ML	322	82733	3fa19925feab0fb7f60e53e99dc22075e355926075055d35bcca5725606ea0a9
ntm_ml|ntm_0_0092_ML	30	7687	c10cf8606948bdd50719f4af7aeeb8a0ef2a07ccc08f4d898866682909220d83
ntm_ml|ntm_0_0093_ML	312	79341	d29f8da3cbe3bed2179aa1720c1abddb1fea4180a65204a10b27d5ef4083ce0c
ntm_ml|ntm_0_0094_ML	299	76161	486d00fddfbbe4044082887434be197cc397a13c68fc7b1eaab1c347d564b197
ntm_ml|ntm_0_0095_ML	285	73187	65c2269ce795f9015069c4d7b3106b0290555ea23a58d25e02b2166bd3de24e1
ntm_ml|ntm_0_0096_ML	67	17091	19af7b577f136ef88cd7abe8be23dafd2df9d24efac3d1acbd4325b30403e9ca
ntm_ml|ntm_0_0097_ML	202	51449	d4a0d57e4a9896af2bb4957aaa9eb3604024148e3bb245c5e4513c48e1899abd
ntm_ml|ntm_0_0098_ML	178	45138	38f0c3635d75b41622455e65bf83d032c9e9c287e00ee66fd77885304a636c9a
ntm_ml|ntm_0_0099_ML	27	6946	05b1b862d2a4745108c3d57c4eee03fea54cd29eddb48f9ce4810aa99c8c9c44
ntm_ml|ntm_0_0100_ML	275	70518	f67afcc07dcc4ba2e021b1345d599935dad821df345e6ef8ea55c2cd05704de1
ntm_ml|ntm_0_0101_ML	286	72934	fbbbddf5a300c230e09c4dcb959e03917414b880bac8b51371a78135069ec4e9
ntm_ml|ntm_0_0102_ML	279	71555	7e08bf6abb5b5755acfe930227b91c6dde4f34513e1a9479648d037696c6bbcc
ntm_ml|ntm_0_0103_ML	316	81121	4b914c82db899b0af3645cf133802452136dc894ef656348d1ffc314fffc3337
ntm_ml|ntm_0_0104_ML	32	7957	ff923d75a12c29e764e85424b89849b09e013d9394067ca4f30f819c63a7e1f4
ntm_ml|ntm_0_0105_ML	59	15052	056919b039b18204ce4bfe798ab7e3c0e2b2c1ae47cf12de18108b7df86ce726
ntm_ml|ntm_0_0106_ML	29	7297	396e33262d27c76743bf237f3b6511e477b026d9c9ec26745d895ec11399c357
ntm_ml|ntm_0_0107_ML	220	56220	6faaa7f56dcdebdf404028e3e5757766f107b7db13ce000b0f92da6ef67889b2
ntm_ml|ntm_0_0108_ML	111	28447	6db20eaaec3209dbef33b42460c3ed0573a96b1e110792102039459ee4ca9ab4
ntm_ml|ntm_0_0109_ML	211	53510	4ff00591f23a2347be5e7deab39b1dc8370062465f65a37f76ad4c5b690e2bda
ntm_ml|ntm_0_0110_ML	238	61112	62ab4aabc50b85aa2a7973b0d638d93d4bbcd4010cf230476ada719c599e2883
ntm_ml|ntm_0_0111_ML	249	63743	edc095d4fab7ff40a76f1c29f93d79942c87f53dc52a7e8527f707049f956039
ntm_ml|ntm_0_0112_ML	308	78675	764dea42ebc37adacd6210c22202e295e911488521a3e0e437658ef311e976b6
ntm_ml|ntm_0_0113_ML	306	78594	e78b3d83c49db762951caa4577622dc35aa0301ed7f958bc0c5994be68bcb095
ntm_ml|ntm_0_0114_ML	285	73384	60136759a1a09a1a50de2fab4b9c5ce7099aeb16c39049f57127a399a69b3e15
ntm_ml|ntm_0_0115_ML	297	76124	8c84b1c446e1d1dfa1d49474f26cbf55ea3bcfe6b69a96c1a1ca6504b9ebe670
ntm_ml|ntm_0_0116_ML	16	4107	80911e666cb470cd26ac47ca94971f61d93f099c574476688cc0932f24239dd3
ntm_ml|ntm_0_0117_ML	305	77476	6546972a4217672b6d6a789159e9314604cbfbaf2cbd5fe785d973c8299e3da7
ntm_ml|ntm_0_0118_ML	79	20271	c57c7d4a7c30e82678b56996fbc7891fa47bc8450f6e4f6c34294cf1cf334095
ntm_ml|ntm_0_0119_ML	310	79196	34111676eb5427527988393901479286f3c637d79848d688b550b75f3622e42f
ntm_ml|ntm_0_0120_ML	24	6084	d1892ab7e9f2036246dce0579627220dbe3657d8016af5b8a41c3efdebbac8d1
ntm_ml|ntm_0_0121_ML	281	70985	a3734ee70c2c59701b105f97223d851111e1700246adc02a222555775fd84663
ntm_ml|ntm_0_0122_ML	260	66532	8b9b76c2c10704affc2470edc8f6faca95b8369f070414db9f04fe0e46d3e882
ntm_ml|ntm_0_0123_ML	292	74896	64320fd3cb9719ea0018c2630f9966eda15dcd58b9855d672bbe2f4025304df8
ntm_ml|ntm_0_0124_ML	288	73945	29d4aa318cc05e182c60cb35352fdbe00c9bca384b9d50bee9f73ea731fd071b
ntm_ml|ntm_0_0125_ML	311	79661	813a475deab7d95a5e6dff5e1d86dcc04c012f8eb41b9b44d912d3ad6104b3d6
