genome_id	source	clade_id	length	gc_perc	cds_density	gene_count	truncated_genes	terminase	portal	capsid	tail	integrase	lysis	n_key_proteins	has_head_packaging	has_tail_cat	has_lysis_cat	has_integration_cat	hypothetical	hypothetical_frac	checkv_miuvig	completeness_pct	contamination	viral_genes	host_genes	flag
ntm_ml|ntm_0_0510_ML	ntm_ml	ntm_0_0510_ML	9261	0.69	88.23	16	2	0	0	1	0	0	1	2	1	0	0	0	12	0.75	Low-quality	19.69	0.0	3	0	low_completeness
ntm_ml|ntm_0_0511_ML	ntm_ml	ntm_0_0511_ML	5086	0.64	89.87	10	2	0	0	0	0	0	1	1	0	0	1	0	8	0.8	Low-quality	7.09	0.0	6	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0512_ML	ntm_ml	ntm_0_0512_ML	40951	0.62	84.81	67	1	0	0	0	0	0	1	1	0	0	0	0	63	0.94	Low-quality	31.55	0.0	7	5	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0513_ML	ntm_ml	ntm_0_0513_ML	16929	0.56	86.88	31	2	1	1	0	1	0	1	4	1	1	0	0	24	0.774	Low-quality	45.84	0.0	6	0	low_completeness
ntm_ml|ntm_0_0514_ML	ntm_ml	ntm_0_0514_ML	11778	0.58	84.91	16	0	0	0	0	0	1	1	2	0	0	0	1	11	0.688	Low-quality	7.92	0.0	1	1	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0515_ML	ntm_ml	ntm_0_0515_ML	36422	0.57	94.57	51	1	1	1	1	1	0	1	5	1	1	0	0	31	0.608	Medium-quality	85.82	0.0	23	0	ok
ntm_ml|ntm_0_0516_ML	ntm_ml	ntm_0_0516_ML	7631	0.67	100.34	8	1	0	0	0	1	0	1	2	0	1	0	0	4	0.5	Low-quality	13.28	0.0	3	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0517_ML	ntm_ml	ntm_0_0517_ML	8780	0.71	86.72	15	2	0	0	1	0	0	1	2	1	0	0	0	13	0.867	Low-quality	5.88	0.0	3	0	low_completeness
ntm_ml|ntm_0_0518_ML	ntm_ml	ntm_0_0518_ML	38153	0.55	91.98	55	0	0	1	0	1	1	1	4	1	1	1	1	34	0.618	Medium-quality	84.87	6.72	27	2	contamination;host_genes
ntm_ml|ntm_0_0519_ML	ntm_ml	ntm_0_0519_ML	97446	0.67	84.65	105	2	0	0	0	0	0	1	1	0	0	1	0	99	0.943	Medium-quality	80.19	0.0	7	5	missing_core_structural;host_genes
ntm_ml|ntm_0_0520_ML	ntm_ml	ntm_0_0520_ML	19792	0.66	89.09	19	2	0	0	0	0	0	1	1	0	0	0	0	17	0.895	Low-quality	25.87	0.0	6	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0521_ML	ntm_ml	ntm_0_0521_ML	10113	0.67	85.84	19	1	0	0	1	0	1	1	3	1	0	0	1	15	0.789	Low-quality	6.78	0.0	4	0	low_completeness
ntm_ml|ntm_0_0522_ML	ntm_ml	ntm_0_0522_ML	11350	0.67	92.12	14	1	1	1	1	0	1	1	5	1	0	0	1	8	0.571	Low-quality	19.33	0.0	4	1	low_completeness;host_genes
ntm_ml|ntm_0_0523_ML	ntm_ml	ntm_0_0523_ML	116222	0.35	75.16	146	2	0	0	0	0	1	1	2	0	0	1	1	137	0.938	Medium-quality	84.35	0.0	2	7	missing_core_structural;host_genes
ntm_ml|ntm_0_0524_ML	ntm_ml	ntm_0_0524_ML	25332	0.67	96.23	21	1	0	0	0	1	0	1	2	0	1	0	0	18	0.857	Low-quality	7.12	40.17	2	4	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0525_ML	ntm_ml	ntm_0_0525_ML	8529	0.7	97.64	15	0	0	0	1	0	1	1	3	1	0	0	1	12	0.8	Low-quality	14.48	0.0	2	0	low_completeness
ntm_ml|ntm_0_0526_ML	ntm_ml	ntm_0_0526_ML	31656	0.69	92.84	28	2	0	0	0	1	0	1	2	0	1	0	0	24	0.857	Low-quality	8.04	48.08	3	5	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0527_ML	ntm_ml	ntm_0_0527_ML	22051	0.68	83.58	28	1	0	0	0	0	0	1	1	0	0	0	0	24	0.857	Low-quality	31.52	0.0	3	1	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0528_ML	ntm_ml	ntm_0_0528_ML	9330	0.65	91.79	13	0	0	0	1	1	1	1	4	1	1	0	1	9	0.692	Low-quality	5.18	0.0	2	0	low_completeness
ntm_ml|ntm_0_0529_ML	ntm_ml	ntm_0_0529_ML	12032	0.64	89.79	23	0	0	0	0	0	1	1	2	0	0	0	1	19	0.826	Low-quality	15.61	6.02	3	3	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0530_ML	ntm_ml	ntm_0_0530_ML	16275	0.62	88.18	19	1	1	0	0	0	0	1	2	1	0	0	0	17	0.895	Low-quality	24.42	0.0	3	1	low_completeness;host_genes
ntm_ml|ntm_0_0531_ML	ntm_ml	ntm_0_0531_ML	12094	0.63	85.63	18	2	0	0	0	1	0	1	2	0	1	0	0	16	0.889	Low-quality	14.27	0.0	6	1	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0532_ML	ntm_ml	ntm_0_0532_ML	9166	0.65	90.33	12	2	0	0	0	0	0	1	1	0	0	0	0	9	0.75	Low-quality	10.06	0.0	4	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0533_ML	ntm_ml	ntm_0_0533_ML	20917	0.61	77.98	24	1	0	0	0	0	1	1	2	0	0	1	1	20	0.833	Low-quality	14.32	0.0	4	2	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0534_ML	ntm_ml	ntm_0_0534_ML	33194	0.62	74.24	30	2	0	0	0	0	1	1	2	0	0	0	1	26	0.867	Low-quality	14.28	68.83	4	5	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0535_ML	ntm_ml	ntm_0_0535_ML	11000	0.6	80.31	16	1	1	1	0	1	1	1	5	1	0	0	1	12	0.75	Low-quality	17.89	0.0	5	0	low_completeness
ntm_ml|ntm_0_0536_ML	ntm_ml	ntm_0_0536_ML	54334	0.62	88.63	69	1	1	1	0	1	0	1	4	1	1	1	0	29	0.42	High-quality	92.55	11.68	51	3	contamination;host_genes
ntm_ml|ntm_0_0537_ML	ntm_ml	ntm_0_0537_ML	11084	0.67	80.44	18	2	0	0	1	0	0	1	2	1	0	0	0	16	0.889	Low-quality	8.75	0.0	4	0	low_completeness
ntm_ml|ntm_0_0538_ML	ntm_ml	ntm_0_0538_ML	37254	0.64	84.54	61	1	0	0	0	0	1	1	2	0	0	1	1	53	0.869	Low-quality	36.35	0.0	7	2	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0539_ML	ntm_ml	ntm_0_0539_ML	40507	0.64	87.8	64	0	0	0	0	1	0	1	2	0	1	0	0	55	0.859	Medium-quality	55.16	0.0	8	3	missing_core_structural;host_genes
ntm_ml|ntm_0_0540_ML	ntm_ml	ntm_0_0540_ML	44308	0.66	93.84	61	2	1	1	1	1	0	1	5	1	1	1	0	36	0.59	Medium-quality	88.11	0.0	36	0	ok
ntm_ml|ntm_0_0541_ML	ntm_ml	ntm_0_0541_ML	52751	0.62	95.29	95	0	1	0	1	1	1	1	5	1	1	1	1	70	0.737	High-quality	90.14	0.0	51	0	ok
ntm_ml|ntm_0_0542_ML	ntm_ml	ntm_0_0542_ML	33027	0.64	91.77	41	1	0	0	0	0	0	1	1	0	0	0	0	36	0.878	Low-quality	18.42	0.0	1	3	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0543_ML	ntm_ml	ntm_0_0543_ML	23383	0.64	88.18	35	2	0	0	0	0	0	1	1	0	0	0	0	32	0.914	Low-quality	38.54	0.0	5	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0544_ML	ntm_ml	ntm_0_0544_ML	29452	0.61	83.77	40	1	0	0	0	0	0	1	1	0	0	0	0	37	0.925	Low-quality	24.02	0.0	5	2	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0545_ML	ntm_ml	ntm_0_0545_ML	53129	0.63	92.22	87	1	1	1	1	1	0	1	5	1	1	1	0	62	0.713	High-quality	96.24	0.0	45	1	host_genes
ntm_ml|ntm_0_0546_ML	ntm_ml	ntm_0_0546_ML	11138	0.66	96.91	21	2	0	0	0	0	1	1	2	0	0	0	1	18	0.857	Low-quality	12.05	0.0	5	1	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0547_ML	ntm_ml	ntm_0_0547_ML	75266	0.6	88.6	127	1	1	0	1	1	0	1	4	1	1	1	0	79	0.622	High-quality	99.52	0.0	75	0	ok
ntm_ml|ntm_0_0548_ML	ntm_ml	ntm_0_0548_ML	41648	0.35	94.11	67	0	1	1	1	1	1	1	6	1	1	1	1	28	0.418	High-quality	95.73	0.0	50	0	ok
ntm_ml|ntm_0_0549_ML	ntm_ml	ntm_0_0549_ML	9662	0.26	75.28	16	0	0	0	0	0	1	1	2	1	0	0	1	14	0.875	Low-quality	21.06	0.0	1	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0550_ML	ntm_ml	ntm_0_0550_ML	12634	0.29	75.45	20	0	0	0	0	0	1	1	2	1	0	0	1	14	0.7	Low-quality	30.83	0.0	5	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0551_ML	ntm_ml	ntm_0_0551_ML	40609	0.48	91.31	64	1	0	0	0	1	1	1	3	0	1	0	1	39	0.609	Medium-quality	61.31	0.0	13	4	missing_core_structural;host_genes
ntm_ml|ntm_0_0552_ML	ntm_ml	ntm_0_0552_ML	44353	0.41	89.93	57	1	1	1	1	1	1	1	6	1	1	1	1	29	0.509	High-quality	100.0	0.0	26	3	host_genes
ntm_ml|ntm_0_0553_ML	ntm_ml	ntm_0_0553_ML	35975	0.41	90.82	47	0	1	1	1	1	1	1	6	1	1	1	1	21	0.447	Medium-quality	89.04	0.0	28	0	ok
ntm_ml|ntm_0_0554_ML	ntm_ml	ntm_0_0554_ML	38599	0.43	94.32	56	1	1	1	1	1	1	1	6	1	1	1	1	28	0.5	High-quality	97.74	0.0	29	0	ok
ntm_ml|ntm_0_0555_ML	ntm_ml	ntm_0_0555_ML	28459	0.47	92.54	39	1	1	0	0	1	0	1	3	1	1	1	0	18	0.462	Medium-quality	52.84	0.0	22	0	ok
ntm_ml|ntm_0_0556_ML	ntm_ml	ntm_0_0556_ML	10880	0.61	99.66	17	2	1	0	1	1	0	1	4	1	1	1	0	11	0.647	Medium-quality	68.81	0.0	11	0	ok
ntm_ml|ntm_0_0557_ML	ntm_ml	ntm_0_0557_ML	20104	0.52	84.73	26	1	0	0	0	1	1	1	3	0	0	1	1	20	0.769	Low-quality	47.62	0.0	3	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0558_ML	ntm_ml	ntm_0_0558_ML	55982	0.61	94.62	82	1	0	1	1	1	0	1	4	1	1	1	0	56	0.683	High-quality	100.0	0.0	29	1	host_genes
ntm_ml|ntm_0_0559_ML	ntm_ml	ntm_0_0559_ML	11595	0.61	85.51	18	1	0	0	0	0	1	1	2	0	0	0	1	14	0.778	Low-quality	27.22	0.0	2	2	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0560_ML	ntm_ml	ntm_0_0560_ML	73176	0.6	93.97	112	0	1	1	0	1	0	1	4	1	1	0	0	93	0.83	High-quality	100.0	0.0	12	3	host_genes
ntm_ml|ntm_0_0561_ML	ntm_ml	ntm_0_0561_ML	9633	0.67	91.61	10	1	0	1	1	0	0	1	3	1	0	0	0	6	0.6	Low-quality	13.03	47.3	4	2	low_completeness;contamination;host_genes
ntm_ml|ntm_0_0562_ML	ntm_ml	ntm_0_0562_ML	21794	0.73	96.89	22	1	0	1	1	1	0	1	4	1	1	1	0	14	0.636	Medium-quality	57.15	0.0	11	3	host_genes
ntm_ml|ntm_0_0563_ML	ntm_ml	ntm_0_0563_ML	31492	0.66	79.76	54	2	0	0	0	0	1	1	2	0	0	0	1	48	0.889	Low-quality	40.65	0.0	2	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0564_ML	ntm_ml	ntm_0_0564_ML	8835	0.65	89.82	11	2	1	0	0	0	1	1	3	1	0	0	1	8	0.727	Low-quality	14.32	0.0	5	0	low_completeness
ntm_ml|ntm_0_0565_ML	ntm_ml	ntm_0_0565_ML	46733	0.66	93.75	59	1	1	0	1	1	0	1	4	1	1	1	0	33	0.559	Medium-quality	82.38	0.0	39	1	host_genes
ntm_ml|ntm_0_0566_ML	ntm_ml	ntm_0_0566_ML	17129	0.59	87.08	27	1	0	0	0	0	0	1	1	0	0	0	0	26	0.963	Low-quality	11.72	0.0	1	4	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0567_ML	ntm_ml	ntm_0_0567_ML	60385	0.67	95.73	88	1	1	1	1	1	1	1	6	1	1	1	1	51	0.58	Medium-quality	78.72	0.0	50	0	ok
ntm_ml|ntm_0_0568_ML	ntm_ml	ntm_0_0568_ML	20672	0.66	97.05	23	2	0	0	1	1	0	1	3	1	1	1	0	12	0.522	Low-quality	33.38	0.0	16	0	low_completeness
ntm_ml|ntm_0_0569_ML	ntm_ml	ntm_0_0569_ML	10322	0.62	91.74	17	2	0	0	1	0	1	1	3	1	0	0	1	12	0.706	Low-quality	13.85	0.0	3	1	low_completeness;host_genes
ntm_ml|ntm_0_0570_ML	ntm_ml	ntm_0_0570_ML	60486	0.62	97.72	110	1	1	0	0	1	1	1	4	1	1	1	1	76	0.691	High-quality	100.0	0.0	46	3	host_genes
ntm_ml|ntm_0_0571_ML	ntm_ml	ntm_0_0571_ML	14350	0.62	85.44	16	2	1	1	1	1	0	1	5	1	1	0	0	11	0.688	Low-quality	29.07	0.0	7	0	low_completeness
ntm_ml|ntm_0_0572_ML	ntm_ml	ntm_0_0572_ML	58078	0.69	81.96	77	1	0	0	0	0	0	1	1	0	0	0	0	70	0.909	Medium-quality	61.75	0.0	12	0	missing_core_structural
ntm_ml|ntm_0_0573_ML	ntm_ml	ntm_0_0573_ML	42203	0.64	94.17	59	1	1	1	1	1	1	1	6	1	1	1	1	37	0.627	Medium-quality	81.98	0.0	23	1	host_genes
ntm_ml|ntm_0_0574_ML	ntm_ml	ntm_0_0574_ML	11862	0.6	81.01	21	2	0	1	0	1	0	1	3	1	0	0	0	19	0.905	Low-quality	14.83	0.0	7	0	low_completeness
ntm_ml|ntm_0_0575_ML	ntm_ml	ntm_0_0575_ML	87569	0.62	96.05	136	1	1	1	1	1	0	1	5	1	1	1	0	92	0.676	High-quality	100.0	0.0	62	0	ok
ntm_ml|ntm_0_0576_ML	ntm_ml	ntm_0_0576_ML	9545	0.66	94.41	19	1	0	0	0	0	1	1	2	0	0	0	1	17	0.895	Low-quality	12.39	0.0	2	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0577_ML	ntm_ml	ntm_0_0577_ML	9982	0.66	96.39	14	1	0	0	0	1	0	1	2	0	1	0	0	12	0.857	Low-quality	22.98	0.0	4	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0578_ML	ntm_ml	ntm_0_0578_ML	30570	0.61	85.81	34	0	0	0	0	0	1	1	2	0	0	0	1	30	0.882	Low-quality	13.14	48.01	6	4	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0579_ML	ntm_ml	ntm_0_0579_ML	10872	0.6	85.41	17	1	0	0	1	0	1	1	3	1	0	0	1	12	0.706	Low-quality	17.22	0.0	4	0	low_completeness
ntm_ml|ntm_0_0580_ML	ntm_ml	ntm_0_0580_ML	46822	0.65	93.27	72	2	1	1	1	1	0	1	5	1	1	1	0	41	0.569	Medium-quality	84.74	0.0	52	0	ok
ntm_ml|ntm_0_0581_ML	ntm_ml	ntm_0_0581_ML	100818	0.58	91.67	204	0	0	1	1	1	1	1	5	1	1	1	1	140	0.686	High-quality	90.92	0.0	107	1	host_genes
ntm_ml|ntm_0_0582_ML	ntm_ml	ntm_0_0582_ML	22340	0.66	86.12	24	1	1	0	0	1	1	1	4	1	1	0	1	20	0.833	Low-quality	24.93	27.46	3	3	low_completeness;contamination;host_genes
ntm_ml|ntm_0_0583_ML	ntm_ml	ntm_0_0583_ML	11903	0.62	76.0	17	1	0	0	0	1	1	1	3	0	1	0	1	13	0.765	Low-quality	13.17	0.0	5	1	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0584_ML	ntm_ml	ntm_0_0584_ML	109316	0.68	82.04	140	1	0	0	0	1	1	1	3	0	1	0	1	125	0.893	High-quality	93.38	0.0	17	9	missing_core_structural;host_genes
ntm_ml|ntm_0_0585_ML	ntm_ml	ntm_0_0585_ML	94330	0.68	90.99	167	0	0	0	0	0	0	1	1	0	0	0	0	159	0.952	High-quality	95.5	0.0	15	1	missing_core_structural;host_genes
ntm_ml|ntm_0_0586_ML	ntm_ml	ntm_0_0586_ML	23955	0.68	89.66	31	2	0	0	0	0	0	1	1	0	0	0	0	25	0.806	Low-quality	20.69	0.0	4	1	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0587_ML	ntm_ml	ntm_0_0587_ML	35685	0.69	95.45	56	2	0	0	0	0	0	1	1	0	0	0	0	49	0.875	Low-quality	40.84	0.0	5	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0588_ML	ntm_ml	ntm_0_0588_ML	11450	0.62	89.55	16	1	0	0	1	0	1	1	3	1	0	0	1	13	0.812	Low-quality	15.74	0.0	4	0	low_completeness
ntm_ml|ntm_0_0589_ML	ntm_ml	ntm_0_0589_ML	12899	0.6	84.39	22	1	0	0	0	0	1	1	2	0	0	0	1	19	0.864	Low-quality	23.77	0.0	4	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0590_ML	ntm_ml	ntm_0_0590_ML	10749	0.64	97.08	17	0	1	1	0	1	1	1	5	1	0	0	1	12	0.706	Low-quality	15.04	0.0	5	0	low_completeness
ntm_ml|ntm_0_0591_ML	ntm_ml	ntm_0_0591_ML	30263	0.66	90.42	30	2	0	0	0	1	0	1	2	1	1	0	0	20	0.667	Low-quality	39.94	0.0	1	2	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0592_ML	ntm_ml	ntm_0_0592_ML	15086	0.66	89.7	16	0	0	0	1	0	1	1	3	1	0	0	1	13	0.812	Low-quality	15.24	50.62	3	5	low_completeness;contamination;host_genes
ntm_ml|ntm_0_0593_ML	ntm_ml	ntm_0_0593_ML	9588	0.63	84.64	15	1	0	0	0	0	0	1	1	0	0	0	0	14	0.933	Low-quality	12.36	0.0	2	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0594_ML	ntm_ml	ntm_0_0594_ML	23823	0.65	95.32	26	1	1	1	0	1	0	1	4	1	1	1	0	5	0.192	Low-quality	45.99	0.0	26	0	low_completeness
ntm_ml|ntm_0_0595_ML	ntm_ml	ntm_0_0595_ML	24950	0.63	91.97	61	1	0	0	0	0	0	1	1	0	0	0	0	46	0.754	Low-quality	48.14	0.0	34	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0596_ML	ntm_ml	ntm_0_0596_ML	11981	0.62	92.13	23	0	1	0	0	1	1	1	4	1	1	0	1	19	0.826	Low-quality	17.79	0.0	5	0	low_completeness
ntm_ml|ntm_0_0597_ML	ntm_ml	ntm_0_0597_ML	10117	0.59	77.98	13	2	1	0	0	1	1	1	4	1	1	0	1	5	0.385	Low-quality	19.59	0.0	6	0	low_completeness
ntm_ml|ntm_0_0598_ML	ntm_ml	ntm_0_0598_ML	19030	0.61	84.99	24	0	0	0	1	0	1	1	3	1	0	0	1	18	0.75	Low-quality	26.64	0.0	1	2	low_completeness;host_genes
ntm_ml|ntm_0_0599_ML	ntm_ml	ntm_0_0599_ML	10716	0.65	94.34	18	1	0	0	0	0	0	1	1	0	0	0	0	13	0.722	Low-quality	12.74	39.93	5	4	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0600_ML	ntm_ml	ntm_0_0600_ML	8779	0.59	89.57	15	1	0	1	0	1	1	1	4	1	0	0	1	10	0.667	Low-quality	9.97	0.0	5	0	low_completeness
ntm_ml|ntm_0_0601_ML	ntm_ml	ntm_0_0601_ML	9241	0.62	93.46	21	1	0	0	0	0	1	1	2	0	0	0	1	14	0.667	Low-quality	16.81	0.0	8	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0602_ML	ntm_ml	ntm_0_0602_ML	152596	0.62	92.05	204	2	0	1	1	1	0	1	4	1	1	1	0	154	0.755	High-quality	98.23	1.52	92	4	contamination;host_genes
ntm_ml|ntm_0_0603_ML	ntm_ml	ntm_0_0603_ML	11149	0.62	88.82	19	1	1	0	1	1	0	1	4	1	1	0	0	16	0.842	Low-quality	13.07	0.0	3	0	low_completeness
ntm_ml|ntm_0_0604_ML	ntm_ml	ntm_0_0604_ML	7437	0.67	90.79	10	0	0	0	0	0	1	1	2	0	0	0	1	9	0.9	Low-quality	8.56	0.0	1	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0605_ML	ntm_ml	ntm_0_0605_ML	16862	0.68	91.72	32	1	0	0	0	1	0	1	2	0	1	1	0	26	0.812	Low-quality	30.74	0.0	17	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0606_ML	ntm_ml	ntm_0_0606_ML	10105	0.59	76.76	13	1	0	1	0	1	0	1	3	1	0	0	0	10	0.769	Low-quality	14.64	0.0	7	0	low_completeness
ntm_ml|ntm_0_0607_ML	ntm_ml	ntm_0_0607_ML	45717	0.61	89.93	84	1	0	0	0	0	0	1	1	0	0	0	0	82	0.976	Medium-quality	50.27	0.0	4	1	missing_core_structural;host_genes
ntm_ml|ntm_0_0608_ML	ntm_ml	ntm_0_0608_ML	14650	0.65	96.88	30	1	0	0	0	0	1	1	2	0	0	0	1	20	0.667	Low-quality	20.64	0.0	9	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0609_ML	ntm_ml	ntm_0_0609_ML	34619	0.66	95.7	39	1	1	1	1	1	0	1	5	1	1	1	0	21	0.538	Medium-quality	68.49	0.0	27	1	host_genes
ntm_ml|ntm_0_0610_ML	ntm_ml	ntm_0_0610_ML	10041	0.63	88.76	16	1	1	0	0	1	0	1	3	1	0	0	0	13	0.812	Low-quality	14.83	0.0	7	0	low_completeness
ntm_ml|ntm_0_0611_ML	ntm_ml	ntm_0_0611_ML	36587	0.62	89.62	42	1	1	1	1	1	0	1	5	1	1	0	0	20	0.476	Medium-quality	80.97	0.0	27	1	host_genes
ntm_ml|ntm_0_0612_ML	ntm_ml	ntm_0_0612_ML	34951	0.65	87.56	53	2	0	0	0	0	0	1	1	0	0	0	0	49	0.925	Low-quality	29.72	0.0	1	5	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0613_ML	ntm_ml	ntm_0_0613_ML	23410	0.62	89.74	32	0	0	0	0	0	0	1	1	0	0	0	0	27	0.844	Low-quality	34.6	0.0	4	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0614_ML	ntm_ml	ntm_0_0614_ML	5605	0.66	94.02	7	1	0	0	0	0	0	1	1	0	0	0	0	6	0.857	Low-quality	4.8	22.21	6	1	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0615_ML	ntm_ml	ntm_0_0615_ML	61003	0.66	93.55	83	2	1	1	1	1	0	1	5	1	1	1	0	57	0.687	High-quality	90.26	0.0	48	0	ok
ntm_ml|ntm_0_0616_ML	ntm_ml	ntm_0_0616_ML	45207	0.66	94.1	62	1	1	1	1	1	0	1	5	1	1	1	0	41	0.661	High-quality	96.23	6.58	26	2	contamination;host_genes
ntm_ml|ntm_0_0617_ML	ntm_ml	ntm_0_0617_ML	8411	0.58	87.9	14	2	1	1	0	1	0	1	4	1	0	0	0	11	0.786	Low-quality	10.86	0.0	5	0	low_completeness
ntm_ml|ntm_0_0618_ML	ntm_ml	ntm_0_0618_ML	10783	0.63	94.2	15	2	0	0	1	0	1	1	3	1	0	0	1	12	0.8	Low-quality	24.74	0.0	2	0	low_completeness
ntm_ml|ntm_0_0619_ML	ntm_ml	ntm_0_0619_ML	9717	0.58	89.26	15	1	1	0	0	1	0	1	3	1	0	0	0	12	0.8	Low-quality	11.71	0.0	5	0	low_completeness
ntm_ml|ntm_0_0620_ML	ntm_ml	ntm_0_0620_ML	27484	0.66	85.38	41	1	0	0	0	0	0	1	1	0	0	0	0	37	0.902	Low-quality	41.19	0.0	5	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0621_ML	ntm_ml	ntm_0_0621_ML	18184	0.62	88.65	29	1	1	1	1	1	1	1	6	1	1	0	1	20	0.69	Low-quality	27.18	0.0	9	0	low_completeness
ntm_ml|ntm_0_0622_ML	ntm_ml	ntm_0_0622_ML	7320	0.67	97.34	12	1	0	0	0	0	1	1	2	0	0	0	1	11	0.917	Low-quality	6.51	0.0	2	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0623_ML	ntm_ml	ntm_0_0623_ML	13353	0.65	87.87	15	2	0	0	0	1	0	1	2	0	1	0	0	13	0.867	Low-quality	25.27	0.0	4	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0624_ML	ntm_ml	ntm_0_0624_ML	34069	0.66	93.99	53	2	1	1	1	1	0	1	5	1	1	0	0	34	0.642	Medium-quality	65.88	0.0	28	0	ok
ntm_ml|ntm_0_0625_ML	ntm_ml	ntm_0_0625_ML	19589	0.66	94.0	34	1	0	0	0	0	0	1	1	0	0	0	0	28	0.824	Low-quality	28.65	16.81	8	2	missing_core_structural;low_completeness;contamination;host_genes
ntm_ml|ntm_0_0626_ML	ntm_ml	ntm_0_0626_ML	43799	0.65	95.14	58	2	0	0	1	1	0	1	3	1	1	1	0	36	0.621	Medium-quality	75.49	0.0	38	0	ok
ntm_ml|ntm_0_0627_ML	ntm_ml	ntm_0_0627_ML	10170	0.67	89.08	13	0	1	1	0	0	1	1	4	1	0	0	1	10	0.769	Low-quality	12.44	0.0	3	0	low_completeness
ntm_ml|ntm_0_0628_ML	ntm_ml	ntm_0_0628_ML	9461	0.66	76.79	13	2	1	1	0	1	0	1	4	1	0	0	0	10	0.769	Low-quality	13.73	0.0	7	0	low_completeness
ntm_ml|ntm_0_0629_ML	ntm_ml	ntm_0_0629_ML	76582	0.6	90.03	130	1	1	0	1	1	1	1	5	1	1	1	1	86	0.662	High-quality	94.77	0.0	59	1	host_genes
ntm_ml|ntm_0_0630_ML	ntm_ml	ntm_0_0630_ML	16892	0.65	96.82	19	2	0	0	0	1	0	1	2	0	1	1	0	12	0.632	Low-quality	21.5	0.0	9	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0631_ML	ntm_ml	ntm_0_0631_ML	18225	0.61	91.51	30	2	0	1	1	1	0	1	4	1	1	0	0	23	0.767	Low-quality	35.3	0.0	8	1	low_completeness;host_genes
ntm_ml|ntm_0_0632_ML	ntm_ml	ntm_0_0632_ML	19040	0.65	90.23	28	1	1	0	0	0	1	1	3	1	0	0	1	23	0.821	Low-quality	28.71	0.0	5	0	low_completeness
ntm_ml|ntm_0_0633_ML	ntm_ml	ntm_0_0633_ML	48170	0.61	82.93	65	2	0	0	0	0	0	1	1	0	0	0	0	55	0.846	Low-quality	31.45	0.0	5	3	missing_core_structural;low_completeness;host_genes
ntm_ml|ntm_0_0634_ML	ntm_ml	ntm_0_0634_ML	10721	0.63	90.38	18	1	0	0	0	0	1	1	2	0	0	1	1	11	0.611	Low-quality	15.98	0.0	4	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0635_ML	ntm_ml	ntm_0_0635_ML	18045	0.62	92.27	23	2	1	1	1	1	1	1	6	1	1	0	1	15	0.652	Low-quality	26.2	0.0	6	0	low_completeness
