cohort_order	assembly_id	accession	tip_id	biological_host_unit	exact_sequence_class	near_duplicate_class	representative_tip	representative_distance	placement_status	frozen_clade_id	clade_evidence	nearest_neighbor_tips	nearest_neighbor_distance	sampling_partition_k16	sampling_medoid_tip	row_sha256
428	asm-v1-a7143b87f66a00267a517cfa	GCF_016761155.1	GCF_016761155.1	exact_assembly_revision:GCF_016761155.1	EX0428	ND0426	GCF_016761155.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004522495.1	0.00240009	L010	GCF_003317605.1	a8d9f77c9e6c000bf6b1ae903b5c0f6ac9936321ea4b221d56fb24aafda11143
429	asm-v1-c88b3449b9ea7ed890cd2a28	GCF_017118895.1	GCF_017118895.1	exact_assembly_revision:GCF_017118895.1	EX0429	ND0427	GCF_017118895.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900479335.1	0.00355743	L012	GCF_000807565.1	a8720b6c2647936e02516c65ec9fd89aed582da00e45440ecba5c465669736c3
430	asm-v1-927a995c6d1d92b6e802e601	GCF_902859225.1	GCF_902859225.1	exact_assembly_revision:GCF_902859225.1	EX0430	ND0428	GCF_902859225.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_902859095.1	0.000259243	L012	GCF_000807565.1	01ac3afe0961594196236625d76432dce993902a279b21632ec8e881db1864ce
431	asm-v1-312f1d95b01bbb72f5c28303	GCF_003303085.1	GCF_003303085.1	exact_assembly_revision:GCF_003303085.1	EX0431	ND0293	GCF_003302995.1	5.96356e-05	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003302995.1	5.96356e-05	L010	GCF_003317605.1	7fa3164127b47831020d7264e597b5753ab59e051c696c1580442d537fc30518
432	asm-v1-22af52489f36cb98d51963d8	GCF_006237245.1	GCF_006237245.1	exact_assembly_revision:GCF_006237245.1	EX0432	ND0429	GCF_006237245.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005044435.1	0.00901478	L003	GCF_013391275.1	507b2faac27837801e74ea18e3ae5f8f11e20eabf8e178d400ebe9e21a8da840
433	asm-v1-d89e2fa9d3eba1bc650d4a3b	GCF_900607785.1	GCF_900607785.1	exact_assembly_revision:GCF_900607785.1	EX0433	ND0430	GCF_900607785.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002796445.1	0.00499739	L003	GCF_013391275.1	ab8e56e05289ce67cf1a4f387f520d74850c38b6c182d7ac0fb51b6b0cf78096
434	asm-v1-c1c1348688188455e7e84313	GCF_004120975.1	GCF_004120975.1	exact_assembly_revision:GCF_004120975.1	EX0434	ND0431	GCF_004120975.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_016530575.1	0.000720777	L010	GCF_003317605.1	3fe09c227f62b41bf0fff7e8e6caed80693407b4d521ef9fa4aa9f3cb9998e2f
435	asm-v1-7f1e31f59b7a151f029431f3	GCF_016761275.1	GCF_016761275.1	exact_assembly_revision:GCF_016761275.1	EX0435	ND0432	GCF_016761275.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019148625.1	0.00284125	L003	GCF_013391275.1	2398718ddabd22cd522789116bc750012ef439f90d5286480716690aa51f9045
436	asm-v1-a2d20445d211b3f0f331062b	GCF_019050495.1	GCF_019050495.1	exact_assembly_revision:GCF_019050495.1	EX0436	ND0433	GCF_019050495.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019051815.1	0.000441781	L003	GCF_013391275.1	1472526b28196b953e20c4d910a1cc48452aedf0889b3a8ea5a8e54c198891cc
437	asm-v1-668a181b6acf419148e550ce	GCF_013047075.1	GCF_013047075.1	exact_assembly_revision:GCF_013047075.1	EX0437	ND0434	GCF_013047075.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_014262945.1	0.00358694	L012	GCF_000807565.1	4f676a69d9d9589950c7dd6b6b629db3877061680b108c8ea9b037827cf845bf
438	asm-v1-da3213f3f0c903de301404fa	GCF_003172455.1	GCF_003172455.1	exact_assembly_revision:GCF_003172455.1	EX0438	ND0435	GCF_003172455.1	0	SUPPORTED_FIXED	HC006	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_011765445.1	0.000356338	L003	GCF_013391275.1	28383c164cdd5ea80629ba5256260cf2045e1600c60cbfa8bc68d21bf7c3e2d0
439	asm-v1-60d66ffd21f359d64c48a82e	GCF_016530575.1	GCF_016530575.1	exact_assembly_revision:GCF_016530575.1	EX0439	ND0436	GCF_016530575.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004120975.1	0.000720777	L010	GCF_003317605.1	4c2774d0cfcaf69a236cbc08311f21486852cf7d76c681179273073ed089293f
440	asm-v1-7ef9e5aaf88fbc247475bc89	GCF_015690315.1	GCF_015690315.1	exact_assembly_revision:GCF_015690315.1	EX0440	ND0437	GCF_015690315.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020406195.1	0.0017433	L010	GCF_003317605.1	63b4a6eb1fbf30791e460e0892b29c98a52ed2d1a25db06b0e5ec6149f947c31
441	asm-v1-a6c5e2b74af380f9fb567d3f	GCF_002011985.1	GCF_002011985.1	exact_assembly_revision:GCF_002011985.1	EX0441	ND0438	GCF_002011985.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_907177255.1	0.00627198	L009	GCF_001520375.1	0e2f44425c845969d8f2f0498cb3615d33511c07c5a06e0601544b5a729c85c9
442	asm-v1-4d55e018b913a217219eb1bb	GCF_000408365.1	GCF_000408365.1	exact_assembly_revision:GCF_000408365.1	EX0442	ND0439	GCF_000408365.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_907175365.1	0.00627541	L003	GCF_013391275.1	685bf6ca955b3940e7c4e74f68ce026a9b38a1999818d20c027c31d947a8f705
443	asm-v1-20314228c1c2accf3584e6fb	GCF_002542395.1	GCF_002542395.1	exact_assembly_revision:GCF_002542395.1	EX0443	ND0440	GCF_002542395.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000167895.3	0.00296902	L003	GCF_013391275.1	15dad093bf0e610ea6db9802fa06e75f4095f202d3a05250679804f732ec5013
444	asm-v1-d15ff8941f843fc938ba3670	GCF_002229875.1	GCF_002229875.1	exact_assembly_revision:GCF_002229875.1	EX0444	ND0441	GCF_002229875.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019219385.1	0.00772161	L003	GCF_013391275.1	577a88da5253173565dc6ad8a1f5eac3f93db6104ccb146200249a6eee901c56
445	asm-v1-be5b81926f338af9e0c4aa98	GCF_002195175.1	GCF_002195175.1	exact_assembly_revision:GCF_002195175.1	EX0445	ND0442	GCF_002195175.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001558995.2	0.00016033	L008	GCF_002806795.1	0f9a47eeef606f48ca5a2c2304e4ab16d77b7cb5ab4fc4260da670e99ec6f02c
446	asm-v1-f1b2c5720be3bbd21096b72f	GCF_001860505.1	GCF_001860505.1	exact_assembly_revision:GCF_001860505.1	EX0446	ND0443	GCF_001860505.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003000615.1	0.00261366	L003	GCF_013391275.1	006de7770f500659e219a9d8d3f021a73df6f51f9fc08b4c78d4a44cd466ee62
447	asm-v1-e5e9f926ac4f750b4c2d8291	GCF_001617075.1	GCF_001617075.1	exact_assembly_revision:GCF_001617075.1	EX0447	ND0444	GCF_001617075.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019219385.1	0.00633378	L003	GCF_013391275.1	685582433848d368f79ccd64c66add375b8afd7313fb61ef7fdea5bd61db5a12
448	asm-v1-1cec32957065adc4b8c14389	GCF_002229215.1	GCF_002229215.1	exact_assembly_revision:GCF_002229215.1	EX0448	ND0445	GCF_002229215.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_018683135.1	0.00439062	L003	GCF_013391275.1	23d385089e589b9475343ed72fd6ff78448195b9f3e78e68418927901014882c
449	asm-v1-eded3ae759757fc79914fe7e	GCF_001692795.1	GCF_001692795.1	exact_assembly_revision:GCF_001692795.1	EX0449	ND0446	GCF_001692795.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002109645.1	0.00996255	L012	GCF_000807565.1	c862f5314605ecfd92d5571e42cb958a179475dbe6c999391c82df10281d5305
450	asm-v1-670be4bfcc55b0f8a3f55554	GCF_000700625.1	GCF_000700625.1	exact_assembly_revision:GCF_000700625.1	EX0450	ND0447	GCF_000700625.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_011404355.1	0.00570819	L003	GCF_013391275.1	4369126c3169a627e507a1207fe1ff78e755a03138f972668a073518e2af2638
451	asm-v1-d23792868fad83e95f73492e	GCF_005043925.1	GCF_005043925.1	exact_assembly_revision:GCF_005043925.1	EX0451	ND0448	GCF_005043925.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_900016095.1	0.00534606	L003	GCF_013391275.1	cf3bb7080b85315350983fbb053e2d69d8b09f142beeaea7f9b58ea6ddf9824a
452	asm-v1-e770147d3287464ca3bb02d5	GCF_001650605.1	GCF_001650605.1	exact_assembly_revision:GCF_001650605.1	EX0452	ND0449	GCF_001650605.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900479345.1	0.00486676	L015	GCF_900479345.1	36efce2a31e2ebabf230617441c3780ceb6f1aa99cdd11b4dc278e0e0e6a7c1c
453	asm-v1-22584a5ce8b7fc67556df551	GCF_009767245.1	GCF_009767245.1	exact_assembly_revision:GCF_009767245.1	EX0453	ND0450	GCF_009767245.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002485405.1	0.00409025	L003	GCF_013391275.1	d85286a5477a4dfbf9b9cd838bf0c0877593ab5923230577e1f5cd570252b5ad
454	asm-v1-616cd4c3e02a370b3c2757de	GCF_011077775.1	GCF_011077775.1	exact_assembly_revision:GCF_011077775.1	EX0454	ND0451	GCF_011077775.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009909875.1	0.00281299	L004	GCF_015163255.1	c580c0d90c7c99c709b561c9cd8e9d18c55b0c4c0a1d6eb10b501d5e40e92f8b
455	asm-v1-0de0d1f9b39d837c4d9bb02a	GCF_000354455.1	GCF_000354455.1	exact_assembly_revision:GCF_000354455.1	EX0455	ND0452	GCF_000354455.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002485405.1	0.00175656	L003	GCF_013391275.1	26b3afa82a041c21d3012496d71fddf78f8aa9144f4c84f20fbba972442e3052
456	asm-v1-ff1fea8245b2b47bdfd6ae1a	GCF_005394825.1	GCF_005394825.1	exact_assembly_revision:GCF_005394825.1	EX0456	ND0453	GCF_005394825.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_020051575.1	0.00190845	L003	GCF_013391275.1	1eb0004e1083f5244b2f028862d3ff6047a13424e298807e07c6607c113b3e97
457	asm-v1-14bbb82151fcd42276d8cd26	GCF_002001975.1	GCF_002001975.1	exact_assembly_revision:GCF_002001975.1	EX0457	ND0454	GCF_002001975.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_015163255.1	0.00312072	L004	GCF_015163255.1	8181599ae8cf3d999212e4caf98d99c0df43bcaf5e12caab160258f46a137a1b
458	asm-v1-6c5f0a3600b33441028c0542	GCF_005381345.1	GCF_005381345.1	exact_assembly_revision:GCF_005381345.1	EX0458	ND0455	GCF_005381345.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005044435.1	0.000750689	L003	GCF_013391275.1	d4570b6b89718a3b676561d7badb5665a0b140fd41a109738ad7af743bc16d58
459	asm-v1-9cb80c3766966455799db3ca	GCF_000352925.1	GCF_000352925.1	exact_assembly_revision:GCF_000352925.1	EX0459	ND0456	GCF_000352925.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_011045235.1	0.015828	L014	GCF_009880335.1	aecf6024aa8ceeb9f5e073a6233aa8ff21a026b992a8644f6e3dfe47c3bed83c
460	asm-v1-4b5d78f9e3ef47552c26d4b6	GCF_001749125.1	GCF_001749125.1	exact_assembly_revision:GCF_001749125.1	EX0460	ND0457	GCF_001749125.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900096855.1	0.00611496	L003	GCF_013391275.1	23778e127a65304febda26d7b0fc5a6834854e9f838f508bd64cdcd48eaf97b3
461	asm-v1-c06a81e9422c6e06632b2e26	GCF_002573065.1	GCF_002573065.1	exact_assembly_revision:GCF_002573065.1	EX0461	ND0458	GCF_002573065.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005396605.1	0.00422755	L003	GCF_013391275.1	212de00668bf3207b0505fd4d43af2d3c4d7c1e8617f8f5393e77c8c282e7764
462	asm-v1-ab4149e1162f01c5723ce826	GCF_002514845.1	GCF_002514845.1	exact_assembly_revision:GCF_002514845.1	EX0462	ND0459	GCF_002514845.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002764815.1	0.00108342	L003	GCF_013391275.1	a7fce79256a60eed54ca41755527caf2429d0582f542fd3832eec38cd2915eca
463	asm-v1-d76edc58b0901a5f0ff27503	GCF_019587525.1	GCF_019587525.1	exact_assembly_revision:GCF_019587525.1	EX0463	ND0460	GCF_019587525.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000458115.1	0.00389981	L012	GCF_000807565.1	76f48fb6c7f317f0be0a3f4c25c4c82d68974c937d4510e53c01bbff04c8780e
464	asm-v1-7db4d11dc461fc271a9cda6f	GCF_002233095.1	GCF_002233095.1	exact_assembly_revision:GCF_002233095.1	EX0464	ND0461	GCF_002233095.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_006351505.1	0.00364018	L003	GCF_013391275.1	efc2e5d6b1914deb4c931f470909005077459b63b47ba319a528086c7f4347d9
465	asm-v1-abbf0859a394555d334d4a5f	GCF_003361455.1	GCF_003361455.1	exact_assembly_revision:GCF_003361455.1	EX0465	ND0462	GCF_003361455.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003361825.1	0.00160605	L008	GCF_002806795.1	30c25651caa6e0bc62fb82e7f44ce0b0ae355ee9ae43a60de8135aaf0b89469b
466	asm-v1-a170831ce681196503053c52	GCF_004170625.1	GCF_004170625.1	exact_assembly_revision:GCF_004170625.1	EX0466	ND0463	GCF_004170625.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013395855.1	0.00521614	L003	GCF_013391275.1	eca254a9d0c60b18e8e5030b88830e685d414266d6a0cc620e360f15ca7106b2
467	asm-v1-52300cb6428e0b2ccf998c25	GCF_018069725.1	GCF_018069725.1	exact_assembly_revision:GCF_018069725.1	EX0467	ND0464	GCF_018069725.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000326585.1	0.0039299	L012	GCF_000807565.1	388a65df7bd0a3b292606caa13a14e88444817381a0b06cb18695c833aba7af7
468	asm-v1-222ae3cf6cab61dbc2fe0224	GCF_001412975.1	GCF_001412975.1	exact_assembly_revision:GCF_001412975.1	EX0468	ND0465	GCF_001412975.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003328195.1	0.00834217	L003	GCF_013391275.1	67eb5691a366ec78c393ee038ef9c9eb7d51803a8414dcb1ecc519ba7b894056
469	asm-v1-a3bdbf90109577f7e77fbb5e	GCF_002319515.1	GCF_002319515.1	exact_assembly_revision:GCF_002319515.1	EX0469	ND0466	GCF_002319515.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002233095.1	0.00476231	L003	GCF_013391275.1	63b932e0f6f4a54c6acf08a38fd1fefdc92b3f6dca4610f5573d5eb354e7627d
470	asm-v1-4974185f1ac0a03dff7005fe	GCF_021109055.1	GCF_021109055.1	exact_assembly_revision:GCF_021109055.1	EX0470	ND0467	GCF_021109055.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_017639005.1	0.00347507	L011	GCF_009910875.1	16068d0d1a75341bcc6f8cb86db01facf94be980e5a009560ec9deb3a940563e
471	asm-v1-8cf1b3bb317a8f9a0dc66d90	GCF_001749065.1	GCF_001749065.1	exact_assembly_revision:GCF_001749065.1	EX0471	ND0468	GCF_001749065.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002516905.1	0.00522909	L003	GCF_013391275.1	a3681a859b4e07a4f4c6a1beb5ec0216f3e83484eb769e1d70c86eb819febc2b
472	asm-v1-fed353279c6c0cb11580438a	GCF_003981665.1	GCF_003981665.1	exact_assembly_revision:GCF_003981665.1	EX0472	ND0469	GCF_003981665.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009767245.1	0.00530699	L003	GCF_013391275.1	03e95fff4b71d3de501e9eb3b0f5a6095924a8a3e603b9a22f6f26be3ff6f0d9
473	asm-v1-8a6fcded4ba80487b7fcf3f5	GCF_005391865.1	GCF_005391865.1	exact_assembly_revision:GCF_005391865.1	EX0473	ND0470	GCF_005391865.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002193375.1	0.00548677	L003	GCF_013391275.1	d0b896e84bc1a27bea94f0717cd4850f035efeb45042c7fdb9fe461d14572cb7
474	asm-v1-aac885873ed0420a1870089d	GCF_005396145.1	GCF_005396145.1	exact_assembly_revision:GCF_005396145.1	EX0474	ND0471	GCF_005396145.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_008373355.1	0.00285823	L003	GCF_013391275.1	6138dea4c0f5aa85b3d5253ccd94f43a657c5b68482e8a1661de06e905e0344a
475	asm-v1-4f8fb07f418349a9285f2676	GCF_003388915.1	GCF_003388915.1	exact_assembly_revision:GCF_003388915.1	EX0475	ND0472	GCF_003388915.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000777675.1	0.00401746	L003	GCF_013391275.1	4ef7015b6c0520fb782016631c69a09fbc5cfc8e2fd72d09bae0f46d627717bb
476	asm-v1-a7108c348b27fa122d76a443	GCF_014494025.1	GCF_014494025.1	exact_assembly_revision:GCF_014494025.1	EX0476	ND0473	GCF_014494025.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002223665.1	0.00233956	L004	GCF_015163255.1	3ccee2e397a748ce4d6d8f19cde4eb3a804b9d46de5ffadd6ce9abc896d68837
477	asm-v1-aec709c110ce9461a8271938	GCF_002226735.1	GCF_002226735.1	exact_assembly_revision:GCF_002226735.1	EX0477	ND0474	GCF_002226735.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003357405.1	0.00665291	L003	GCF_013391275.1	eb0e5e302b7b49813ab0994b8c3f2b81ed2d17db3a04a5129fb0b890c5f39a99
478	asm-v1-84987a1dcd4d37eb77b5e649	GCF_016126995.1	GCF_016126995.1	exact_assembly_revision:GCF_016126995.1	EX0478	ND0475	GCF_016126995.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_014895175.1	0.00552952	L003	GCF_013391275.1	2633d24470bafa9e74b8930b5dcb382d32464ffcbe46a58d93c980fc6929ada2
479	asm-v1-d13ecfa0ba00446c2da253e4	GCF_009822095.1	GCF_009822095.1	exact_assembly_revision:GCF_009822095.1	EX0479	ND0476	GCF_009822095.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002486895.1	0.00787396	L003	GCF_013391275.1	8c163577268a5628d5285c5c42618795819094d7f97d9fd3091ea1ae6177be63
480	asm-v1-8765d8bea6f7c49a5a30dd92	GCF_004767245.1	GCF_004767245.1	exact_assembly_revision:GCF_004767245.1	EX0480	ND0477	GCF_004767245.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005396605.1	0.00415724	L003	GCF_013391275.1	0864a77c88e2d279d85ead5fd4ea2dffc5912ebe676423fe32a2dbbc5c41af3d
481	asm-v1-59af0276d1d55e2cd01420f5	GCF_002511275.1	GCF_002511275.1	exact_assembly_revision:GCF_002511275.1	EX0481	ND0478	GCF_002511275.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001283925.1	0.00486042	L003	GCF_013391275.1	9c443af93a5a2f3acbc98d17d7717bb0c9fa9221d6ba725077c427b63ad4a34b
482	asm-v1-62559bf4f135a73e19e2c950	GCF_021353995.1	GCF_021353995.1	exact_assembly_revision:GCF_021353995.1	EX0482	ND0479	GCF_021353995.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_021354235.1	0.000153116	L003	GCF_013391275.1	6c8f9f9848a35fa6c54eb317da54e8474dbd2ca5fd9bcf5b9b66d2e6ef60e829
483	asm-v1-204df3a397f087d40c332e08	GCF_000091005.1	GCF_000091005.1	exact_assembly_revision:GCF_000091005.1	EX0483	ND0480	GCF_000091005.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002764815.1	0.000688433	L003	GCF_013391275.1	73300a53f5ce28517f99628d401dae1cecc799f7308e3dde4343b5387d19c3c1
484	asm-v1-96b867030703332160e0506d	GCF_003981255.1	GCF_003981255.1	exact_assembly_revision:GCF_003981255.1	EX0484	ND0481	GCF_003981255.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003981055.1	0.000646235	L003	GCF_013391275.1	62e27f926a94151b8d3e47c021f7149a675778ed4921bfd4cc8b37ead63c8a8a
485	asm-v1-1bc4be8a585bf34e2faa0568	GCF_003304855.1	GCF_003304855.1	exact_assembly_revision:GCF_003304855.1	EX0485	ND0482	GCF_003304855.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002487335.1	0.00413894	L003	GCF_013391275.1	9af2f0d47b7f5a5464a14eaf9a2ea7f004677f4ba244d5278490a76cab983ddb
486	asm-v1-9b0467daf858ce5b14231940	GCF_000457285.1	GCF_000457285.1	exact_assembly_revision:GCF_000457285.1	EX0486	ND0483	GCF_000457285.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000458295.1	0.00112166	L010	GCF_003317605.1	235c6b5c356af9de396d7596a8971a550286135e08d2ebd264be60ddd4361709
487	asm-v1-88eb89a66cddebd728567ba5	GCF_004284265.1	GCF_004284265.1	exact_assembly_revision:GCF_004284265.1	EX0487	ND0484	GCF_004284265.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003304615.1	0.00618989	L003	GCF_013391275.1	9ad4dbf42bad8542e77c080932a216e76cc149db7a0d7da95d33169591c95005
488	asm-v1-a1224d267cd99625772a94ac	GCF_900195505.1	GCF_900195505.1	exact_assembly_revision:GCF_900195505.1	EX0488	ND0485	GCF_900195505.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002249645.1	0.00388479	L003	GCF_013391275.1	5ae3720d21f0a1e63781179262d5b16275ade831c43d26164badb6f12a50fb1b
489	asm-v1-7898359d21256164f5e5ca5f	GCF_907175235.1	GCF_907175235.1	exact_assembly_revision:GCF_907175235.1	EX0489	ND0486	GCF_907175235.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002534845.1	0.0127151	L006	GCF_002534845.1	01dbe9c818a88efb4de414c7226e24911c1abf32fff0a04d3d29b18160f80db7
490	asm-v1-7c14da53b0a83b96244aac57	GCF_000397705.1	GCF_000397705.1	exact_assembly_revision:GCF_000397705.1	EX0490	ND0487	GCF_000397705.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002226425.1	0.00252735	L012	GCF_000807565.1	f3575f5e32bea5413f52751296456b0ac7865cd421cd03481ba15b73d2561fcd
