cohort_order	accession	tip_id	eligible	contig_count	total_bases	n50	ambiguous_bases	content_sha256	sequence_only_sha256	bgzf_sha256	pansn_name_roundtrip	view_path	row_sha256
439	GCF_016530575.1	GCF_016530575.1	PASS	202	5123222	172847	0	5ceb190ba8d82e2a2eabe113420e338028f7c7e3d96a1fc4831e9fe00d9bcae0	582bab3fc748b6b77ec4fb2dd7509e452b55d8acff02566f07b72fa8502695c0	3d013175d1247f59eeb897e9e9f05354cdcc6849a57492bae2b78e046b580be0	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016530575.1.fa	c9ad9d36b66c8c7a2178222cf6f6cc32ddfab51dcef3476d07e3e0656ae12a5b
440	GCF_015690315.1	GCF_015690315.1	PASS	146	5074944	222436	288	33f30a8eb82f244670c88ea2f016afd1666e92b941c1bc06cc79596981f31dc3	257571025b859c9c0635d4ed0c6b2f03707ac92a385e0bfd25a23b3ba4bb5a18	8a2fded8be991ec3ad7bc3b198ce1aa8c94a4ce04e2a4127d56a85ee95b57cc7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_015690315.1.fa	c1e5280d783843dfdd189b6c1b1a0975dc6e8e5fda6715563b048874afaafcf3
441	GCF_002011985.1	GCF_002011985.1	PASS	4	5471138	5056072	0	882210e941e5b308dae42c3f45086094393ff33975edad8f764eabccaac14b6a	2e2948d094ea2d1cd71a39e39aa92699acd8064591924ae1bab680fc79be8715	a1038e1bd36b23ee4d85dfaf0d7506622b308d05934ff15929ca435ab9162a38	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002011985.1.fa	eb4bbf00991c0afe3356ba46c140dc35d7f9252164e90cbdeb83ff9818773ed6
442	GCF_000408365.1	GCF_000408365.1	PASS	15	5266965	4996645	88797	87f3a113bf086074a6f7d3e82c76635fbd01a4f449cd8240a6108271c7ea46a1	cca994636caa9c2767da380bc5fcab57a2a5c28ff48a530b46933bbb4037cfac	3b96e5bf5b0d53f26a5cc43ee70f819afe4461813bcd9eacb42aae880d7fa422	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000408365.1.fa	c2f39de3dd589f94efdc9549cda5fe641ae2f8a01b9e2964deceab53f9d765f3
443	GCF_002542395.1	GCF_002542395.1	PASS	417	5269532	87895	0	92e89e2c909e4d380bde2a1857c43734492b481b8f414ed367c3e9f255fb1413	c0d10af74c1bc40580c0b75ce6540481c1398adb900c53e181c2fca4198197ed	ff27062794bbd86120994de8e38c025144135afbccf72f83ae5908006e3f0302	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002542395.1.fa	093f5fbb022128a7f9d93457400e98d0367c7cd9e4a4c12071395e94dc47f62e
444	GCF_002229875.1	GCF_002229875.1	PASS	270	4968695	51499	0	f7ff99ac3176b07f09c0ab7747dbd0a7cd923fd11cc9b5b95e080fa6308596f4	f34348eb98cf75ff5f19c37bfb398df14c02f870228043d5fae493483280647f	ed7c51749d6e79f2083d6b45805a756495d23d3cb172e6176877ee61c9c4a14b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002229875.1.fa	a798ddf216ab1edc434efd07b79b9d5c7d90e2bad47cede4ae5115cb05ac6fcb
445	GCF_002195175.1	GCF_002195175.1	PASS	318	5429208	147587	0	6a4a953717cb8588ee63ea1cd6daa9f44241609e10590b59b71c0ed67b356757	e6f5e597af814e1aea48c31f0a35bf969020ddd8860a6c675ed1f1a84da17025	b6503df991c5e6bba34a67387cd8c6b8f4526b7d95e42ebc6d188d9b8c3c2b30	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002195175.1.fa	2708d0497e2be847c8475ccf284159166a20d229d5d7f2e5e6aed85b3065542a
446	GCF_001860505.1	GCF_001860505.1	PASS	1	4839266	4839266	0	68fb186a289db68160f07cc3a18cbf8ee25a2f82f8591f076ea0436825d2ef04	aeb25654ae2b52e7c75a4f52cd8139681dfa4803e2b8cd555f8b7a3680569781	a6d8f0a7a9d375fea487c1a0829b559d84328b5aa016a774915c81030e2c332a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001860505.1.fa	f4243aefc390a932d22d8b2b204f0023543ab00f9f38bb741cfd23696324fbc5
447	GCF_001617075.1	GCF_001617075.1	PASS	54	4785089	148807	11	9a630a897025a978de4998a9ea190655811492058798295a83a1448ae4943eb8	6035db2280033687ce2a4c8c52d4f5baa535b45699b29d11630d950fc480abb6	4d187ab8f681d813485bf02bc2e20ae64a50362988f1742a1d7846b47b1c807d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001617075.1.fa	7d09f0e9278e5df59a0f426adfea251117a3c1fe0f16415a55c05fe0a1153e5e
448	GCF_002229215.1	GCF_002229215.1	PASS	144	4904079	129642	0	3725d473f2ea533f54a465c95ba02c413985b153675061459559280bb1c638c3	ac22e246740107a249811dd216bc00fcca99105634c81e0751f48f3be603f09c	5564a201e2127a8eab742f300079e477c85192dd757edbbb94f16cd1c369f14b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002229215.1.fa	187a514789edd6cf651bf9dff3b45dd58b163d871157410c65ecb1345c78191f
449	GCF_001692795.1	GCF_001692795.1	PASS	4	5066411	3762162	0	0b9ca361f466e95b4d9368f5014c494ea35084f4a9925af2992609adf3862bb3	94b14f1ae1ccfbdea9ab9bdc9dcf3c68712bee6412af230f8f6b84a0dac3cb2a	58aee3af8444d98007281e64382105f0d73991e3adeb25d8623038973f839648	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001692795.1.fa	0022b1b01da87b3f97a5e8e4ab50d9759a334ded6a9608a33e4904a0d9ed1ba5
450	GCF_000700625.1	GCF_000700625.1	PASS	171	5131792	97380	0	8ac01872f0c4d09275db7f9a9684c13366f7098ccbab1a7a5d20d23097c1d2b7	aca5cc25ab71075dafe8d3a4fe67fce98cc43fe77ad98954f858ad5ea19f5050	0967bd5f6b7d5934fc3f06d24bcae47402077fac37b868871bf5723d306ec2a0	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000700625.1.fa	6e84f7110c5d3d8906ce83896a209b20fabf20b6306d9378fe1f2bc86ba8f55b
451	GCF_005043925.1	GCF_005043925.1	PASS	243	5568249	102251	0	acf82953fb1ddcdf17c4a20fc3af5258d349cae2260910824c7647d99cf3d25b	3044a922ff96bb2367ebc933dfaf31999ced13244d559594201b972b85dc1e50	af83cea54a1c85fb1960513b51da482506ba10d1baff15b229ec8edb57dab869	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005043925.1.fa	d2273bc762d4f6a7e2e744bb78575e05f96ecfd67d0f452164e71b58b7e8c7fd
452	GCF_001650605.1	GCF_001650605.1	PASS	292	5685110	96921	0	77e5cde5de28f2e18beb2dac9f53f4b36530db12ca7bfa277ea9feeaf7121da8	984dc949587832df0e3beeb4822b39df9cc212a1a099677605fdd76ec88dee7c	da1d522c48aba7d7b4c277092a00d8141e304405bef7114b115c23b336ecb1bb	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001650605.1.fa	6759886bedb68eaa3d115b60b9001729ca3cc4b95a1d0e052fad225cdfa1b2b6
453	GCF_009767245.1	GCF_009767245.1	PASS	151	4808540	225419	0	315f4fed5fa8075f19f2f63f75ebc44e552f4973fb8163235dc44b46aad79338	44513b433f2301ac05cc3c7db97ad07dff3ed42a2bf7d35cbaab9a4bc6b5aea7	32c130d1adbf3d4b3dabf1daa9f2601786000220607912ccabbf8f196338e246	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009767245.1.fa	b06f74e755d2ca3dbb92ed5273e5955f65126a9446703d71dbc41d29388db8b3
454	GCF_011077775.1	GCF_011077775.1	PASS	499	5275455	145499	310	48799568bb4e866a6faeea32ade0acb0662edbf645bccfcb28a62def99b8981a	895e9b0129d51414a4b2ef67728042a83f4b063631f3509930a2594898b30845	3cc1573d4623a6d325f7e10dff22d6b7eceb805294a45aae0a32ed8b95d31d7f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_011077775.1.fa	e3ab167d5dda65cf44786662f0411f8142f33a9a2ece33326fe416eaf6e988dc
455	GCF_000354455.1	GCF_000354455.1	PASS	111	5054520	185393	0	ae992c24b2f4a43ec54216e0d86f4f828f77fdc2462dfadf98bbb3101fbb54be	41c12f3467cec70667fc841ef2c584d17ed03c83823ca361bd741f1848b13f90	f5ef996abc4e794da5393047bf639ea27148b6d8534f8e35831daababc0d2953	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000354455.1.fa	f83ab3ccde5f96f7372668894990a75df37a8ce8d86817666039bb8840722941
456	GCF_005394825.1	GCF_005394825.1	PASS	220	5224511	84050	3803	01b94ac6b80d306490af00711e63a263386fcefd9a792d4b93941eb80cea23a6	91e5ed8cbcf6670b2d9deab2793dd7cae084f43cddce4e0d4e4969db20bea4b0	6eac0436b77777471693908d13e8c5cbcf70928c5a5f3bc49cea0daba60574a9	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005394825.1.fa	2ea7fcd6bf93014d948cf2b1aac16a5ef7b2e35f84c1e41b97ebe949b7847e6b
457	GCF_002001975.1	GCF_002001975.1	PASS	337	5466066	91719	0	780010391f1edfdc9c08cd6fd5ab311e3a093c5e72a12c49c4b352861f427895	15e4e29a630be7c466c19d99a0c413cbf9880363d3ff4f4410cb03d804416308	6fe358b771252e16ff45aa437778d922e42e62a841ec9c31334b03f3a43146ec	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002001975.1.fa	1eaa276e8ec2f4df202908b46844176d55b225279c0c8c8cd34b7d01b342a87c
458	GCF_005381345.1	GCF_005381345.1	PASS	148	5256839	145411	324	9b67c60a1b00e567fbbea8595d6e2ebf46ac8d8bab0476239950131de5583b94	91ab8f10f7f713400f839a6fc6af2cf7f6da32457db2dced853c0c9fe7f4be48	a7589e7ec3510131f0645eddbc8a66319a3405d6609f638147c08a58423f3e8d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005381345.1.fa	a1fa236c335272de2a489f2cc9369e631bc0ea3af5af55a6a198f487bb6e4bcd
459	GCF_000352925.1	GCF_000352925.1	PASS	4	4917133	2515272	33822	f9293a6310c7e2a77c98401853556ad4ff70f29537f04a9c919fdde2f171c52d	bc66bee42d3c26ba8588e0272492eb3b43d5c224a29026fe9b4628c83db9895a	96a6a65efa8794bc5cd33b627a533ca782833d3651bb81855fd1c03b99e2c79f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000352925.1.fa	2095dd58a34ef4c0c9525fe22c143f13d8be3da2cd9ffe37211554d4c945e1dc
460	GCF_001749125.1	GCF_001749125.1	PASS	165	5110406	132849	0	8ee0c3f09fbf4c84bed49408274e441d0055abedd6972f667126e887096b1edc	503a2e6b3b19266955e6385dadd784d3fc1b60f36d556ab68908041b1e9c63d7	b75dc3063f118cce69be205b0576708f5b3a782c16d3583002f0fb9a35ee6434	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001749125.1.fa	029b257cb161db08a59e1a9f2c0e1c4da487b55abb9fcdb461e5f70eeab3a3a9
461	GCF_002573065.1	GCF_002573065.1	PASS	65	4964881	193003	4	53a967b75d1627a913adabc39ad80e3e28702a658bcdcfbf38107fc370d03ab4	14d80f7e77912aebe613d35d5ca288d8bce615bb8d580690fee330b8e6ef9639	e149266d7f5db44d0deea5b05703e1d333f4c0dd170b53879622cb02c2af7232	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002573065.1.fa	2da9c3c70b91c78d9fa460a14f57adf7f8e6eab2c29f62a2a90b6b1fb5776922
462	GCF_002514845.1	GCF_002514845.1	PASS	569	5592993	70923	0	45b90b0c7715462bf8e5a1d0b327895efbd6941f76ba1f727dcd621f0b4db56c	76c1ad9e3852f27d48eb15843b5b5ecc087b8a50004a803b035eb0c7188b2110	07cadf7f6b6a7312d81885a9303bcae136d230238335c024ac64d9f561643fdf	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002514845.1.fa	6f49186d31cd54bcec902c12902ed1bad70efb8aecfccc2991780d2256b63a0a
463	GCF_019587525.1	GCF_019587525.1	PASS	134	5264121	359927	0	460bd902a9cf5d481460c1dfd252be1581b0fda1d70dcc3faa669e960081744e	27ccc4ea5ff1c4e2d9b6981b2e9ec3daca7dcea11cb69fa3a34482842cc5fa0f	f896da3f33f7f6f139d5c362a34e0361a6efd653769265dc61343afdef43c5fe	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019587525.1.fa	85c4a6d1621773a6bdb6974713244c18d777f5ab69f3583d9b1860d7e9f6c1e6
464	GCF_002233095.1	GCF_002233095.1	PASS	250	4862517	193354	0	11c24042b7af51d140ff6d354c1b84bb5294eed073890e9471f086b8e59923f9	323f1b4005210cc6a731d92be44e302439590eeb4321071b2fcada6b51ead9d9	44aa8d19008f676507b813591e078d0280ec5b1b6d496cef7f55c88e019ab657	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002233095.1.fa	1d5dced1b22557629322223c95e4e609506818086d6c7f467e375d8b17b40da3
465	GCF_003361455.1	GCF_003361455.1	PASS	245	5502043	95364	0	1b3eced6bc0df44920303ad418d1b1f72e344c769a14235ffee93342d90f5752	f33f9ca0ddb537b5fc52a91b4ae6fd5d065c08617072d5926833fba7cd8f3d80	1adb5d7860c92252568d91954d4ab7a8cdc3de11d95ab648ddb06cf012105ed9	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003361455.1.fa	45c0ca7f0d8a5ca237b276038e77a0b2270db8e86dfca69418cd83d61ca10fc1
466	GCF_004170625.1	GCF_004170625.1	PASS	139	4616306	130832	177	654df339c59936ec918481a42ad88940d9b433dd930ebf993e9986e0351efe41	ac9fbc1ea40b5fdf9628b76f0f9152bd17a764963652c89ec35cd64f90b93a07	ffef2356b5df02e013a8d07d2da35308e25b7a58606d3a88d3b42f41383a5e68	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004170625.1.fa	d05a67e43fe6684efc7bf7193e3b7245e2c9b04f889908357c0329cfa302842c
467	GCF_018069725.1	GCF_018069725.1	PASS	1	5231571	5231571	561065	b40df93dc45588bece0be7584bb67d75e48a8e7aa0a02b2d22e12192990169f0	cb171ce73bab94e149976b10a2440afb070675ff47333dfe86501340941c2e26	fd077fcc1a13f7e6551407fafc0bbf0d2086a7fc886656612c0409c4a6fd6360	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_018069725.1.fa	fd522ab65a179b6a921e92c365d45eff3a448dd8767217462aeb3a2d27c2cd46
468	GCF_001412975.1	GCF_001412975.1	PASS	124	4741442	3066128	3708	c76b7aeceffae9b8b321272030efde1326f8ba9d9218b40ac561cde3ed98c325	80810dde72d830eb5d7eb7a47476e6d8f43ae87da4fa272b6e24f2f70eda7797	a8d20b648d6a0e6aa8285e1e8856d277ba226948a5c78d184b967b8f22172482	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001412975.1.fa	b6dadfc76b1a8b566313076b0f7c016f7fd2e2cf898ede3e762b4945581924e6
469	GCF_002319515.1	GCF_002319515.1	PASS	143	5120590	201888	0	5e9bd4e1eef4cba59143ddf976e784d6a06d80814d636894b476a47ce1f0dda2	c8c4cf06e6fcfab30b3a3efd05839d624fad187c5af0c062e4ff877295dd79a6	0dc7a0fe1bd9fba0e9161f130ee15b8d816f7050b85de85988cf37679341f637	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002319515.1.fa	332ba5b784568f3277f236bcc3d1008844af5cb28beb28a0f5e8b9c95d35cc89
470	GCF_021109055.1	GCF_021109055.1	PASS	190	5187696	118804	0	e0cb3287ccced72b0ff54f8cb3a1ccdd43f1a363490fd237a7be7798bb1aec4e	159bab4289ea24097f15469b545b1c54d3294c3232975213cf4839a3c37db9e3	44bd4c852598efc00a5ad46242094b0bbe3f27786d5985c31411e346c3386b69	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_021109055.1.fa	b2dd0c352089fdb6288206182bdd39c8aae585e56016cc8dcc2cb05b46dbbbfc
471	GCF_001749065.1	GCF_001749065.1	PASS	178	5133112	154466	0	8c8d651c0d651014ee09389e596fd748190bdc33299b02bf3d02b7c9b5dbd0ed	0592574ba9eeeceea30b6865386c59a21e9a21f857dafc47971df5529440f9ed	7727323c508491fbd313bf77a3d65e07cf74118965b8b898114573611751be9a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001749065.1.fa	796cfbcff546d55ca8e600b530a3e89ddd36711c3c457883d932922e93cb07ee
472	GCF_003981665.1	GCF_003981665.1	PASS	216	5292516	101322	0	37055db5dea6759d21355afcc38641f8ee4ba39e6c94984a8db4215bfc7d37e1	5a3e7680ba292194ed1d21b371e6ccfea90576196a296c9fd29fb668f06bc9c4	81253fa8d99eef68accfec1265216705ed6ee78a8b7b8e029b836f8e773d76b6	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003981665.1.fa	d361df6cb33ddb0d805ecd08cf836f80b6a47e8ba9ac9cc0faf33b4dd56a4d4a
473	GCF_005391865.1	GCF_005391865.1	PASS	117	5137368	154830	1486	565cfaad9d46e2c8afcd5375d071553ec333e883c457c90cbc47a8575873b934	fc103cb0edeeb715c1cefa4a0e6737563c56ecb7add21e5fd75de8de50468f14	3dc3bc941d3dc351e0203aa2742091854b7d8bfc6d51539f839c6d4c07efe907	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005391865.1.fa	3502f7276c3c1c42dc04e069cc85c18d0b54f3fbbefd96e46fc0784542a19b1c
474	GCF_005396145.1	GCF_005396145.1	PASS	79	4750704	137747	5162	a8659cbc410a8a7a42f2a72d943855215ec16bfd8d9a23ee666f4093a8f3e6d5	2eee7c53550974bdfdd710a8a2d052184d60c56afaacfdb948934a37cd436450	975cc7d60da364d7ec23408830fcf07e61eba4e61eb118bd37a9faa8e4d0b13b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005396145.1.fa	d395c29aa17a230f2d966b4a074377a3fdb05bdfdbd5feb1d5674e88cbc2bc42
475	GCF_003388915.1	GCF_003388915.1	PASS	227	5045426	54070	0	90906651e266efd82b9389785659457f1c034f32a0c811f7515c4142de6b2013	39b321d3b2293a8915b2d717e852f94ea4fb266d83b9758df67fb84c54a2cba8	08e7e2a5de228ff6382faf94a3f873e6fd36b763d98c0b4e83c8777a077a2960	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003388915.1.fa	e07e2d28ee707d80ee15f87fe3822f1e7af109e52ef6ce8dc158ddb5b0818bca
476	GCF_014494025.1	GCF_014494025.1	PASS	169	5365541	113251	0	65c4473bcb4b5d4d6de18c9bcbf3d900717d66476ccb8f06f3a70a4af708f91f	e4610c2289947e2c5c52541d7ecbcece8bdd921d7a8e8e4242a38fb230898b9e	c6082fec6f79907f4f6c3e0ea2a97bb9ee31536e170c6a72dac447bcd472fce2	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_014494025.1.fa	73036c905a89b865116365d353285d6c0c713838eea9484326206a8f5dd11f74
477	GCF_002226735.1	GCF_002226735.1	PASS	97	5187085	209394	0	a9412d137582bdfbfa7f45de2b12dd50ba3226376fe10a5a62ee2feeeb2341da	0e55fa4facb397ebb18a1f926e2be66adbbdf7157953794c7e2af816f1954dd6	81c95c7d55f331c282fe21f72cdb0cee801649b8f955c696a302feada1cdd0fc	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002226735.1.fa	cc247fee993a9eb2dd03ba4e0404b286b1fc4dac0fc95a763f32edf3618ad19d
478	GCF_016126995.1	GCF_016126995.1	PASS	4	5400968	5173590	0	6fb1b15f40b38e6c55df242cf92a9a25e958575753317e2a7237239ac32616e4	3ea3a39f6306d55241fda665a461bffafe617f97da7d3f4ff6e1d4c37afd5f2b	19e5868f18b968600393b891bd3b924fdcdb8fb8c98dbac2eda767c0159c891a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016126995.1.fa	1cde56b0fa6176c60cd045d450377de05a1eb6a183df926c81145136bebbc4e2
479	GCF_009822095.1	GCF_009822095.1	PASS	567	5513077	87733	1989	e401b28d0359872b23266af203202e25eb2f2f844e9de1869ab2e6f11976f976	8e9f3e39e86836b1fd84e1b8fd400038c6c63936f5acfbda5e5730149e610177	922f7a35e00ec55fb3d8eaa81ee7a30d1fde66788f3f6cebd3f0102a7f0ea341	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009822095.1.fa	1ddb0aea5acbde501c8d37f97f3e47b4ef5866d6537aa4a95320cdedf2bab284
480	GCF_004767245.1	GCF_004767245.1	PASS	94	4879287	174580	0	1fd622e42e3af27fc89ba87b37860ac4adf078dd1352497669dc5ed6d108e24d	59a5c920496f9a40978d016869cebd675c4b6fb5c1f78c55d9caf90335be6b25	731baee4e8feb3306723d33815f714f15a0cfe770d9d45db453e46b595e89108	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004767245.1.fa	0eeb36d853ae59ff109c7821dcc25bdd881238367f593542be5c46e057e6d56a
481	GCF_002511275.1	GCF_002511275.1	PASS	340	5182133	85770	0	eb556739dfc6b42d00eb66c6dc01dcb8edef6a3b83828113ce0c79bb558df32a	2daa3cf97a6467dba3b826f8edacc36c5cd3e4afdb1ffc54255fe289605aa527	9097bc2788f34ea1a93ad7d4ac5ee76f93b607b0a22cee5e059bad6d0dad2cbf	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002511275.1.fa	fa01e9bec51438941cd7ffba96420a5112da674e1e486336b9d71cf6b78d685f
482	GCF_021353995.1	GCF_021353995.1	PASS	254	4897748	76720	0	2a482420cce6ce9eda1d941ab214523404ccceffcdf58983f06d1c3f6d73d023	7a8e04e21681030e048e10ee9f4363491ba80127531086f3958f582e15cbe365	4084c2880ad85e26f6e029c2e533ca98fb2dc6a66c5e77c6e1c242af06bc514a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_021353995.1.fa	29979a8dc6213311c2f9d2b562b1bbbcd8b37c9932c7fa3671b334a8bbb66c9e
483	GCF_000091005.1	GCF_000091005.1	PASS	5	5855531	5697240	0	977136bc4a7988968b0ce4ebe5c690b913250e34ead315aef60d987349178eb6	42697816e4b02523de9d9a606670413698b91ce0bece3f42e56260213ae3e06b	c3a75155579f56b1042de8e6e0a042cf3178062f380b1d61594b063bdb0c815b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000091005.1.fa	5e2aed2657f4314d73021d4fa8614af05efe40beb06f38d674a685430f2ca5c4
484	GCF_003981255.1	GCF_003981255.1	PASS	179	5180545	118660	1	500546c01d4a47709b530476a0571262660e7bad11a72cfc24def3dc7e27f87f	f881bb4f73f7658fefa8ca104958594e1d1ae5c41fa271021d9d8d84725ee352	963839fa94b78872ba23e88ab5b91156100912968889b7966991c6db876e2950	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003981255.1.fa	01d45023a8f16f16afa51c0941d8fadc74c9d50af1e16559f29f9b0521569d49
485	GCF_003304855.1	GCF_003304855.1	PASS	157	4920699	148174	0	2baa9abf64349bfdcebd4c64f354a6ae8b582086f00bc315ad238bf86ecd03ee	335f798a03f426e1f38a8bf1e6b1fbf01e98daf51b4b3bec4f6f519c97ff692b	254590e6c8f89921c419b3adc9e35bd702271f0b48da7435153339af89e64755	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003304855.1.fa	e5745ac839aee354182644d827ba80b525942b99e9a9b9ccf22c310182c03fc5
486	GCF_000457285.1	GCF_000457285.1	PASS	5	5179002	4104377	24461	54bc0d42e1826243bf008191cda364c1390c34575aee5f43ae8556237e6937b2	388c2cbbebd386684d07d99491d8f50978717e17d740a77924ba1906a894c555	90a2473c71e842df359adf865efdac98800099d1487bc22cc58d73d43133c9d9	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000457285.1.fa	587634cccc0ce025d50c745108b110f18cc8db516d52e5959cc634c4804b7319
