clade_id	community	n_members	n_partitions	length_bp	status	n_genomes	source_genomes
2_0024	2	12	105	46609	ml	12	GCF_000408565.1,GCF_000503595.1,GCF_000700185.1,GCF_000700205.1,GCF_000797935.1,GCF_000798015.1,GCF_000798195.1,GCF_000819375.1,GCF_000831335.1,GCF_000831715.2,GCF_001012615.1,GCF_001463325.1
2_0025	2	50	579	47654	ml	49	GCF_000167855.1,GCF_000193995.1,GCF_000194495.1,GCF_000215225.1,GCF_000234295.1,GCF_000250175.1,GCF_000250195.1,GCF_000250215.1,GCF_000250295.1,GCF_000263915.1,GCF_000446405.2,GCF_000446965.2,GCF_000506845.1,GCF_000615535.1,GCF_000616345.2,GCF_000617125.2,GCF_000619105.1,GCF_000619265.2,GCF_000690985.1,GCF_000691005.1,GCF_000691025.1,GCF_000691045.1,GCF_000695135.1,GCF_000708145.1,GCF_000708165.1,GCF_000752135.1,GCF_000752615.1,GCF_000752735.1,GCF_000752975.1,GCF_000948435.1,GCF_000948475.1,GCF_000948555.1,GCF_000965545.1,GCF_000965575.1,GCF_001012085.1,GCF_001012405.1,GCF_001012435.1,GCF_001191035.1,GCF_001191105.1,GCF_001191355.1,GCF_001191395.1,GCF_001191465.1,GCF_001265595.1,GCF_001266005.1,GCF_001284245.1,GCF_001284485.1,GCF_001286165.1,GCF_001309635.1,GCF_001506145.1
2_0026	2	8	156	71433	ml	8	GCF_000026545.1,GCF_000446405.2,GCF_000458455.1,GCF_000461255.1,GCF_000797915.1,GCF_000948835.1,GCF_001265975.1,GCF_001286505.1
2_0027	2	20	381	74540	ml	20	GCF_000167855.1,GCF_000194555.1,GCF_000333215.1,GCF_000351325.1,GCF_000356105.2,GCF_000408045.1,GCF_000408345.1,GCF_000408625.1,GCF_000461315.1,GCF_000492275.1,GCF_000498255.1,GCF_000498275.1,GCF_000714595.1,GCF_000778285.1,GCF_000785255.1,GCF_000819225.1,GCF_001268325.1,GCF_001268945.1,GCF_001309485.1,GCF_001484235.1
2_0028	2	6	89	36401	ml	5	GCF_000264115.1,GCF_000408025.1,GCF_000482045.1,GCF_000703605.1,GCF_001309485.1
2_0029	2	3	84	21991	ml	3	GCF_000460035.1,GCF_000935505.1,GCF_001466755.1
2_0030	2	16	157	78500	ml	14	GCF_000164615.1,GCF_000194555.1,GCF_000408645.1,GCF_000461015.1,GCF_000699365.1,GCF_000700525.1,GCF_000700585.1,GCF_000704565.1,GCF_000778955.1,GCF_001484485.1,GCF_001519485.1,GCF_001519635.1,GCF_001520145.1,GCF_001520695.2
2_0031	2	29	136	41544	ml	29	GCF_000250315.1,GCF_000250335.1,GCF_000326485.1,GCF_000326845.1,GCF_000352165.1,GCF_000352285.1,GCF_000353165.1,GCF_000354915.1,GCF_000356845.2,GCF_000357645.1,GCF_000446905.2,GCF_000457025.1,GCF_000457455.1,GCF_000458685.1,GCF_000627295.1,GCF_000700125.1,GCF_000700685.1,GCF_000703545.1,GCF_000703785.1,GCF_000705005.1,GCF_000776675.1,GCF_000781255.1,GCF_001262975.1,GCF_001265575.1,GCF_001266195.1,GCF_001268425.1,GCF_001269085.1,GCF_001280345.1,GCF_001463405.1
2_0032	2	3	103	52086	ml	3	GCF_000326925.1,GCF_000353145.1,GCF_000408145.1
2_0033	2	4	138	98500	ml	4	GCF_000782675.1,GCF_001064885.1,GCF_001284005.1,GCF_001286225.1
2_0034	2	70	908	31955	ml	69	GCF_000026345.1,GCF_000164355.1,GCF_000227625.1,GCF_000242015.1,GCF_000355295.1,GCF_000355555.2,GCF_000356485.2,GCF_000358145.2,GCF_000398885.1,GCF_000407865.1,GCF_000407965.1,GCF_000408545.1,GCF_000456805.1,GCF_000458805.1,GCF_000459855.1,GCF_000461795.1,GCF_000474825.1,GCF_000485655.1,GCF_000503515.1,GCF_000506485.2,GCF_000506585.2,GCF_000513375.1,GCF_000522085.1,GCF_000522105.1,GCF_000522165.1,GCF_000522185.2,GCF_000522205.1,GCF_000522225.1,GCF_000522245.1,GCF_000522265.1,GCF_000522285.1,GCF_000522305.1,GCF_000522405.1,GCF_000586515.1,GCF_000601195.1,GCF_000633675.2,GCF_000692515.1,GCF_000692575.1,GCF_000777475.1,GCF_000778545.1,GCF_000779915.1,GCF_000782315.1,GCF_000782335.1,GCF_000782355.1,GCF_000784925.1,GCF_000798275.1,GCF_000814525.1,GCF_000817425.1,GCF_000819005.1,GCF_000819085.1,GCF_000936455.1,GCF_000937355.1,GCF_000939135.1,GCF_001005605.1,GCF_001182815.1,GCF_001419865.1,GCF_001484295.1,GCF_001485455.1,GCF_001519355.1,GCF_001519945.1,GCF_001520335.1,GCF_001562635.1,GCF_001562645.1,GCF_001562655.1,GCF_001562695.1,GCF_001562705.1,GCF_001562715.1,GCF_001562755.1,GCF_001562815.1
2_0035	2	1	0	8261	singleton	1	GCF_001030585.1
2_0036	2	5	78	41886	ml	5	GCF_000017765.1,GCF_000351765.1,GCF_000798535.1,GCF_001029125.1,GCF_001284805.1
2_0037	2	1	0	890	singleton	1	GCF_000495095.1
2_0038	2	2	8	4321	ml	2	GCF_000703765.1,GCF_000703905.1
2_0039	2	3	55	29341	ml	3	GCF_000446625.2,GCF_000704325.1,GCF_000819325.1
2_0040	2	27	93	44328	ml	25	GCF_000026325.1,GCF_000163155.1,GCF_000188875.1,GCF_000194665.1,GCF_000225225.1,GCF_000252805.1,GCF_000304095.2,GCF_000356145.2,GCF_000410655.2,GCF_000410675.2,GCF_000446545.2,GCF_000713525.1,GCF_000713535.1,GCF_000797595.1,GCF_000798575.1,GCF_000819105.1,GCF_001005685.1,GCF_001265235.1,GCF_001265845.1,GCF_001266375.1,GCF_001268825.1,GCF_001269265.1,GCF_001269325.1,GCF_001563385.1,GCF_001563405.1
2_0041	2	1	0	5835	singleton	1	GCF_000167915.2
2_0042	2	1	0	4047	singleton	1	GCF_000249535.1
2_0043	2	3	59	37810	ml	3	GCF_000351345.1,GCF_000819325.1,GCF_000954045.1
2_0044	2	5	33	20545	ml	5	GCF_000798355.1,GCF_000819145.1,GCF_001012495.1,GCF_001012505.1,GCF_001519525.1
2_0045	2	3	12	7959	ml	2	GCF_000715035.1,GCF_000781215.1
2_0046	2	1	0	38498	singleton	1	GCF_001419925.1
2_0047	2	1	0	31538	singleton	1	GCF_000488015.1
2_0048	2	3	62	31044	ml	3	GCF_000304095.2,GCF_000410655.2,GCF_000410675.2
2_0049	2	3	62	44911	ml	3	GCF_000777065.1,GCF_001077865.1,GCF_001077935.1
2_0050	2	2	68	34255	ml	2	GCF_000782275.1,GCF_000814145.2
2_0051	2	50	640	44936	ml	50	GCF_000190795.1,GCF_000234605.1,GCF_000335075.2,GCF_000335355.2,GCF_000354775.2,GCF_000354915.1,GCF_000354995.2,GCF_000355295.1,GCF_000355535.1,GCF_000357105.1,GCF_000358595.2,GCF_000408605.1,GCF_000446985.2,GCF_000457635.1,GCF_000457655.1,GCF_000458175.1,GCF_000458875.1,GCF_000471465.1,GCF_000488595.1,GCF_000511545.1,GCF_000599725.2,GCF_000619245.1,GCF_000692635.1,GCF_000703265.1,GCF_000703625.1,GCF_000713095.1,GCF_000752595.1,GCF_000776155.1,GCF_000778745.1,GCF_000781595.1,GCF_000782075.1,GCF_000798435.1,GCF_000798575.1,GCF_000831715.2,GCF_000951855.1,GCF_001030515.1,GCF_001052365.1,GCF_001054145.1,GCF_001057815.1,GCF_001067425.1,GCF_001182885.1,GCF_001268885.1,GCF_001283445.1,GCF_001285005.1,GCF_001286665.1,GCF_001373235.1,GCF_001440645.1,GCF_001518365.1,GCF_001520395.1,GCF_001561285.1
2_0052	2	50	302	30902	ml	44	GCF_000167815.1,GCF_000171995.1,GCF_000190795.1,GCF_000190855.1,GCF_000249535.1,GCF_000250315.1,GCF_000340275.1,GCF_000352665.1,GCF_000355295.1,GCF_000355455.2,GCF_000356745.2,GCF_000358635.2,GCF_000358655.2,GCF_000358695.2,GCF_000359095.2,GCF_000397565.1,GCF_000398885.1,GCF_000456885.1,GCF_000457145.1,GCF_000457635.1,GCF_000457655.1,GCF_000458875.1,GCF_000503455.1,GCF_000511425.1,GCF_000617585.1,GCF_000690945.1,GCF_000691065.1,GCF_000703625.1,GCF_000749575.1,GCF_000762385.1,GCF_000798535.1,GCF_000806175.1,GCF_000819085.1,GCF_000819165.1,GCF_001012535.1,GCF_001030505.1,GCF_001191135.1,GCF_001268545.1,GCF_001268725.1,GCF_001283745.1,GCF_001283785.1,GCF_001283985.1,GCF_001286105.1,GCF_001463385.1
2_0053	2	30	6	3581	ml	30	GCF_000171935.1,GCF_000249535.1,GCF_000249715.1,GCF_000264175.1,GCF_000267225.2,GCF_000267305.2,GCF_000267325.1,GCF_000267425.2,GCF_000267605.2,GCF_000267685.2,GCF_000267805.2,GCF_000303435.2,GCF_000303555.2,GCF_000303615.2,GCF_000334975.2,GCF_000335035.2,GCF_000335235.2,GCF_000356745.2,GCF_000446965.2,GCF_000511525.1,GCF_000616365.1,GCF_000619425.1,GCF_000704285.1,GCF_000713025.1,GCF_000778965.1,GCF_000779175.1,GCF_001191345.1,GCF_001268965.1,GCF_001281915.1,GCF_001519515.1
2_0054	2	38	504	54639	ml	38	GCF_000026545.1,GCF_000225225.1,GCF_000247665.3,GCF_000249055.1,GCF_000249075.1,GCF_000249115.1,GCF_000249135.1,GCF_000249175.1,GCF_000249215.1,GCF_000351185.1,GCF_000351365.1,GCF_000351885.1,GCF_000351905.1,GCF_000352625.1,GCF_000354275.2,GCF_000356205.2,GCF_000356405.2,GCF_000356625.2,GCF_000387805.2,GCF_000442085.2,GCF_000457895.1,GCF_000488135.1,GCF_000691085.1,GCF_000700245.1,GCF_000700425.1,GCF_000703905.1,GCF_000714095.1,GCF_000776255.1,GCF_000780035.1,GCF_001054245.1,GCF_001265165.1,GCF_001265415.1,GCF_001266335.1,GCF_001266355.1,GCF_001267335.1,GCF_001267345.1,GCF_001420075.1,GCF_001463405.1
2_0055	2	16	165	53772	ml	16	GCF_000167855.1,GCF_000247665.3,GCF_000303855.2,GCF_000351905.1,GCF_000446645.2,GCF_000461515.1,GCF_000485635.1,GCF_000731355.1,GCF_001053065.1,GCF_001265185.1,GCF_001266155.1,GCF_001284485.1,GCF_001284825.1,GCF_001286265.1,GCF_001286325.1,GCF_001484085.1
2_0056	2	16	79	19900	ml	16	GCF_000258225.1,GCF_000351705.1,GCF_000356985.2,GCF_000357005.2,GCF_000357045.2,GCF_000357225.2,GCF_000357245.1,GCF_000357265.2,GCF_001014795.2,GCF_001053065.1,GCF_001054175.1,GCF_001077865.1,GCF_001077935.1,GCF_001077945.1,GCF_001420055.1,GCF_001562335.1
2_0057	2	3	51	28727	ml	3	GCF_000351525.1,GCF_000797655.1,GCF_001412995.1
2_0058	2	2	58	30463	ml	2	GCF_000166615.1,GCF_000355375.2
2_0059	2	2	73	58600	ml	2	GCF_001285645.1,GCF_001309555.1
2_0060	2	1	0	40325	singleton	1	GCF_001306585.1
2_0061	2	1	0	29266	singleton	1	GCF_000488015.1
2_0062	2	1	0	39244	singleton	1	GCF_001268765.1
2_0063	2	2	85	56020	ml	2	GCF_000408565.1,GCF_000408645.1
2_0064	2	1	0	18053	singleton	1	GCF_000358555.1
2_0065	2	1	0	32000	singleton	1	GCF_000461015.1
2_0066	2	1	0	29796	singleton	1	GCF_000941835.1
2_0067	2	1	0	764	singleton	1	GCF_000779955.1
2_0068	2	1	0	2749	singleton	1	GCF_000780895.1
2_0069	2	11	183	76304	ml	11	GCF_000176535.2,GCF_000503715.1,GCF_000597845.1,GCF_000599625.1,GCF_000599645.1,GCF_000700385.1,GCF_000703985.1,GCF_000819205.1,GCF_001262955.1,GCF_001413735.1,GCF_001413745.1
2_0070	2	1	0	45204	singleton	1	GCF_000249595.1
2_0071	2	1	0	37630	singleton	1	GCF_001309485.1
2_0072	2	15	18	7310	ml	15	GCF_000335275.2,GCF_000356065.2,GCF_000356605.2,GCF_000358555.1,GCF_000358675.2,GCF_000397545.1,GCF_000462345.2,GCF_000511545.1,GCF_000734955.1,GCF_000768505.1,GCF_001057975.1,GCF_001265265.1,GCF_001277775.1,GCF_001284685.1,GCF_001285885.1
2_0073	2	7	68	33418	ml	7	GCF_000183005.1,GCF_000249095.1,GCF_000249235.1,GCF_000387845.2,GCF_000442065.2,GCF_000711605.1,GCF_000714255.1
2_0074	2	8	83	42909	ml	8	GCF_000194235.1,GCF_000397545.1,GCF_000397565.1,GCF_000457595.1,GCF_000714255.1,GCF_000798495.1,GCF_001283705.1,GCF_001284585.1
2_0075	2	46	454	43560	ml	45	GCF_000166595.1,GCF_000188875.1,GCF_000194645.1,GCF_000264235.1,GCF_000304255.1,GCF_000355155.2,GCF_000356005.2,GCF_000356025.2,GCF_000357525.2,GCF_000357625.2,GCF_000358265.2,GCF_000358775.2,GCF_000358835.2,GCF_000358855.2,GCF_000446095.2,GCF_000446175.2,GCF_000617425.1,GCF_000701145.1,GCF_000704225.1,GCF_000713105.1,GCF_000713505.1,GCF_000713575.1,GCF_000713945.1,GCF_000776935.1,GCF_000779395.1,GCF_000798215.1,GCF_000941835.1,GCF_000943355.2,GCF_000987545.1,GCF_001012345.1,GCF_001012615.1,GCF_001039145.2,GCF_001052365.1,GCF_001076105.1,GCF_001244915.1,GCF_001264215.1,GCF_001276265.1,GCF_001283765.1,GCF_001284825.1,GCF_001285045.1,GCF_001285425.1,GCF_001285945.1,GCF_001463405.1,GCF_001519945.1,GCF_001520335.1
2_0076	2	47	213	41102	ml	47	GCF_000179095.1,GCF_000194645.1,GCF_000252805.1,GCF_000355315.2,GCF_000356225.2,GCF_000403985.1,GCF_000498235.1,GCF_000517245.1,GCF_000703725.1,GCF_000704025.1,GCF_000704325.1,GCF_000704525.1,GCF_000704545.1,GCF_000704785.1,GCF_000711515.1,GCF_000711565.1,GCF_000731355.1,GCF_000752695.1,GCF_000773535.1,GCF_000778635.1,GCF_000780555.1,GCF_000780895.1,GCF_000797575.1,GCF_000797595.1,GCF_000819245.1,GCF_000819375.1,GCF_001012155.1,GCF_001012315.1,GCF_001058315.1,GCF_001191455.1,GCF_001265155.1,GCF_001266075.1,GCF_001268725.1,GCF_001268885.1,GCF_001282335.1,GCF_001283165.1,GCF_001283465.1,GCF_001283845.1,GCF_001284285.1,GCF_001284625.1,GCF_001285365.1,GCF_001285445.1,GCF_001285665.1,GCF_001519335.1,GCF_001519645.1,GCF_001520735.1,GCF_001521435.1
2_0077	2	7	16	11000	ml	7	GCF_000356325.2,GCF_000713015.1,GCF_000819165.1,GCF_001265925.1,GCF_001265935.1,GCF_001265975.1,GCF_001285145.1
2_0078	2	3	11	8126	ml	3	GCF_000797575.1,GCF_000819245.1,GCF_001012535.1
2_0079	2	2	9	5858	ml	2	GCF_001030675.1,GCF_001471815.2
2_0080	2	2	11	7848	ml	2	GCF_001030675.1,GCF_001265235.1
3_0000	3	100	932	43078	ml	100	GCF_000026345.1,GCF_000219515.2,GCF_000227625.1,GCF_000234235.1,GCF_000241975.1,GCF_000305435.2,GCF_000326925.1,GCF_000326965.1,GCF_000351025.1,GCF_000352065.1,GCF_000352325.1,GCF_000352965.1,GCF_000408105.1,GCF_000408145.1,GCF_000456625.1,GCF_000456685.1,GCF_000456705.1,GCF_000456805.1,GCF_000457285.1,GCF_000458295.1,GCF_000458705.1,GCF_000458805.1,GCF_000458975.1,GCF_000459095.1,GCF_000459595.1,GCF_000460275.1,GCF_000460315.1,GCF_000460835.1,GCF_000464955.2,GCF_000488455.1,GCF_000494995.1,GCF_000513455.1,GCF_000617585.1,GCF_000627135.1,GCF_000627315.1,GCF_000647455.1,GCF_000687005.1,GCF_000692515.1,GCF_000692535.1,GCF_000692555.1,GCF_000700105.1,GCF_000700485.1,GCF_000704445.1,GCF_000704465.1,GCF_000704485.1,GCF_000704505.1,GCF_000704965.1,GCF_000711485.1,GCF_000713435.1,GCF_000713865.1,GCF_000714255.1,GCF_000752455.1,GCF_000752655.1,GCF_000777475.1,GCF_000778015.1,GCF_000779075.1,GCF_000780845.1,GCF_000781315.1,GCF_000781805.1,GCF_000781935.1,GCF_000782375.1,GCF_000782395.1,GCF_000782415.1,GCF_000782435.1,GCF_000782455.1,GCF_000782475.1,GCF_000782575.1,GCF_000785255.1,GCF_000797735.1,GCF_000801185.2,GCF_001012175.1,GCF_001012335.1,GCF_001012395.1,GCF_001030435.1,GCF_001030585.1,GCF_001032735.1,GCF_001057225.1,GCF_001265595.1,GCF_001266005.1,GCF_001277675.1,GCF_001283725.1,GCF_001284225.1,GCF_001286165.1,GCF_001420935.1,GCF_001463585.1,GCF_001506145.1,GCF_001520235.1,GCF_001520275.1,GCF_001520395.1,GCF_001520495.1,GCF_001520835.1,GCF_001520935.1,GCF_001521025.1,GCF_001542545.1,GCF_001561045.1,GCF_001561135.1,GCF_001561375.1,GCF_001561445.1,GCF_001561455.1,GCF_001566615.1
3_0001	3	100	600	29991	ml	100	GCF_000025745.1,GCF_000148605.1,GCF_000157115.2,GCF_000167875.2,GCF_000190915.1,GCF_000215205.1,GCF_000225145.1,GCF_000241975.1,GCF_000263915.1,GCF_000267485.2,GCF_000267525.2,GCF_000303235.2,GCF_000304135.2,GCF_000316385.2,GCF_000326625.1,GCF_000351465.1,GCF_000352265.1,GCF_000352365.1,GCF_000352405.1,GCF_000352565.1,GCF_000408445.1,GCF_000414155.2,GCF_000456005.1,GCF_000457535.1,GCF_000459275.1,GCF_000459495.1,GCF_000459595.1,GCF_000459795.1,GCF_000460115.1,GCF_000493595.2,GCF_000601135.1,GCF_000614565.2,GCF_000616345.2,GCF_000617365.2,GCF_000617685.1,GCF_000617785.1,GCF_000647475.1,GCF_000695135.1,GCF_000700405.1,GCF_000713935.1,GCF_000752735.1,GCF_000752755.1,GCF_000776655.1,GCF_000778375.1,GCF_000779425.1,GCF_000779835.1,GCF_000780215.1,GCF_000780275.1,GCF_000780755.1,GCF_000780875.1,GCF_000781095.1,GCF_000781215.1,GCF_000781575.1,GCF_000781735.1,GCF_000781755.1,GCF_000781775.1,GCF_000819145.1,GCF_000936125.1,GCF_000936475.1,GCF_000948435.1,GCF_000948825.1,GCF_000965705.1,GCF_001012445.1,GCF_001012635.1,GCF_001021595.1,GCF_001030635.1,GCF_001030665.1,GCF_001039075.2,GCF_001039135.2,GCF_001052705.1,GCF_001188105.2,GCF_001191105.1,GCF_001191395.1,GCF_001191455.1,GCF_001262865.1,GCF_001263015.1,GCF_001264175.1,GCF_001266075.1,GCF_001268565.1,GCF_001280385.1,GCF_001283285.1,GCF_001283605.2,GCF_001283705.1,GCF_001284805.1,GCF_001285245.1,GCF_001285965.1,GCF_001285985.1,GCF_001286145.1,GCF_001519135.1,GCF_001519235.1,GCF_001519555.1,GCF_001519715.1,GCF_001519735.1,GCF_001519755.1,GCF_001519775.1,GCF_001519835.1,GCF_001519895.1,GCF_001520575.1,GCF_001520775.2,GCF_001524905.1
3_0002	3	100	1625	32373	ml	100	GCF_000234315.1,GCF_000249255.1,GCF_000249875.1,GCF_000267005.2,GCF_000267645.2,GCF_000267745.2,GCF_000267825.2,GCF_000267845.2,GCF_000267905.2,GCF_000267945.2,GCF_000303795.2,GCF_000303935.2,GCF_000304815.2,GCF_000304855.2,GCF_000305375.2,GCF_000316365.2,GCF_000316425.2,GCF_000316445.2,GCF_000316485.1,GCF_000316565.2,GCF_000316745.2,GCF_000316765.2,GCF_000316825.2,GCF_000318425.2,GCF_000318445.2,GCF_000326325.1,GCF_000335135.1,GCF_000335215.2,GCF_000335295.2,GCF_000335375.2,GCF_000351665.1,GCF_000351805.1,GCF_000352905.1,GCF_000387785.2,GCF_000392555.1,GCF_000408505.1,GCF_000446505.2,GCF_000461955.2,GCF_000462185.2,GCF_000462485.2,GCF_000462505.2,GCF_000462545.2,GCF_000462565.2,GCF_000462585.2,GCF_000462665.2,GCF_000462705.2,GCF_000462745.2,GCF_000462765.2,GCF_000462785.2,GCF_000462805.2,GCF_000462825.2,GCF_000496345.2,GCF_000616605.2,GCF_000616645.2,GCF_000616745.1,GCF_000618045.1,GCF_000618185.1,GCF_000618225.2,GCF_000618265.2,GCF_000618305.2,GCF_000618345.1,GCF_000618405.2,GCF_000618505.1,GCF_000618525.1,GCF_000618925.2,GCF_000619345.1,GCF_000619385.1,GCF_000632655.1,GCF_000695155.1,GCF_000703225.1,GCF_000752115.1,GCF_000752415.1,GCF_000753115.1,GCF_000778435.1,GCF_000935075.1,GCF_000940355.1,GCF_000948445.1,GCF_000948615.1,GCF_000948955.1,GCF_000965555.1,GCF_000965715.1,GCF_000982035.1,GCF_001012155.1,GCF_001012345.1,GCF_001281855.1,GCF_001283145.1,GCF_001283425.1,GCF_001283805.1,GCF_001284885.1,GCF_001285865.1,GCF_001286205.1,GCF_001286445.1,GCF_001309645.1,GCF_001309715.1,GCF_001309895.1,GCF_001309905.1,GCF_001309925.1,GCF_001309985.1,GCF_001310005.1,GCF_001466815.1
3_0003	3	100	481	41458	ml	100	GCF_000164435.1,GCF_000178735.1,GCF_000178795.1,GCF_000187285.1,GCF_000194355.1,GCF_000194415.1,GCF_000215145.1,GCF_000249455.1,GCF_000267285.2,GCF_000267405.2,GCF_000267465.2,GCF_000267525.2,GCF_000267605.2,GCF_000267685.2,GCF_000267765.2,GCF_000267925.2,GCF_000267965.2,GCF_000276945.1,GCF_000303535.2,GCF_000303555.2,GCF_000303615.2,GCF_000304835.2,GCF_000316545.2,GCF_000335015.2,GCF_000335055.2,GCF_000335075.2,GCF_000335095.2,GCF_000335235.2,GCF_000335335.2,GCF_000350045.2,GCF_000351925.1,GCF_000355115.2,GCF_000446115.2,GCF_000446135.2,GCF_000446485.2,GCF_000446565.2,GCF_000446685.2,GCF_000446825.2,GCF_000456565.1,GCF_000457005.1,GCF_000457695.1,GCF_000462165.2,GCF_000462265.2,GCF_000462305.2,GCF_000467695.1,GCF_000471345.1,GCF_000478705.1,GCF_000506845.1,GCF_000614465.2,GCF_000615055.1,GCF_000616285.1,GCF_000618065.2,GCF_000618445.1,GCF_000619365.1,GCF_000619425.1,GCF_000627075.1,GCF_000627195.1,GCF_000700545.1,GCF_000703245.1,GCF_000703265.1,GCF_000703305.1,GCF_000752695.1,GCF_000768505.1,GCF_000797735.1,GCF_000819285.1,GCF_000936085.2,GCF_000942915.1,GCF_000948745.1,GCF_000969495.1,GCF_000978815.2,GCF_001012395.1,GCF_001030445.1,GCF_001186315.1,GCF_001191275.1,GCF_001262805.1,GCF_001265185.1,GCF_001265615.1,GCF_001265735.1,GCF_001266295.1,GCF_001266385.1,GCF_001277435.1,GCF_001277775.1,GCF_001281885.1,GCF_001281915.1,GCF_001281925.1,GCF_001283265.1,GCF_001283745.1,GCF_001283925.1,GCF_001284785.1,GCF_001284825.1,GCF_001285045.1,GCF_001285565.1,GCF_001285725.1,GCF_001286325.1,GCF_001286405.1,GCF_001286625.1,GCF_001299315.1,GCF_001309735.1,GCF_001419865.1,GCF_001419965.1
3_0004	3	100	321	57269	ml	100	GCF_000021125.1,GCF_000022225.1,GCF_000027125.1,GCF_000091005.1,GCF_000171935.1,GCF_000171955.1,GCF_000172055.1,GCF_000178695.1,GCF_000181735.1,GCF_000181755.1,GCF_000181775.1,GCF_000184765.1,GCF_000187365.1,GCF_000193955.1,GCF_000234215.1,GCF_000249115.1,GCF_000249275.1,GCF_000249535.1,GCF_000249895.1,GCF_000249915.1,GCF_000249935.1,GCF_000260475.1,GCF_000264035.1,GCF_000267025.1,GCF_000267065.1,GCF_000267085.1,GCF_000267125.1,GCF_000303995.2,GCF_000313405.1,GCF_000326225.1,GCF_000351045.1,GCF_000407805.1,GCF_000456405.1,GCF_000456485.1,GCF_000456565.1,GCF_000457085.1,GCF_000457325.1,GCF_000457345.1,GCF_000457385.1,GCF_000457515.1,GCF_000457915.1,GCF_000458135.1,GCF_000458355.1,GCF_000458395.1,GCF_000458435.1,GCF_000459295.1,GCF_000459355.1,GCF_000459395.1,GCF_000459415.1,GCF_000460575.1,GCF_000460915.1,GCF_000461055.1,GCF_000461135.1,GCF_000462145.2,GCF_000462385.2,GCF_000471265.1,GCF_000478215.1,GCF_000488475.1,GCF_000614085.2,GCF_000614885.2,GCF_000615695.1,GCF_000616445.2,GCF_000616485.2,GCF_000616525.2,GCF_000616565.1,GCF_000616585.2,GCF_000616625.1,GCF_000617065.1,GCF_000617745.1,GCF_000618565.1,GCF_000618645.1,GCF_000618665.1,GCF_000695115.1,GCF_000711365.1,GCF_000711435.1,GCF_000711455.1,GCF_000713455.1,GCF_000713495.1,GCF_000713585.1,GCF_000713905.1,GCF_000752775.1,GCF_000777165.1,GCF_000777845.1,GCF_000777895.1,GCF_000779545.1,GCF_000935905.1,GCF_000951835.2,GCF_000953765.1,GCF_001030285.1,GCF_001039215.2,GCF_001281755.1,GCF_001283505.1,GCF_001283565.1,GCF_001284085.1,GCF_001284125.1,GCF_001284285.1,GCF_001432175.2,GCF_001466815.1,GCF_001467005.1,GCF_001562835.1
3_0005	3	100	189	49722	ml	100	GCF_000192685.1,GCF_000267045.1,GCF_000267145.1,GCF_000267185.1,GCF_000267205.2,GCF_000267265.2,GCF_000267345.2,GCF_000267485.2,GCF_000267625.2,GCF_000267785.2,GCF_000267865.2,GCF_000267885.2,GCF_000302715.1,GCF_000303315.2,GCF_000303335.2,GCF_000303355.2,GCF_000303375.2,GCF_000303415.2,GCF_000303455.2,GCF_000303475.2,GCF_000303515.2,GCF_000303595.2,GCF_000303835.2,GCF_000303975.2,GCF_000305395.2,GCF_000305415.2,GCF_000321145.1,GCF_000446075.2,GCF_000461935.2,GCF_000462105.2,GCF_000462365.2,GCF_000462425.2,GCF_000462445.2,GCF_000462465.2,GCF_000462605.2,GCF_000462645.2,GCF_000462865.2,GCF_000462885.2,GCF_000462905.2,GCF_000520035.1,GCF_000520055.1,GCF_000614255.1,GCF_000614305.2,GCF_000614405.2,GCF_000614645.2,GCF_000614685.2,GCF_000615085.1,GCF_000615145.1,GCF_000615305.1,GCF_000615745.2,GCF_000615785.2,GCF_000615815.2,GCF_000615865.2,GCF_000615925.2,GCF_000615965.2,GCF_000616005.2,GCF_000616035.2,GCF_000616075.2,GCF_000616365.1,GCF_000616545.2,GCF_000617445.2,GCF_000617725.2,GCF_000617965.1,GCF_000618105.2,GCF_000618145.2,GCF_000618745.1,GCF_000618945.2,GCF_000619165.1,GCF_000619185.1,GCF_000619405.1,GCF_000619665.1,GCF_000619685.2,GCF_000662395.1,GCF_000671295.1,GCF_000695155.1,GCF_000695175.1,GCF_000803705.1,GCF_000936225.1,GCF_000937095.2,GCF_000951875.1,GCF_000965545.1,GCF_000965565.1,GCF_000965575.1,GCF_000965655.1,GCF_000978845.2,GCF_001191125.1,GCF_001191185.1,GCF_001191195.1,GCF_001191525.1,GCF_001281775.1,GCF_001281845.1,GCF_001282065.1,GCF_001284485.1,GCF_001285645.1,GCF_001297985.1,GCF_001297995.1,GCF_001309835.1,GCF_001309885.1,GCF_001309995.1,GCF_001558995.2
