clade_id	n_members	status	ancestral	length	n_source_genomes	host_clades	species
0_0455	2	ml	yes	11046	2	host_clade_0233	Mycobacterium celatum
0_0456	2	ml	yes	67791	2	host_clade_0027,host_clade_0274	Mycolicibacter longobardus,Mycolicibacter senuensis
0_0457	2	ml	yes	56061	2	host_clade_0110	Mycobacterium paraense
0_0458	2	ml	yes	149963	2	host_clade_0008,host_clade_0332	Mycolicibacterium nivoides,Mycolicibacterium sphagni
0_0459	1	singleton	n/a	78455	1	host_clade_0190	Mycobacterium colombiense
0_0460	1	singleton	n/a	47957	1	host_clade_0049	Mycobacterium paragordonae
0_0461	1	singleton	n/a	35486	1	host_clade_0097	Mycobacteroides salmoniphilum
0_0462	1	singleton	n/a	66213	1	host_clade_0130	Mycolicibacterium aubagnense
0_0463	2	ml	yes	96446	2	host_clade_0360	Mycobacterium sp. KBS0706
0_0464	2	ml	yes	103879	2	host_clade_0360	Mycobacterium sp. KBS0706
0_0465	2	ml	yes	21219	2	host_clade_0360	Mycobacterium sp. KBS0706
0_0466	2	ml	yes	46208	2	host_clade_0360	Mycobacterium sp. KBS0706
0_0467	2	ml	yes	80186	2	host_clade_0067	Mycolicibacterium sp. CBMA 213,Mycolicibacterium sp. CBMA 335
0_0468	1	singleton	n/a	11668	1	host_clade_0049	Mycobacterium paragordonae
0_0469	2	ml	yes	12218	2	host_clade_0046	Mycolicibacterium tokaiense
0_0470	2	ml	yes	17728	2	host_clade_0064,host_clade_0126	Mycolicibacterium iranicum,Mycolicibacterium parafortuitum
0_0471	2	ml	yes	58607	2	host_clade_0159	Mycolicibacillus koreensis
0_0472	1	singleton	n/a	17936	1	host_clade_0380	Mycolicibacterium iranicum
0_0473	2	ml	yes	8967	2	host_clade_0210	Mycolicibacterium baixiangningiae
0_0474	2	ml	yes	19033	2	host_clade_0005	Mycobacterium intracellulare
0_0475	2	ml	yes	26539	2	host_clade_0006,host_clade_0007	Mycolicibacterium fortuitum,Mycolicibacterium smegmatis
0_0476	1	singleton	n/a	61185	1	host_clade_0026	Mycolicibacterium mageritense
0_0477	2	ml	yes	21659	2	host_clade_0048	Mycolicibacterium neoaurum
0_0478	2	ml	yes	26026	2	host_clade_0063	Mycolicibacterium goodii,Mycolicibacterium wolinskyi
0_0479	1	singleton	n/a	20138	1	host_clade_0017	Mycolicibacterium elephantis
0_0480	2	ml	yes	16663	2	host_clade_0064	Mycolicibacterium iranicum
0_0481	1	singleton	n/a	31136	1	host_clade_0002	Mycobacterium marinum
0_0482	1	singleton	n/a	29161	1	host_clade_0189	Mycobacterium antarcticum
0_0483	1	singleton	n/a	50043	1	host_clade_0049	Mycobacterium paragordonae
0_0484	1	singleton	n/a	15534	1	host_clade_0831	[Mycobacterium] appelbergii
0_0485	2	ml	yes	17511	2	host_clade_0234,host_clade_0504	Mycobacterium sp. BMJ-28,Mycolicibacterium chengduense
0_0486	2	ml	yes	22463	2	host_clade_0001	Mycobacterium sp. SM3041,Mycobacterium toneyamaense
0_0487	2	ml	yes	26446	2	host_clade_0029	Mycolicibacterium sp.
0_0488	1	singleton	n/a	18651	1	host_clade_0063	Mycolicibacterium wolinskyi
0_0489	2	ml	yes	80609	2	host_clade_0008,host_clade_0013	Mycobacterium sp. 134,Mycolicibacterium senegalense
0_0490	1	singleton	n/a	31671	1	host_clade_0006	Mycolicibacterium fortuitum
0_0491	1	singleton	n/a	6964	1	host_clade_0027	Mycolicibacter algericus
0_0492	1	singleton	n/a	21605	1	host_clade_0044	Mycolicibacterium sp. A43C
0_0493	2	ml	yes	45366	2	host_clade_0191,host_clade_0504	Mycobacterium sp. BMJ-28,Mycobacterium sp. P2_H7
0_0494	1	singleton	n/a	33783	1	host_clade_0003	Mycobacterium avium
0_0495	1	singleton	n/a	11956	1	host_clade_0314	Mycobacterium sp. IDUB_1
0_0496	1	singleton	n/a	18088	1	host_clade_0636	Mycobacterium sp. ABE4_509
0_0497	1	singleton	n/a	61402	1	host_clade_0334	Mycobacterium sp. TH-M82
0_0498	1	singleton	n/a	21603	1	host_clade_0317	Mycobacterium terramassiliense
0_0499	2	ml	yes	19120	2	host_clade_0009	Mycolicibacterium poriferae,uncultured Mycolicibacterium sp.
0_0500	1	singleton	n/a	41061	1	host_clade_0797	Mycolicibacterium lutetiense
0_0501	1	singleton	n/a	13385	1	host_clade_0001	Mycobacteroides abscessus
0_0502	1	singleton	n/a	7878	1	host_clade_0001	Mycobacteroides abscessus
0_0503	1	singleton	n/a	30372	1	host_clade_0001	Mycobacteroides abscessus
0_0504	1	singleton	n/a	12529	1	host_clade_0049	Mycobacterium sp.
0_0505	1	singleton	n/a	12252	1	host_clade_0032	Mycobacterium sp.
0_0506	1	singleton	n/a	14460	1	host_clade_0004	Mycobacterium kansasii
0_0507	1	singleton	n/a	10283	1	host_clade_0496	Mycobacterium sp.
0_0508	1	singleton	n/a	9626	1	host_clade_0696	Mycobacterium sp.
0_0509	1	singleton	n/a	35405	1	host_clade_0014	Mycobacterium sp.
0_0510	1	singleton	n/a	9261	1	host_clade_0072	Mycolicibacterium sp.
0_0511	1	singleton	n/a	5086	1	host_clade_0255	Mycobacterium sp.
0_0512	1	singleton	n/a	40951	1	host_clade_0328	Mycobacterium sp.
0_0513	1	singleton	n/a	16929	1	host_clade_0811	Mycobacteriaceae bacterium
0_0514	1	singleton	n/a	11778	1	host_clade_0811	Mycobacteriaceae bacterium
0_0515	1	singleton	n/a	36422	1	host_clade_0811	Mycobacteriaceae bacterium
0_0516	1	singleton	n/a	7631	1	host_clade_0822	Mycobacterium sp.
0_0517	1	singleton	n/a	8780	1	host_clade_0053	Mycolicibacterium sp.
0_0518	1	singleton	n/a	38153	1	host_clade_0868	Mycobacteriaceae bacterium
0_0519	1	singleton	n/a	97446	1	host_clade_0355	Mycobacteriaceae bacterium
0_0520	1	singleton	n/a	19792	1	host_clade_0024	Mycobacteriaceae bacterium
0_0521	1	singleton	n/a	10113	1	host_clade_0799	Mycobacteriaceae bacterium
0_0522	1	singleton	n/a	11350	1	host_clade_0799	Mycobacteriaceae bacterium
0_0523	1	singleton	n/a	116222	1	host_clade_0002	Mycobacterium ulcerans
0_0524	1	singleton	n/a	25332	1	host_clade_0476	Mycobacterium sp.
0_0525	1	singleton	n/a	8529	1	host_clade_0612	Mycobacteriaceae bacterium
0_0526	1	singleton	n/a	31656	1	host_clade_0584	Mycobacterium sp.
0_0527	1	singleton	n/a	22051	1	host_clade_0014	Mycobacterium sp.
0_0528	1	singleton	n/a	9330	1	host_clade_0131	Mycobacterium sp.
0_0529	1	singleton	n/a	12032	1	host_clade_0519	Mycobacterium sp.
0_0530	1	singleton	n/a	16275	1	host_clade_0084	Mycolicibacterium sp. Y3
0_0531	1	singleton	n/a	12094	1	host_clade_0017	Mycolicibacterium elephantis
0_0532	1	singleton	n/a	9166	1	host_clade_0017	Mycolicibacterium elephantis
0_0533	1	singleton	n/a	20917	1	host_clade_0082	Mycobacterium sp.
0_0534	1	singleton	n/a	33194	1	host_clade_0293	Mycobacterium sp.
0_0535	1	singleton	n/a	11000	1	host_clade_0444	Mycobacterium sp. NGS68
0_0536	1	singleton	n/a	54334	1	host_clade_0030	Mycobacterium sp. NGS53
0_0537	1	singleton	n/a	11084	1	host_clade_0119	Mycobacterium sp. NGS52
0_0538	1	singleton	n/a	37254	1	host_clade_0639	Mycobacterium sp. NGS50
0_0539	1	singleton	n/a	40507	1	host_clade_0639	Mycobacterium sp. NGS50
0_0540	1	singleton	n/a	44308	1	host_clade_0639	Mycobacterium sp. NGS50
0_0541	1	singleton	n/a	52751	1	host_clade_0639	Mycobacterium sp. NGS50
0_0542	1	singleton	n/a	33027	1	host_clade_0050	Mycobacterium sp. NGS46
0_0543	1	singleton	n/a	23383	1	host_clade_0223	Mycobacterium sp. NGS27
0_0544	1	singleton	n/a	29452	1	host_clade_0204	Mycobacterium sp. NGS22
0_0545	1	singleton	n/a	53129	1	host_clade_0765	uncultured Mycobacterium sp.
0_0546	1	singleton	n/a	11138	1	host_clade_0001	Mycobacteroides abscessus
0_0547	1	singleton	n/a	75266	1	host_clade_0001	Mycobacteroides abscessus
0_0548	1	singleton	n/a	41648	1	host_clade_0001	Mycobacteroides abscessus
0_0549	1	singleton	n/a	9662	1	host_clade_0001	Mycobacteroides abscessus
0_0550	1	singleton	n/a	12634	1	host_clade_0001	Mycobacteroides abscessus
0_0551	1	singleton	n/a	40609	1	host_clade_0001	Mycobacteroides abscessus
0_0552	1	singleton	n/a	44353	1	host_clade_0001	Mycobacteroides abscessus
0_0553	1	singleton	n/a	35975	1	host_clade_0001	Mycobacteroides abscessus
0_0554	1	singleton	n/a	38599	1	host_clade_0001	Mycobacteroides abscessus
0_0555	1	singleton	n/a	28459	1	host_clade_0001	Mycobacteroides abscessus
0_0556	1	singleton	n/a	10880	1	host_clade_0001	Mycolicibacterium mucogenicum
0_0557	1	singleton	n/a	20104	1	host_clade_0866	Mycobacteriaceae bacterium
0_0558	1	singleton	n/a	55982	1	host_clade_0130	Mycolicibacterium aubagnense
0_0559	1	singleton	n/a	11595	1	host_clade_0130	Mycolicibacterium aubagnense
0_0560	1	singleton	n/a	73176	1	host_clade_0130	Mycolicibacterium aubagnense
0_0561	1	singleton	n/a	9633	1	host_clade_0410	uncultured Mycobacteriaceae bacterium
0_0562	1	singleton	n/a	21794	1	host_clade_0794	uncultured Mycobacteriaceae bacterium
0_0563	1	singleton	n/a	31492	1	host_clade_0552	uncultured Mycobacterium sp.
0_0564	1	singleton	n/a	8835	1	host_clade_0664	uncultured Mycobacterium sp.
0_0565	1	singleton	n/a	46733	1	host_clade_0449	uncultured Mycobacterium sp.
0_0566	1	singleton	n/a	17129	1	host_clade_0829	uncultured Mycobacterium sp.
0_0567	1	singleton	n/a	60385	1	host_clade_0630	uncultured Mycobacterium sp.
0_0568	1	singleton	n/a	20672	1	host_clade_0267	Mycobacterium sp.
0_0569	1	singleton	n/a	10322	1	host_clade_0024	Mycobacterium sp.
0_0570	1	singleton	n/a	60486	1	host_clade_0028	Mycobacterium sp.
0_0571	1	singleton	n/a	14350	1	host_clade_0535	Mycobacterium sp.
0_0572	1	singleton	n/a	58078	1	host_clade_0024	Mycobacteriaceae bacterium
0_0573	1	singleton	n/a	42203	1	host_clade_0647	Mycobacteriaceae bacterium
0_0574	1	singleton	n/a	11862	1	host_clade_0443	Mycobacterium sp.
0_0575	1	singleton	n/a	87569	1	host_clade_0443	Mycobacterium sp.
0_0576	1	singleton	n/a	9545	1	host_clade_0573	uncultured Mycobacterium sp.
0_0577	1	singleton	n/a	9982	1	host_clade_0573	uncultured Mycobacterium sp.
0_0578	1	singleton	n/a	30570	1	host_clade_0830	Mycobacterium sp. JS623
0_0579	1	singleton	n/a	10872	1	host_clade_0666	Mycobacterium sp. 141
0_0580	1	singleton	n/a	46822	1	host_clade_0155	Mycobacterium sp. UM_WWY
0_0581	1	singleton	n/a	100818	1	host_clade_0155	Mycobacterium sp. UM_WWY
0_0582	1	singleton	n/a	22340	1	host_clade_0116	Mycobacterium simiae
0_0583	1	singleton	n/a	11903	1	host_clade_0003	Mycobacterium avium
0_0584	1	singleton	n/a	109316	1	host_clade_0013	Mycolicibacterium senegalense
0_0585	1	singleton	n/a	94330	1	host_clade_0013	Mycolicibacterium senegalense
0_0586	1	singleton	n/a	23955	1	host_clade_0013	Mycolicibacterium senegalense
0_0587	1	singleton	n/a	35685	1	host_clade_0013	Mycolicibacterium senegalense
0_0588	1	singleton	n/a	11450	1	host_clade_0006	Mycolicibacterium fortuitum
0_0589	1	singleton	n/a	12899	1	host_clade_0006	Mycolicibacterium fortuitum
0_0590	1	singleton	n/a	10749	1	host_clade_0808	Mycobacterium sp. IS-1590
0_0591	1	singleton	n/a	30263	1	host_clade_0063	Mycolicibacterium wolinskyi
0_0592	1	singleton	n/a	15086	1	host_clade_0369	Mycobacterium sp. 1100029.7
0_0593	1	singleton	n/a	9588	1	host_clade_0093	Mycobacterium sp. E735
0_0594	1	singleton	n/a	23823	1	host_clade_0073	Mycolicibacterium mucogenicum
0_0595	1	singleton	n/a	24950	1	host_clade_0073	Mycolicibacterium mucogenicum
0_0596	1	singleton	n/a	11981	1	host_clade_0140	Mycolicibacter heraklionensis
0_0597	1	singleton	n/a	10117	1	host_clade_0140	Mycolicibacter heraklionensis
0_0598	1	singleton	n/a	19030	1	host_clade_0135	Mycobacterium asiaticum
0_0599	1	singleton	n/a	10716	1	host_clade_0135	Mycobacterium asiaticum
0_0600	1	singleton	n/a	8779	1	host_clade_0013	Mycolicibacterium senegalense
0_0601	1	singleton	n/a	9241	1	host_clade_0105	Mycobacterium sp. 1245499.0
0_0602	1	singleton	n/a	152596	1	host_clade_0167	Mycolicibacter kumamotonensis
0_0603	1	singleton	n/a	11149	1	host_clade_0056	Mycobacterium malmoense
0_0604	1	singleton	n/a	7437	1	host_clade_0020	Mycolicibacterium porcinum
0_0605	1	singleton	n/a	16862	1	host_clade_0020	Mycolicibacterium vulneris
0_0606	1	singleton	n/a	10105	1	host_clade_0159	Mycolicibacillus koreensis
0_0607	1	singleton	n/a	45717	1	host_clade_0001	Mycobacteroides chelonae
0_0608	1	singleton	n/a	14650	1	host_clade_0169	Mycobacterium malmoense
0_0609	1	singleton	n/a	34619	1	host_clade_0169	Mycobacterium malmoense
0_0610	1	singleton	n/a	10041	1	host_clade_0029	Mycobacterium sp. WY10
0_0611	1	singleton	n/a	36587	1	host_clade_0042	Mycobacterium sp. SWH-M1
0_0612	1	singleton	n/a	34951	1	host_clade_0026	Mycobacterium sp. SWH-M3
0_0613	1	singleton	n/a	23410	1	host_clade_0026	Mycobacterium sp. SWH-M3
0_0614	1	singleton	n/a	5605	1	host_clade_0140	Mycolicibacter heraklionensis
0_0615	1	singleton	n/a	61003	1	host_clade_0543	Mycolicibacterium litorale
0_0616	1	singleton	n/a	45207	1	host_clade_0543	Mycolicibacterium litorale
0_0617	1	singleton	n/a	8411	1	host_clade_0001	Mycobacteroides chelonae
0_0618	1	singleton	n/a	10783	1	host_clade_0301	Mycobacterium sp. AT1
0_0619	1	singleton	n/a	9717	1	host_clade_0676	Mycobacterium arosiense
0_0620	1	singleton	n/a	27484	1	host_clade_0167	Mycolicibacter kumamotonensis
0_0621	1	singleton	n/a	18184	1	host_clade_0627	Mycobacterium aquaticum
0_0622	1	singleton	n/a	7320	1	host_clade_0076	Mycolicibacterium monacense
0_0623	1	singleton	n/a	13353	1	host_clade_0126	Mycolicibacterium parafortuitum
0_0624	1	singleton	n/a	34069	1	host_clade_0264	Mycobacterium palustre
0_0625	1	singleton	n/a	19589	1	host_clade_0332	Mycolicibacterium sphagni
0_0626	1	singleton	n/a	43799	1	host_clade_0332	Mycolicibacterium sphagni
0_0627	1	singleton	n/a	10170	1	host_clade_0396	Mycolicibacterium palauense
0_0628	1	singleton	n/a	9461	1	host_clade_0396	Mycolicibacterium palauense
0_0629	1	singleton	n/a	76582	1	host_clade_0396	Mycolicibacterium palauense
0_0630	1	singleton	n/a	16892	1	host_clade_0396	Mycolicibacterium palauense
0_0631	1	singleton	n/a	18225	1	host_clade_0081	Mycobacterium sp. PYR10
0_0632	1	singleton	n/a	19040	1	host_clade_0081	Mycobacterium sp. PYR10
0_0633	1	singleton	n/a	48170	1	host_clade_0001	Mycobacteroides abscessus
0_0634	1	singleton	n/a	10721	1	host_clade_0001	Mycobacteroides abscessus
0_0635	1	singleton	n/a	18045	1	host_clade_0126	Mycobacterium sp. EPG1
0_0636	1	singleton	n/a	18403	1	host_clade_0316	Mycobacterium sp. ITM-2016-00318
0_0637	1	singleton	n/a	7020	1	host_clade_0042	Mycobacterium kyogaense
0_0638	1	singleton	n/a	11106	1	host_clade_0105	Mycobacterium colombiense
0_0639	1	singleton	n/a	52728	1	host_clade_0629	Mycolicibacterium moriokaense
0_0640	1	singleton	n/a	20837	1	host_clade_0001	Mycolicibacterium sp.
0_0641	1	singleton	n/a	6610	1	host_clade_0228	Mycobacterium eburneum
0_0642	1	singleton	n/a	12717	1	host_clade_0149	Mycobacterium sp. BK086
0_0643	1	singleton	n/a	59742	1	host_clade_0149	Mycobacterium sp. BK086
0_0644	1	singleton	n/a	18336	1	host_clade_0386	Mycolicibacterium sp. CH28
0_0645	1	singleton	n/a	7343	1	host_clade_0864	Mycolicibacterium sp. CR10
0_0646	1	singleton	n/a	10075	1	host_clade_0864	Mycolicibacterium sp. CR10
0_0647	1	singleton	n/a	16079	1	host_clade_0461	Mycolicibacterium sp. 018/SC-01/001
0_0648	1	singleton	n/a	34853	1	host_clade_0065	Mycolicibacter arupensis
0_0649	1	singleton	n/a	10589	1	host_clade_0663	Mycolicibacterium sp. P9-64
0_0650	1	singleton	n/a	10832	1	host_clade_0604	Mycobacterium sp.
0_0651	1	singleton	n/a	30077	1	host_clade_0009	Mycobacterium sp. THAF192
0_0652	1	singleton	n/a	13755	1	host_clade_0049	Mycobacterium paragordonae
0_0653	1	singleton	n/a	12237	1	host_clade_0261	Mycolicibacterium vinylchloridicum
0_0654	1	singleton	n/a	9318	1	host_clade_0076	Mycolicibacterium obuense
0_0655	1	singleton	n/a	153426	1	host_clade_0149	Mycolicibacterium sp. BK634
0_0656	1	singleton	n/a	81366	1	host_clade_0328	Mycobacterium sp. AZCC_0083
0_0657	1	singleton	n/a	52840	1	host_clade_0237	Mycolicibacterium litorale
0_0658	1	singleton	n/a	12552	1	host_clade_0070	Mycobacterium kubicae
0_0659	1	singleton	n/a	78900	1	host_clade_0005	Mycobacterium intracellulare
0_0660	1	singleton	n/a	93843	1	host_clade_0008	Mycolicibacterium septicum
0_0661	1	singleton	n/a	115377	1	host_clade_0537	Mycolicibacterium sp. S2-37
0_0662	1	singleton	n/a	26343	1	host_clade_0294	Mycolicibacterium lutetiense
0_0663	1	singleton	n/a	19526	1	host_clade_0582	Mycobacterium sp. SM1
0_0664	1	singleton	n/a	33462	1	host_clade_0582	Mycobacterium sp. SM1
0_0665	1	singleton	n/a	10899	1	host_clade_0048	Mycolicibacterium neoaurum
0_0666	1	singleton	n/a	13759	1	host_clade_0585	Mycobacterium sp.
0_0667	1	singleton	n/a	26036	1	host_clade_0055	Mycolicibacterium goodii
0_0668	1	singleton	n/a	13095	1	host_clade_0482	Mycobacterium sp. MBM
0_0669	1	singleton	n/a	15374	1	host_clade_0482	Mycobacterium sp. MBM
0_0670	1	singleton	n/a	94706	1	host_clade_0058	Mycobacterium sp. CnD-18-1
0_0671	1	singleton	n/a	52204	1	host_clade_0296	Mycobacterium sp. PSTR-4-N
0_0672	1	singleton	n/a	11098	1	host_clade_0788	Candidatus Mycolicibacterium alkanivorans
0_0673	1	singleton	n/a	49275	1	host_clade_0258	Candidatus Mycobacterium methanotrophicum
0_0674	1	singleton	n/a	21324	1	host_clade_0010	Mycobacterium saskatchewanense
0_0675	1	singleton	n/a	132853	1	host_clade_0332	Mycolicibacterium sphagni
0_0676	1	singleton	n/a	5874	1	host_clade_0332	Mycolicibacterium sphagni
0_0677	1	singleton	n/a	14113	1	host_clade_0332	Mycolicibacterium sphagni
0_0678	1	singleton	n/a	24555	1	host_clade_0242	Mycobacterium bohemicum
0_0679	1	singleton	n/a	43480	1	host_clade_0430	Mycolicibacterium komossense
0_0680	1	singleton	n/a	64139	1	host_clade_0688	Mycobacterium yunnanensis
0_0681	1	singleton	n/a	14279	1	host_clade_0153	Mycobacterium alsense
0_0682	1	singleton	n/a	60942	1	host_clade_0112	Mycolicibacterium houstonense
0_0683	1	singleton	n/a	10162	1	host_clade_0064	Mycolicibacterium iranicum
0_0684	1	singleton	n/a	9980	1	host_clade_0678	Mycolicibacterium sp. BiH015
0_0685	1	singleton	n/a	12461	1	host_clade_0581	Mycobacterium sp. OTB74
0_0686	1	singleton	n/a	13184	1	host_clade_0581	Mycobacterium sp. OTB74
0_0687	1	singleton	n/a	7710	1	host_clade_0189	Mycobacterium antarcticum
0_0688	1	singleton	n/a	10175	1	host_clade_0005	Mycobacterium intracellulare
0_0689	1	singleton	n/a	16315	1	host_clade_0116	Mycobacterium simiae
0_0690	1	singleton	n/a	10618	1	host_clade_0028	Mycolicibacterium frederiksbergense
0_0691	1	singleton	n/a	55304	1	host_clade_0001	Mycobacteroides abscessus
0_0692	1	singleton	n/a	56632	1	host_clade_0001	Mycobacteroides abscessus
0_0693	1	singleton	n/a	20469	1	host_clade_0049	Mycobacterium paragordonae
0_0694	1	singleton	n/a	49431	1	host_clade_0005	Mycobacterium intracellulare
0_0695	1	singleton	n/a	8249	1	host_clade_0028	Mycobacterium sp.
0_0696	1	singleton	n/a	25893	1	host_clade_0415	Mycobacterium sp. 94-17
0_0697	1	singleton	n/a	21287	1	host_clade_0078	Mycobacterium sherrisii
0_0698	1	singleton	n/a	12779	1	host_clade_0871	Mycolicibacterium sp. 050232
0_0699	1	singleton	n/a	60478	1	host_clade_0122	Mycolicibacterium gadium
0_0700	1	singleton	n/a	11261	1	host_clade_0399	Mycolicibacterium neoaurum
0_0701	1	singleton	n/a	8704	1	host_clade_0399	Mycolicibacterium neoaurum
0_0702	1	singleton	n/a	18956	1	host_clade_0755	Mycobacterium kyogaense
0_0703	1	singleton	n/a	14102	1	host_clade_0048	Mycolicibacterium neoaurum
0_0704	1	singleton	n/a	49356	1	host_clade_0226	Mycobacterium adipatum
0_0705	1	singleton	n/a	44376	1	host_clade_0226	Mycobacterium adipatum
0_0706	1	singleton	n/a	8563	1	host_clade_0226	Mycobacterium adipatum
0_0707	1	singleton	n/a	45678	1	host_clade_0418	Mycobacterium sp. pUA109
0_0708	1	singleton	n/a	20501	1	host_clade_0166	Mycolicibacterium sp.
0_0709	1	singleton	n/a	38120	1	host_clade_0009	Mycobacterium sp. G7A2
0_0710	1	singleton	n/a	8220	1	host_clade_0001	Mycobacterium sp. SMC-17
0_0711	1	singleton	n/a	6592	1	host_clade_0170	Mycobacterium sp. MS3
0_0712	1	singleton	n/a	22563	1	host_clade_0008	Mycobacterium sp. 134
0_0713	1	singleton	n/a	57898	1	host_clade_0008	Mycobacterium sp. 134
0_0714	1	singleton	n/a	29943	1	host_clade_0015	Mycolicibacterium peregrinum
0_0715	1	singleton	n/a	11613	1	host_clade_0432	Mycobacterium sp. WMMD1722
0_0716	1	singleton	n/a	13050	1	host_clade_0027	Mycolicibacter algericus
0_0717	1	singleton	n/a	11218	1	host_clade_0271	Mycolicibacterium pulveris
0_0718	1	singleton	n/a	28711	1	host_clade_0208	Mycolicibacterium aichiense
0_0719	1	singleton	n/a	15769	1	host_clade_0338	Mycobacterium sp.
0_0720	1	singleton	n/a	10853	1	host_clade_0323	Mycolicibacterium sp. 22603
0_0721	1	singleton	n/a	10214	1	host_clade_0043	Mycobacterium sp.
0_0722	1	singleton	n/a	34029	1	host_clade_0613	Mycolicibacterium sp. Dal123E01
0_0723	1	singleton	n/a	52460	1	host_clade_0081	Mycolicibacterium gilvum
0_0724	1	singleton	n/a	16868	1	host_clade_0656	Mycobacterium sp. C31M
0_0725	1	singleton	n/a	9328	1	host_clade_0006	Mycolicibacterium fortuitum
0_0726	1	singleton	n/a	56791	1	host_clade_0460	Mycolicibacter minnesotensis
0_0727	1	singleton	n/a	14493	1	host_clade_0033	Mycolicibacterium sp. XJ1904
0_0728	1	singleton	n/a	18823	1	host_clade_0027	Mycolicibacter sinensis
0_0729	1	singleton	n/a	10755	1	host_clade_0826	Mycolicibacterium boenickei
0_0730	1	singleton	n/a	18193	1	host_clade_0017	Mycolicibacterium elephantis
0_0731	1	singleton	n/a	30708	1	host_clade_0742	Mycobacterium sp. NPDC003323
0_0732	1	singleton	n/a	34302	1	host_clade_0494	Mycobacterium sp. URHB0021
0_0733	1	singleton	n/a	21343	1	host_clade_0494	Mycobacterium sp. URHB0021
0_0734	1	singleton	n/a	18814	1	host_clade_0504	Mycobacterium sp. BMJ-28
0_0735	1	singleton	n/a	36352	1	host_clade_0185	Mycolicibacterium hodleri
0_0736	1	singleton	n/a	12490	1	host_clade_0229	Mycobacterium sp. ZZG
0_0737	1	singleton	n/a	14656	1	host_clade_0064	Mycolicibacterium iranicum
0_0738	1	singleton	n/a	77569	1	host_clade_0042	Mycolicibacterium obuense
0_0739	1	singleton	n/a	13426	1	host_clade_0775	Mycobacterium sp. IDUB_36
0_0740	1	singleton	n/a	21318	1	host_clade_0775	Mycobacterium sp. IDUB_36
0_0741	1	singleton	n/a	10345	1	host_clade_0032	Mycobacterium gordonae
0_0742	1	singleton	n/a	36578	1	host_clade_0032	Mycobacterium gordonae
0_0743	1	singleton	n/a	13570	1	host_clade_0064	Mycolicibacterium iranicum
0_0744	1	singleton	n/a	51156	1	host_clade_0314	Mycobacterium sp. IDUB_5
0_0745	1	singleton	n/a	9809	1	host_clade_0294	Mycolicibacterium lutetiense
0_0746	1	singleton	n/a	53431	1	host_clade_0314	Mycobacterium sp. IDUB_1
0_0747	1	singleton	n/a	10532	1	host_clade_0314	Mycobacterium sp. IDUB_1
0_0748	1	singleton	n/a	9860	1	host_clade_0001	Mycobacterium toneyamaense
0_0749	1	singleton	n/a	6797	1	host_clade_0165	Mycobacterium lentiflavum
0_0750	1	singleton	n/a	57539	1	host_clade_0165	Mycobacterium lentiflavum
0_0751	1	singleton	n/a	14240	1	host_clade_0001	Mycobacteroides chelonae
0_0752	1	singleton	n/a	62064	1	host_clade_0005	Mycobacterium paraintracellulare
0_0753	1	singleton	n/a	9868	1	host_clade_0063	Mycolicibacterium wolinskyi
0_0754	1	singleton	n/a	10031	1	host_clade_0046	Mycolicibacterium tokaiense
0_0755	1	singleton	n/a	12056	1	host_clade_0046	Mycolicibacterium tokaiense
0_0756	1	singleton	n/a	37675	1	host_clade_0468	Mycobacterium sp.
0_0757	1	singleton	n/a	9438	1	host_clade_0806	Mycobacterium sp. TH-M15
0_0758	1	singleton	n/a	23297	1	host_clade_0350	Mycobacterium sp. FW102-FHT13B02
0_0759	1	singleton	n/a	48586	1	host_clade_0023	Mycobacterium colombiense
0_0760	1	singleton	n/a	11387	1	host_clade_0001	Mycobacteroides abscessus
0_0761	1	singleton	n/a	57977	1	host_clade_0001	Mycobacteroides abscessus
0_0762	1	singleton	n/a	120476	1	host_clade_0001	Mycobacteroides abscessus
0_0763	1	singleton	n/a	15683	1	host_clade_0001	Mycobacteroides abscessus
0_0764	1	singleton	n/a	18935	1	host_clade_0317	Mycobacterium terramassiliense
0_0765	1	singleton	n/a	8289	1	host_clade_0006	Mycolicibacterium fortuitum
0_0766	1	singleton	n/a	10377	1	host_clade_0004	Mycobacterium persicum
0_0767	1	singleton	n/a	17444	1	host_clade_0042	Mycolicibacterium obuense
0_0768	1	singleton	n/a	11031	1	host_clade_0116	Mycobacterium simiae
0_0769	1	singleton	n/a	78209	1	host_clade_0009	Mycolicibacterium poriferae
0_0770	1	singleton	n/a	101190	1	host_clade_0072	Mycolicibacterium insubricum
0_0771	27	ml	yes	96530	27	host_clade_0001,host_clade_0019	Mycobacteroides abscessus,Mycobacteroides chelonae,Mycobacteroides immunogenum
0_0772	20	ml	yes	20307	20	host_clade_0008	Mycolicibacterium septicum
0_0773	11	ml	yes	120061	11	host_clade_0001	Mycobacteroides abscessus,Mycobacteroides chelonae,Mycobacteroides sp. H001
0_0774	10	ml	yes	97952	10	host_clade_0001	Mycobacteroides abscessus,Mycobacteroides chelonae
0_0775	6	ml	yes	60379	6	host_clade_0001	Mycobacteroides abscessus,Mycobacteroides chelonae
0_0776	3	ml	yes	111051	3	host_clade_0001	Mycobacteroides abscessus
0_0777	2	ml	yes	130519	2	host_clade_0001	Mycobacteroides abscessus
0_0778	3	ml	yes	46442	3	host_clade_0006	Mycolicibacterium fortuitum,Mycolicibacterium sp. GESEQ-9
0_0779	3	ml	yes	51596	3	host_clade_0006	Mycolicibacterium fortuitum
