cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
467	1000	asm-v1-52300cb6428e0b2ccf998c25	GCF_018069725.1	21208	occ-v1-5d20b6820a4aac8e136e9ae0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04bf4b6d692c51e1c4a734fb0efc1b993f1be1f317b35afefab11e9182c5b8c3	990/25353	25353/990	.	8dc680805938fb935e4d2aa45b1f33cecaddc83c54452667de3adc7be4d52b2a	b8feade9f96bb11194f09aa25a6cbd5bb766850360a84d50bdc7ebf3fa1e5ca7
468	1000	asm-v1-222ae3cf6cab61dbc2fe0224	GCF_001412975.1	3430	occ-v1-405de589efcee17360c94763	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04bfbf49e732282107003dd7d6c839ae3d8f8d21ee917929a19697f4384fae1a	990/25353	25353/990	.	a1761217bd6ea606531d64cc994fdbaecf067f55edacafac732258e5565f080a	538d6053949c7e1ccbc2e7b795db185d01ddf68a3132699c9acebaba18dcba4e
469	1000	asm-v1-a3bdbf90109577f7e77fbb5e	GCF_002319515.1	6569	occ-v1-8f9509764f7b1d6e8f88f883	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04c0f94ab2c1451a9839765fb13364149162e2fe05d1fb18ef9039e53a015ba2	990/25353	25353/990	.	aa9d4b698718aae4e31a1e2462a072ff9d2481ab90762cda55556b6cc29e8f30	3d477649a7268a29bed132630874347284d7b159170e61e19679bdef354cdfc2
470	1000	asm-v1-4974185f1ac0a03dff7005fe	GCF_021109055.1	23606	occ-v1-c3ab2d8e6ef8d397d2089215	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04c3b09bf4e80f8a74d683fa4b8e993dad3d16fe4c9cc712a7697b96fed9b29a	990/25353	25353/990	.	a71b7ec5cba29d55c2fef693f93ae0b69a1f2374382b35d86c94138fa454459e	11eac1f6c762cdfcca656a2bad4dd02bbc47a40d857d365a94e25a34d28f9489
471	1000	asm-v1-8cf1b3bb317a8f9a0dc66d90	GCF_001749065.1	4445	occ-v1-3241b6b2e48469b7a992dd9a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04c3d4a9742fc54d7a4fc7c602553a582b909c0e47d3d8af49c84edb330cae0d	990/25353	25353/990	.	1dcfb2e890e3616f458dd9afd8c93e6029c8e79d2c8d7fd59e0248ce8f5dfd1b	bc61e9c76c12431e054b9dea77a6bb55f6c83ce0c9d5aa9bdd43a5a5842bf18a
472	1000	asm-v1-fed353279c6c0cb11580438a	GCF_003981665.1	12128	occ-v1-914c93d1484e04cffc8c3b0c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04cc8f929408a538aa69566b94c7ed0c8571e8c3a153af1676e6dda4efdca63c	990/25353	25353/990	.	ddd59962494eee80a8f8fbaaf11d6ba99a3a3abada6514f0c5c7bfbbca9a25c5	c63e7ab9ad5f9df72f098cca4fbabe93b76da7fe25e6ed4ca421b3b11f7ca9e8
473	1000	asm-v1-8a6fcded4ba80487b7fcf3f5	GCF_005391865.1	14340	occ-v1-4bd4f15d3c25bfd79f55389a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04cd30341be31ab02399bb2b76f5a12f18410c6a1832824dfab52aa5b79e82c9	990/25353	25353/990	.	aa34536d7b4625e376a150e899a6b9cedc8e01ddad384a54181683f2e46d0c17	58c748974bdda121970b400a6f0b53c8035d947d876d867b99d242e836297cc2
474	1000	asm-v1-aac885873ed0420a1870089d	GCF_005396145.1	14531	occ-v1-4dbe24cc21d33e611789b1ff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04cf90c1d41b34cb7eea7b77eeec30b650ea4d9707c533bef63ded417a4a7992	990/25353	25353/990	.	cc3197aca4f25b1e7c258cb9398a7030e2783c9a75514ef9a1550ffc6b8ac887	32f2427cfd789c8a694833a79a713fcce48b31362dda3a5011336c94811c5c70
475	1000	asm-v1-4f8fb07f418349a9285f2676	GCF_003388915.1	11455	occ-v1-8a0ca8c25fff5857794009f2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04d130d6e60304b6e443aacc41f8b0659edd6bae3334d3153ae5a6280b2c52f9	990/25353	25353/990	.	0af6cb5f0b2ba427f6f8c28490dd35ba36a3d06a82d8ce2e2710a800398056b9	533fa0b5febc9c2e10e477dab9cf0aeb3ebe5b42653a08940c699145938ecc68
476	1000	asm-v1-a7108c348b27fa122d76a443	GCF_014494025.1	18670	occ-v1-2c58cedc538d5df7ee0c0f98	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04d16e8cfe38b961e3c3cd694e5718dcf971399c7ef0055afe928695d3d66e52	990/25353	25353/990	.	388801bca751d7cbba4eece89a20bdd42f94aa12bd7ee7e0438f04a144b0a600	a73a6a8181462e0bf345aead282f0caddcd431f9149e040be4e33d7164164644
477	1000	asm-v1-aec709c110ce9461a8271938	GCF_002226735.1	5969	occ-v1-f95097e4ae3c9651da12fa80	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04daf35f503f9a11b34f28224b7306f7b4ccee3718de500405dd90d3409a43c6	990/25353	25353/990	.	290c09e1148ec15dd5d055f78ecc501efe5822e3d1a381bc64f959549ae1eaa2	6e0d25cb3af75e3152cbd4d085757d76e4b76ebab3a6b958530a1c909a467674
478	1000	asm-v1-84987a1dcd4d37eb77b5e649	GCF_016126995.1	19884	occ-v1-088195757f59b55f3cd32109	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04db9e90512a9ad23d098b05759c1a467c6c743ee813b275996e5c4ca2ed966e	990/25353	25353/990	.	45d2c0d6dbb08adc4ba5e52658e2cd14596df8eeea2871e2218e6de38a3d7b6b	be4074be9d2b3fd5536bda9765147db4bb2e66aa0500b256eeb6ba35cb314d64
479	1000	asm-v1-d13ecfa0ba00446c2da253e4	GCF_009822095.1	16727	occ-v1-56fe3cf952c2efe190fb7769	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04df7a17ee5e30a74429c5343795378c6c43fca42cf090f0afabf1d7b3f881cd	990/25353	25353/990	.	01c0cca0d5a32c6ab9091cd407ee54d6ceefae1c6990ac8c2e60d828593c0d14	0fcc8f0c9b531910d7cd5b2bfdead563367ced0a80963211c1f92a405b3bb53b
480	1000	asm-v1-8765d8bea6f7c49a5a30dd92	GCF_004767245.1	13106	occ-v1-4ad35d2b51de149279f4d4b2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04e09422d1e237c99c5f0ac39129e7732cec581b2aaee4a87464887c9e2287ef	990/25353	25353/990	.	ee8a5cb6abab5487854afec51b32c0c10feb9e55c474d294d7beaad08593baae	080a18de675ec523030a8f114222650e1c2c2a1faf40ac36ac5d4fea2714e944
481	1000	asm-v1-59af0276d1d55e2cd01420f5	GCF_002511275.1	7660	occ-v1-07038b79aa611710504af9db	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04e37588c8180a16908f51653d7567a7dc69c7c5c5e297c11f783f5832d9cf4b	990/25353	25353/990	.	56e61be82e5860524417287c4b612e0e55ad74e111d36bd87ff67674a357ef5c	963a5af806d8c3779adb6a99234dbdba71b2b895c67bf5344c44939fb664746f
482	1000	asm-v1-62559bf4f135a73e19e2c950	GCF_021353995.1	23928	occ-v1-5ea94d224a90ec194fbe9274	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04e567f025dd5c22abda5c714bfe09163d62cbf94d193053af90d3cbdf0aaf8b	990/25353	25353/990	.	45c92c822c1803d9c1fa4677cc1c86bd2461ac454eaba56ab56b9de5f2ac7102	73057d041d8af85b6ab2001dcd230b1e5674292a025ed007750df548893d8464
483	1000	asm-v1-204df3a397f087d40c332e08	GCF_000091005.1	36	occ-v1-6a96616941b192e78fc2d9cc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04e6bb62233ee188cdd19abccae10ec1b1182f7a8f01772df9fb7330a7292044	990/25353	25353/990	.	8e1a21a46661e0772dff3ee4644a4bcf4b788fb204d3f86534d7390a409a7498	35d78d2bb18b0528159bde7752c16856bd4493b75b484900be66bc4022755ec9
484	1000	asm-v1-96b867030703332160e0506d	GCF_003981255.1	12107	occ-v1-045372e26806241c6184f94c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04e99c0f0cafc857c0fe6bf1813217d535e3007abdef697368f9ee101e9b5943	990/25353	25353/990	.	9e0bae9d5fbb853ecd6b5d5c25ed104c31651594714184c20c77714916a9afdf	dc961bae277d5fb14d409422a3de2e89c05fbc067cbf027db48e165162ddb84d
485	1000	asm-v1-1bc4be8a585bf34e2faa0568	GCF_003304855.1	10706	occ-v1-82c737e30818d65dcffc7a97	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04eab440bcb06a17455353b25c0b05b5d48cd90e3db3393b54b9bee20001b549	990/25353	25353/990	.	e39ac669639957991f946aa9bf4069bde7a8dbb179a04a551aa4beabd007a193	5cb8fba41cd9a122a22c0df95abff1eeb23c5e069eb6ae085fed9264aa167121
486	1000	asm-v1-9b0467daf858ce5b14231940	GCF_000457285.1	1118	occ-v1-93b549423f54d55361ce055b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04ec00eac5bbbdd8795bf586aca361e1e2d08ba00c9d6e5b160b815a4f55274c	990/25353	25353/990	.	2ec96cc6df7f52e1a87cb3d56b0cd59107cd702fde016585d9d4622c15b0ca71	624017a2589c8191974b8581294abb2e22594c03e462dd2e075bd7de3b83b408
487	1000	asm-v1-88eb89a66cddebd728567ba5	GCF_004284265.1	12677	occ-v1-b89e50012b66df4f00c86bd7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04ec5b0da36793bb037903f943476efba51cfc2b2975dff2e45b56ef311c4a95	990/25353	25353/990	.	cafc7d791c2ab6cf845c2f57a984a1cd50c43b20aa2e279843e423e52dba9ece	0452b6a187ec5cf183422fc28ac53004851348013c1a57f4681141dd93fa6459
488	1000	asm-v1-a1224d267cd99625772a94ac	GCF_900195505.1	24160	occ-v1-dfa5cc084f9b17d1b81a7d21	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04edafb5e8a50c6f27d0e1a9fef6eb4e5fe96482d93fe1b7c9c98ebf71347b3f	990/25353	25353/990	.	6ece042b199b3f4093ea7bc570abcd7ad0055f502033709b2bde87ca1c33850e	7b27b2a2c38757a273805322777b3b773f01f2d92ee33108e5127a393686feac
489	1000	asm-v1-7898359d21256164f5e5ca5f	GCF_907175235.1	25794	occ-v1-9925a1edb858c8186f07c78f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04eded8febb69b904a732b24a05788881dd7d4b27bb9b3ec541063a72852f302	990/25353	25353/990	.	0962fb37732b388ceb13e6a93d497963b397c72b051ec4107b36df5e7b4e4cbc	906e492315a84dcfcb76053d4cca35e267d11360db9625bb5108d089e6c5c9dc
490	1000	asm-v1-7c14da53b0a83b96244aac57	GCF_000397705.1	926	occ-v1-e5c72df0d26937497669f562	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04ee56c396ad4d7ad27386b5dbbfcd7effd4be3c5715d7a767737abdb07e3349	990/25353	25353/990	.	6f3ecb099e96312935978262d1f13ec1c5ea2095f6148fcb43b0c1bcbb0aa935	68a9f62a64c39d7a77635d988a9acb653ea93154fc3e39c5b4657afb955e2c68
491	1000	asm-v1-d399f2fcbef5fba789a5361a	GCF_002268255.1	6436	occ-v1-8b976558777aaae70120ba57	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04f270e99d9f996320fd6ae30fd03e825fb545341eff4c457985caf6ebee814d	990/25353	25353/990	.	88fc15f5d2826a46c659a89b9b25e305a11943af93fd34e6d340f67887bb3b8b	675a0109d2fec7d77868fa8e9106c8210b2b664afc03c7b73f21a0a8c273854b
492	1000	asm-v1-ea9c4fd547d67553ef96d78e	GCF_004380655.1	12782	occ-v1-efae8ca31270d0251d237def	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04fac11cb5e1feec48ed55f42587814ba32b5517c32f72a4de0d5556f2bc8d8c	990/25353	25353/990	.	f32c9453462662b3dc62841550c64184c98cba7e8613e82aecd6709f1ab67738	04c6505ae60a981e5b8f842b43b4fb62295d4a250fa6593b235972ae8414aa87
493	1000	asm-v1-139b80f71f530d06aab2fc1d	GCF_003980755.1	12082	occ-v1-f868a19fea047d84cb2f9206	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04fadf4e2285ed21cb3f92557e646f2fb971daeeae14990762005f5f6b042deb	990/25353	25353/990	.	594f58d9c123edf4f1582bb2c73f378ec6d3c5a4ab7a7944053fd89c507c4c0d	3c1006b216d0248fc7aacb66a3c24ca514bebfde0b9947d8427ba905cb5b71e0
494	1000	asm-v1-1e9986576c2600ec296bc48e	GCF_001285325.1	3306	occ-v1-0b1434b94290a61a50544fb9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	04fe06d74ef716c855d125ca9e7450fa693fc201fecd0dcd17cf1990045d0e8b	990/25353	25353/990	.	3653dbcb3343fbde565c2a795c0f64861f1a00e3edc7f6fcd9a06d29ec413c4a	700a0859fbccadfd27b7d2c16445389e057fa16f984f32741b2ea287f38c5818
495	1000	asm-v1-80d4e3c3befa01fbb23de416	GCF_001614905.1	4037	occ-v1-1c7eba4fcfa48fd4668aaa82	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0500dc40e9e4cb0760ef130a5264b1075e77e805c14801a007644d5337ee2ca7	990/25353	25353/990	.	035b1bdef96d4a0275102b80c9d2b0aeecfc080cc5b110b16f593f0108f44f26	45611884f2d7748e89c052d93ff2025611093dca09d1f4c3399375871a7046e6
496	1000	asm-v1-5657d79e4df4f0341ec1ff9d	GCF_009794365.1	16499	occ-v1-bfe57ec51621023cf5899909	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0501161d9efd0686dc2d7cc976e48d84fd33d6d2ae78d3b4419f3e3d6efae992	990/25353	25353/990	.	0bc5528f8b70265233712a15fddb2844466b244eca5dfa560fac3a4873cdd966	5dc008538e301f1b2aa669fa3d379770dc5f3d02203e28917d06a03a8230cf93
497	1000	asm-v1-92d8492dfdf99fc4500111fe	GCF_002223665.1	5885	occ-v1-743cc6f5e112fa6d35fc9145	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	05025786429e28a11a4908248e6a46bda84d7f35a5e9d9b1058fe6d02346e416	990/25353	25353/990	.	fcb953b88c7d51dcdc0d042419e2ec1f997fddc4e39e6e20c076d0b6413421a1	09f6bf1424017c28899862ad1534170608d82a4e6d8a518935f8e4bbd0a2ea7c
498	1000	asm-v1-e3c6c0f72874b00fd58354df	GCF_001615695.1	4073	occ-v1-2aca76f6b1c0748bc5f36579	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0515264ad3c2f6fd8735616f3171f229b79431d65b385f368ab630271af589ab	990/25353	25353/990	.	f371a95068d8520602d86b398e18af038d1caae1d0a7d3ca4caf82ec7ba04afd	f9242728f56f4779068f10def6fe647e977ce44e22003c0bdf4932a96614bbe9
499	1000	asm-v1-231c75f0dfc8406801a45dce	GCF_000305355.1	429	occ-v1-f5021dabac5341bc44b7fb1d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0519c964283ee200dd7101b4925cfb92bb64d773284902574b06cfee8255e4b5	990/25353	25353/990	.	e77c1a2a0d5bcf88eda1677e8d4d581e4e9569f2b1729e8023b086c096dc89fc	32244a345841a7dd5271d8f1eaf3241cef2ffd2849e16e05538334add90124cd
500	1000	asm-v1-9722faee2cc20d8d82760656	GCF_006238575.1	15249	occ-v1-6e3b801215d63f8d5484c1ba	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	051e16fa837937aa47693e45317e155ffe30d2bc54bec0660a914fd5eacdbd03	990/25353	25353/990	.	1245628b7d2b6e15985345e2549b2a3a5d710bd8d4f538b12ed7f73c70b7fb99	2bc20f22d37ba69e0d463851b979c98b8d95b8585ca3a63a21ceff9d97da4156
501	1000	asm-v1-c4e698be925dd4edfdb00cad	GCF_015620275.1	19518	occ-v1-3a2af23454e1af7dd288800b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	051e9f5d0b7c47a46c2847f35a7990c491c70a89e03a8afe93b6faac13c15c07	990/25353	25353/990	.	f5eb84cc18217b020275ae415b229779c09ec9bac8df5164e7ac1f75ee3fd5a4	fa2c49017967b2df90434dc36b83455f44bfbe7b4ec81efc778d25afbfda48c7
502	1000	asm-v1-30d982d1af7e8de8b4135621	GCF_900536605.1	25093	occ-v1-7ca172074928bc7db0b2d1c3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	051f77f2f0ff2ad998099c91e5092004ffbd136400e1fb740c06a36cd2c2f7d4	990/25353	25353/990	.	01a69ecee1246d150110bd0c251a08bcff3f3689fe23bc42874667a3d93f5530	9bc9cf2b74ff9e0cf0b2b5931b770bdf7c427adf6927908f472ac9d45d778eb4
503	1000	asm-v1-1625b6d46433fc64cf4dc4ca	GCF_000446825.2	1038	occ-v1-31cc901af4b58f5508c880f8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0520918a5c4985b0bf5543fbc7d308ce48ac61c8e7d062b0afa1543858a0e975	990/25353	25353/990	.	3ee21bad8b084808fda70b9f5582c76d27e2f7aa635300178982613d65d93840	9b02acb1531c150bacd5afe6c73e1753b81b6eb9ccc756843c5aa8e7d2c3f959
504	1000	asm-v1-eda378162b622125e8c313ae	GCF_002466355.1	7134	occ-v1-deaeae0663391789f89fc25c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	052164dcc3fb0f94e48a5b3b07daefe2446a95d0f82464a714bc6ddd59469182	990/25353	25353/990	.	afe309eed930edda6836b4d4b1537ec505e436c4c45207854c11b8bef61fe15d	0fc1c51db1ca8debc076931bfb9f57fabf82c3b41d28d73683919412ad2f0df9
505	1000	asm-v1-13e82288c2b823db7c6c30ec	GCF_002193205.1	5678	occ-v1-a9dd66823fa42ddcdf77b3fa	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	052195b6717233ee816200025abbac46567af0db337ec9f1e203701e691001dd	990/25353	25353/990	.	7f68eaa6dc5486c814aa99688fb230ca1ded70a34256f92fe389985ae42d7c9b	bffbae762391cd4deee8b10d737279790a41959332d4c045cd57cac1a97fed3d
506	1000	asm-v1-7b7899908cbef9cdc5da715a	GCF_900480975.1	24696	occ-v1-5f9d5738fae5c308e170e631	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	052234830e32a58477754ea3adb981555e2b24d1bcb37b29748e372cdd079fb3	990/25353	25353/990	.	933b111ba1d91f7cd4eed9a9d37eeb3ae22ee376b34cc1a211888d5958b1f5ca	fe0ada75a6df3ed44c905fd5cf65fd88c4f9dd922449c056c5fcd46bda87e65b
507	1000	asm-v1-975df455c39c820bfd44b49c	GCF_902859275.1	25480	occ-v1-23e3873bbb63a9906fbc2756	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	05225fb2e55eef3e59339b7eacc961880274a524d147e304c447dbc947cf3722	990/25353	25353/990	.	9a9f69163f2d3bd79b11c588107cd33ce41902f6e0fb4a42f5c429ae5eff32b2	418d354bb78db105e927dafee8683c7082b908c1deeccc81f50b7bd02bc01274
508	1000	asm-v1-49f1ffed07da4da138d341e0	GCF_000408485.1	971	occ-v1-f837020c641760a08c21ae95	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	052324dd5b8333fc9788439407c485501de743f1f18db4a096344a9e2ecb58a1	990/25353	25353/990	.	d8c84ac0d326abdf60f3c12712597b95e14a9cb940cd307b387d4cfc2a41b352	18c57eb1d9c361eb74eacdf985c20264c504864ac9229c428dee92178680b7c3
509	1000	asm-v1-eb69bbaf3a5a8dbd1956f9c0	GCF_013423945.1	18262	occ-v1-0968046a8d20964f2c948ee5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0525310eb7283a16b72d4faff02b0ffcab4c8138cf3ebb02add78758f5f75226	990/25353	25353/990	.	1c6a36a7f950e6e39cd1255371d0b2b26a902b4b30ea14a9e296218f4235cd39	046030e98f9fd691b4ad73006affc0f8cc90e44a66d9154cf42ac56c3b93c194
510	1000	asm-v1-3cff9fb629e52470068719d1	GCF_013182705.1	17690	occ-v1-84dc6a47b499097d83484fcd	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0526f5cec31e6188139820f5940c1aace2150569a00fdd19435e42adee4226d9	990/25353	25353/990	.	36b8bf9fef65bfa75a6ecfea736c50f9933d19027cf601db4c1c6f7edb3b18e4	8bb22b5681ec1d46e8ad38f878cee2a047de81494472c2a3b480f1822b21dec9
511	1000	asm-v1-4b2fed6fdfddf02230a26217	GCF_000987545.1	2793	occ-v1-461cea873bd032a6880d6c6a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0527facfa331552ad1fbd88f884e6eaa3b552dafaf86b996ff571985fe9baaf4	990/25353	25353/990	.	682fb1319ed7590842db1523b4895e4abbe5e8e7e79293a8552e9e12c9d11fc3	a200fc12977ad0cb6ccfa7ab4d143fb2aab017f9c5223050baebefcbc8f95121
512	1000	asm-v1-da4ebf87524e9f63e86d3355	GCF_005393265.1	14409	occ-v1-8ae9831b8fd5c6c526c935bd	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	05296fc058d90b7df1ac7db314f88c6117817559348c087a60b68d261b8a3245	990/25353	25353/990	.	12008c2bbe17c736436124980fe1e83af572630fd3e89030cf3c53717b672448	3fbf551df3aa276e56e729cb31f8829a85c5d9476edf68d2936b758354ab63bb
513	1000	asm-v1-3d57ef393d3c093784736989	GCF_000952225.1	2750	occ-v1-dd14303c103faad9f3e14d24	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	052d0ca47a2e2e6e56bd3e8c06328ddf6c23d0841bda298fef1059c0511ee2c1	990/25353	25353/990	.	36cd291a97298dedc5e99c6d590fde593e0d100611b5a81f417d9eb7e3930c9e	f943fdb656d9ae5d9935369df9fe218365d712c0251d75b7f579569abf608532
514	1000	asm-v1-69d4cea506b0c56116d63735	GCF_019879155.1	22530	occ-v1-f987973b56ce50197a14821e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	052fd377f46175ebe1f286f8338c68c79d5145de378b2431f2f0ff961c8fbab9	990/25353	25353/990	.	837fa727b4a51941e4c44c6f169c057cb2942970e27041b4a8358ae2b84af247	3eeb548f87c4e6df1a0b8f84e88206b07c5cdc0cb9d92703aec54c8a44d41a02
515	1000	asm-v1-44961e767c4f7055500a310a	GCF_002231775.1	6206	occ-v1-fe14dffbeadc8ff58d628c20	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0531fac0e5107152641ae9f39bfb8495ffcfeb66cfce2d8c99328ff6e27772c8	990/25353	25353/990	.	4024fd4183c59a940763f4db1ff1dd1e99d2c40c7734e8b7c999fb1771911ff7	97385cecd530a43d3657d6cb77043386a89d2e7092d63bbfec8717027b0da507
516	1000	asm-v1-3bc4d313a792399ed52fd138	GCF_006230395.1	14880	occ-v1-565e2cb9aeae77f9e52927e4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0536d6eb5929e2db44311a0bae75db4a725e043e9946cebdd7679c7662e6c2d8	990/25353	25353/990	.	a5fc6829eb705aaac5d2940062cabeb5a7b9572c58279247869b5965ee40b461	b483c25c07a82c5e72865817d7b90d4dacffbf1698dfb68ada488a8009fb3edd
517	1000	asm-v1-6dd1c3cdd3b75817199e77e6	GCF_020422745.1	23061	occ-v1-a5b19d7e8b413517683c38f7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0536e0ae4a8889c7671d65f159b0681a63b44147a9bd7855cffe5a1987801d97	990/25353	25353/990	.	d1fddb6c709a737ad035e25d9baa789abb3ba7bbe0a9cd531489501f9410c533	97eb868943cbcfb59a92a28f69abc70afa891ecc52af4824c648f578ef34cc44
518	1000	asm-v1-1f859e847da30041257be359	GCF_009789835.1	16380	occ-v1-315a51ed76f177e3c9d06ff8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	05379f71b7c474d4dbe4d485348d633dda24c44531f1f825f774b61e12738c10	990/25353	25353/990	.	51dd8bb362f8322417196bd8819fbfb92939e3defc5b5f8b0e077aad35d059a0	8c05cafa490a8fd1b8c30cff4d268ac9c3c437dea0c15bc1b558256319239d9e
519	1000	asm-v1-91f356d0671601a2e6bc0148	GCF_002547165.1	8528	occ-v1-3c37708f326745ec4ee3e2a8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	053da14e1fb0fb31a79f50018a0881692fb6369e8112c6f95efb845cef42e1a4	990/25353	25353/990	.	9c80bdf6002992358ea6a70e2365f4cc0da2d83eaf417d957421ef06c4e9e637	39075b74f345a1397ada2216e66daf7ed72749f22792fc08728b188ba9540042
520	1000	asm-v1-5717947d5f1fd564fa10e2c8	GCF_001609735.1	4001	occ-v1-33ca15dd759dfdd591c537c0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	053fdb2f27ce8f35e117d8285c1e66d3c42ab1119c5784a450f02bc69e9414c6	990/25353	25353/990	.	f2f304e5d2ceb40408d5b1757b493d8779d88ff8ac0efd8849f7e21995ab3932	182f47535fc9550264ad3c7eedfaa39c66d8d41b61bf8551b2774caabcca538d
521	1000	asm-v1-6cee7f3f03ed0d5d9b9ec3b6	GCF_002769095.1	8901	occ-v1-affd1b6826e0fbfd7b679490	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	05434368147ed66610fa16d72dcbd93febb3b194764549c63c044f6deb300acf	990/25353	25353/990	.	bacf31961af263c59c5345ea51be3a2aee9869b1400e205532c9fb3b633d9554	97a016f85651be89fb43ce748a53f40aa39794549885495728d370a6dca6ea09
522	1000	asm-v1-a8bde4b9ce8be75ec609de5b	GCF_000459135.1	1208	occ-v1-7a584d62aa7bfeb6bc9e58d4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0544abe004942390909b6a6e1870666b4a78ea1a6ca382b4b7e3a673b988153e	990/25353	25353/990	.	a219a9e1bed818c8e956c39b09c0aa5d89b1e3fc88d1652a1cddf7b06159729a	6b96bef4770db1b546664a90d2a08b37914331ecaf13fe8eb711c17f30a21bbf
523	1000	asm-v1-30dd48ac705542b698e83377	GCF_003830315.1	11850	occ-v1-1e7a76dc939eebd29de105c1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	054592e28265e851fd564218e2c4e908d210261bcd97600baf704e00e50ee37f	990/25353	25353/990	.	704dd84ae54fa80f33a90cbb39404d39c2a8b0d2899749d9a07b8a8789a8bda3	c0eeb31bfe183c0af7c4463e9f52683aa3375e7679e956b03231a8170e57972a
524	1000	asm-v1-1534a85cb958b88580eef048	GCF_015229735.1	19364	occ-v1-d0a344f2055f5109835f834d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0547108a6900e7985a916732aa67af15c838b90d206213990b0f25f07be6d2e4	990/25353	25353/990	.	869ea03d0e0d855ae220631282a38924a3545912220f23a97afde5e19daed16e	48076df14607b50065e93f87dedc277f6b2fba6c92f03838bbdb54c525078ea7
525	1000	asm-v1-0da6aea242345c7758e51e99	GCF_002227705.1	6016	occ-v1-801145e521f700fb66eae975	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	05481821f7b97bf21f86351561faa7a4620a8ab725f8e6c75399f84ef7119a5d	990/25353	25353/990	.	92a4062cfa380a396dce6554085f54aa601ebcdc9f6e73acdd89088715e7ec7d	00f95d09cc78d1c7446e8258a6812dff3bfdcc37cb740e0ac3ba0eb9444fe421
