prophage_id,ecor_strain,strain_index,assembly_accession,gca_accession,wgs_master,source_contig,contig_start,contig_end,length_bp,transposable,taxonomy,community,in_connected_component,cluster,genome,in_tree,tree_leaf_id,neighborhood_size,nearest_neighbor,nearest_neighbor_dist,contig_url,contig_fasta_url,assembly_url,neighborhood_png
GCF_003333795.1_prophage_8,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000046.1,2386,17488,15103,0.0,Myoviridae,36403,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_8,42,GCF_002466825.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000046.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000046.1?report=fasta&from=2386&to=17488,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_8.png
GCF_003333845.1_prophage_1,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000030.1,15991,53408,37418,0.0,Siphoviridae / Podoviridae,36404,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_1,36,GCF_003333855.1_prophage_3,0.000656,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000030.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000030.1?report=fasta&from=15991&to=53408,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_1.png
GCF_003333845.1_prophage_2,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000037.1,29381,44552,15172,0.0,Unknown,36405,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_2,52,GCF_002191055.1_prophage_5,0.000434,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000037.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000037.1?report=fasta&from=29381&to=44552,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_2.png
GCF_003333845.1_prophage_3,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000038.1,153,22863,22711,0.0,Myoviridae,36406,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_3,54,GCF_916164095.1_prophage_3,0.000272,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000038.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000038.1?report=fasta&from=153&to=22863,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_3.png
GCF_003333845.1_prophage_4,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000040.1,22875,40127,17253,0.0,Myoviridae,36407,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_4,51,GCF_900499595.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000040.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000040.1?report=fasta&from=22875&to=40127,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_4.png
GCF_003333845.1_prophage_5,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000041.1,1445,17238,15794,0.0,Podoviridae,36408,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_5,53,GCF_003333855.1_prophage_8,0.001366,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000041.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000041.1?report=fasta&from=1445&to=17238,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_5.png
GCF_003333845.1_prophage_6,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000044.1,3,30549,30547,0.0,Myoviridae,36409,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_6,32,GCF_002190875.1_prophage_5,0.00024,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000044.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000044.1?report=fasta&from=3&to=30549,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_6.png
GCF_003333845.1_prophage_7,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000045.1,20493,30912,10420,0.0,Myoviridae,36410,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_7,39,GCF_907177055.1_prophage_10,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000045.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000045.1?report=fasta&from=20493&to=30912,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_7.png
GCF_003333845.1_prophage_8,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000049.1,3,24236,24234,0.0,Siphoviridae,36411,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_8,59,GCF_002465385.1_prophage_4,0.012796,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000049.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000049.1?report=fasta&from=3&to=24236,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_8.png
GCF_003333845.1_prophage_9,ECOR-40,40,GCF_003333845.1,GCA_003333845.1,QOXZ00000000.1,NZ_QOXZ01000006.1,129972,159516,29545,0.0,Siphoviridae,36412,0,,GCF_003333845.1,1,GCF_003333845.1_prophage_9,35,GCF_000782315.1_prophage_3,0.000152,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000006.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXZ01000006.1?report=fasta&from=129972&to=159516,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333845.1,ecor_neighborhoods/GCF_003333845.1_prophage_9.png
GCF_003333855.1_prophage_1,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000001.1,46981,83409,36429,0.0,Myoviridae,36413,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_1,44,GCF_003334605.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000001.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000001.1?report=fasta&from=46981&to=83409,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_1.png
GCF_003333855.1_prophage_2,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000002.1,8171,24618,16448,0.0,Siphoviridae,36414,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_2,35,GCF_003334605.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000002.1?report=fasta&from=8171&to=24618,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_2.png
GCF_003333855.1_prophage_3,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000032.1,15991,53905,37915,0.0,Siphoviridae,36415,0,2,GCF_003333855.1,1,GCF_003333855.1_prophage_3,36,GCF_003334605.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000032.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000032.1?report=fasta&from=15991&to=53905,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_3.png
GCF_003333855.1_prophage_4,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000035.1,9693,42227,32535,0.0,Myoviridae,36416,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_4,59,GCF_002190875.1_prophage_4,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000035.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000035.1?report=fasta&from=9693&to=42227,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_4.png
GCF_003333855.1_prophage_5,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000042.1,678,17929,17252,0.0,Myoviridae,36417,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_5,51,GCF_916164095.1_prophage_4,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000042.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000042.1?report=fasta&from=678&to=17929,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_5.png
GCF_003333855.1_prophage_6,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000044.1,117,21803,21687,0.0,Myoviridae,36418,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_6,54,GCF_003334605.1_prophage_5,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000044.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000044.1?report=fasta&from=117&to=21803,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_6.png
GCF_003333855.1_prophage_7,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000047.1,1,30988,30988,0.0,Myoviridae,36419,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_7,32,GCF_003334605.1_prophage_6,4.8e-05,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000047.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000047.1?report=fasta&from=1&to=30988,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_7.png
GCF_003333855.1_prophage_8,ECOR-39,39,GCF_003333855.1,GCA_003333855.1,QOXY00000000.1,NZ_QOXY01000057.1,3443,18585,15143,0.0,Podoviridae,36420,0,,GCF_003333855.1,1,GCF_003333855.1_prophage_8,53,GCF_003333845.1_prophage_5,0.001366,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000057.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXY01000057.1?report=fasta&from=3443&to=18585,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333855.1,ecor_neighborhoods/GCF_003333855.1_prophage_8.png
GCF_003333865.1_prophage_1,ECOR-37,37,GCF_003333865.1,GCA_003333865.1,QOXW00000000.1,NZ_QOXW01000021.1,470,87757,87288,0.0,Myoviridae,36421,0,,GCF_003333865.1,1,GCF_003333865.1_prophage_1,46,GCF_003323015.1_prophage_4,0.007856,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000021.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000021.1?report=fasta&from=470&to=87757,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333865.1,ecor_neighborhoods/GCF_003333865.1_prophage_1.png
GCF_003333865.1_prophage_2,ECOR-37,37,GCF_003333865.1,GCA_003333865.1,QOXW00000000.1,NZ_QOXW01000002.1,26618,71865,45248,0.0,Myoviridae,36422,0,,GCF_003333865.1,1,GCF_003333865.1_prophage_2,10,GCF_013167935.1_prophage_1,4.8e-05,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000002.1?report=fasta&from=26618&to=71865,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333865.1,ecor_neighborhoods/GCF_003333865.1_prophage_2.png
GCF_003333865.1_prophage_3,ECOR-37,37,GCF_003333865.1,GCA_003333865.1,QOXW00000000.1,NZ_QOXW01000044.1,1,21500,21500,0.0,Myoviridae,36423,0,,GCF_003333865.1,1,GCF_003333865.1_prophage_3,7,GCF_005395065.1_prophage_2,0.016538,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000044.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000044.1?report=fasta&from=1&to=21500,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333865.1,ecor_neighborhoods/GCF_003333865.1_prophage_3.png
GCF_003333865.1_prophage_4,ECOR-37,37,GCF_003333865.1,GCA_003333865.1,QOXW00000000.1,NZ_QOXW01000048.1,782,3904,3123,0.0,Podoviridae,36424,0,,GCF_003333865.1,1,GCF_003333865.1_prophage_4,48,GCF_000249575.1_prophage_3,0.013283,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000048.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000048.1?report=fasta&from=782&to=3904,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333865.1,ecor_neighborhoods/GCF_003333865.1_prophage_4.png
GCF_003333865.1_prophage_5,ECOR-37,37,GCF_003333865.1,GCA_003333865.1,QOXW00000000.1,NZ_QOXW01000049.1,23124,28223,5100,0.0,Myoviridae,36425,0,,GCF_003333865.1,1,GCF_003333865.1_prophage_5,21,GCF_001615115.1_prophage_1,0.011756,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000049.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000049.1?report=fasta&from=23124&to=28223,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333865.1,ecor_neighborhoods/GCF_003333865.1_prophage_5.png
GCF_003333865.1_prophage_6,ECOR-37,37,GCF_003333865.1,GCA_003333865.1,QOXW00000000.1,NZ_QOXW01000055.1,3,24014,24012,0.0,Siphoviridae,36426,0,,GCF_003333865.1,1,GCF_003333865.1_prophage_6,17,GCF_001285725.1_prophage_4,0.000606,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000055.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXW01000055.1?report=fasta&from=3&to=24014,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333865.1,ecor_neighborhoods/GCF_003333865.1_prophage_6.png
GCF_003333875.1_prophage_1,ECOR-36,36,GCF_003333875.1,GCA_003333875.1,QOXV00000000.1,NZ_QOXV01000010.1,1670,20664,18995,0.0,Podoviridae,36427,0,,GCF_003333875.1,1,GCF_003333875.1_prophage_1,39,GCF_002190825.1_prophage_3,0.003666,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXV01000010.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXV01000010.1?report=fasta&from=1670&to=20664,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333875.1,ecor_neighborhoods/GCF_003333875.1_prophage_1.png
GCF_003333875.1_prophage_2,ECOR-36,36,GCF_003333875.1,GCA_003333875.1,QOXV00000000.1,NZ_QOXV01000025.1,2839,37345,34507,0.0,Myoviridae,36428,0,,GCF_003333875.1,1,GCF_003333875.1_prophage_2,29,GCF_016093215.1_prophage_3,0.000216,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXV01000025.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXV01000025.1?report=fasta&from=2839&to=37345,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333875.1,ecor_neighborhoods/GCF_003333875.1_prophage_2.png
GCF_003333875.1_prophage_3,ECOR-36,36,GCF_003333875.1,GCA_003333875.1,QOXV00000000.1,NZ_QOXV01000044.1,3008,31216,28209,0.0,Myoviridae,36429,0,,GCF_003333875.1,1,GCF_003333875.1_prophage_3,59,GCF_002190825.1_prophage_2,0.004568,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXV01000044.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXV01000044.1?report=fasta&from=3008&to=31216,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333875.1,ecor_neighborhoods/GCF_003333875.1_prophage_3.png
GCF_003333925.1_prophage_1,ECOR-33,33,GCF_003333925.1,GCA_003333925.1,QOXS00000000.1,NZ_QOXS01000024.1,38517,57724,19208,0.0,Podoviridae,36430,0,,GCF_003333925.1,1,GCF_003333925.1_prophage_1,50,GCF_003333935.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXS01000024.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXS01000024.1?report=fasta&from=38517&to=57724,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333925.1,ecor_neighborhoods/GCF_003333925.1_prophage_1.png
GCF_003333925.1_prophage_2,ECOR-33,33,GCF_003333925.1,GCA_003333925.1,QOXS00000000.1,NZ_QOXS01000004.1,30600,68848,38249,0.0,Myoviridae,36431,0,,GCF_003333925.1,1,GCF_003333925.1_prophage_2,19,GCF_003333935.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXS01000004.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXS01000004.1?report=fasta&from=30600&to=68848,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333925.1,ecor_neighborhoods/GCF_003333925.1_prophage_2.png
GCF_003333925.1_prophage_3,ECOR-33,33,GCF_003333925.1,GCA_003333925.1,QOXS00000000.1,NZ_QOXS01000006.1,222736,237054,14319,1.0,Siphoviridae / Podoviridae,36432,0,,GCF_003333925.1,1,GCF_003333925.1_prophage_3,60,GCF_003333935.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXS01000006.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXS01000006.1?report=fasta&from=222736&to=237054,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333925.1,ecor_neighborhoods/GCF_003333925.1_prophage_3.png
GCF_003333935.1_prophage_1,ECOR-32,32,GCF_003333935.1,GCA_003333935.1,QOXR00000000.1,NZ_QOXR01000024.1,38517,57724,19208,0.0,Podoviridae,36433,0,,GCF_003333935.1,1,GCF_003333935.1_prophage_1,50,GCF_003333925.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXR01000024.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXR01000024.1?report=fasta&from=38517&to=57724,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333935.1,ecor_neighborhoods/GCF_003333935.1_prophage_1.png
GCF_003333935.1_prophage_2,ECOR-32,32,GCF_003333935.1,GCA_003333935.1,QOXR00000000.1,NZ_QOXR01000004.1,30600,68848,38249,0.0,Myoviridae,36434,0,,GCF_003333935.1,1,GCF_003333935.1_prophage_2,19,GCF_003333925.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXR01000004.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXR01000004.1?report=fasta&from=30600&to=68848,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333935.1,ecor_neighborhoods/GCF_003333935.1_prophage_2.png
GCF_003333935.1_prophage_3,ECOR-32,32,GCF_003333935.1,GCA_003333935.1,QOXR00000000.1,NZ_QOXR01000006.1,222736,237054,14319,1.0,Siphoviridae / Podoviridae,36435,0,,GCF_003333935.1,1,GCF_003333935.1_prophage_3,60,GCF_003333925.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXR01000006.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXR01000006.1?report=fasta&from=222736&to=237054,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333935.1,ecor_neighborhoods/GCF_003333935.1_prophage_3.png
GCF_003333945.1_prophage_1,ECOR-31,31,GCF_003333945.1,GCA_003333945.1,QOXQ00000000.1,NZ_QOXQ01000011.1,88697,123027,34331,0.0,Myoviridae,36436,0,,GCF_003333945.1,1,GCF_003333945.1_prophage_1,10,GCF_001865905.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000011.1?report=fasta&from=88697&to=123027,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333945.1,ecor_neighborhoods/GCF_003333945.1_prophage_1.png
GCF_003333945.1_prophage_2,ECOR-31,31,GCF_003333945.1,GCA_003333945.1,QOXQ00000000.1,NZ_QOXQ01000031.1,42979,64251,21273,0.0,Siphoviridae,36437,0,,GCF_003333945.1,1,GCF_003333945.1_prophage_2,48,GCF_002190715.1_prophage_1,0.001134,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000031.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000031.1?report=fasta&from=42979&to=64251,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333945.1,ecor_neighborhoods/GCF_003333945.1_prophage_2.png
GCF_003333945.1_prophage_3,ECOR-31,31,GCF_003333945.1,GCA_003333945.1,QOXQ00000000.1,NZ_QOXQ01000032.1,3118,60678,57561,0.0,Myoviridae,36438,0,,GCF_003333945.1,1,GCF_003333945.1_prophage_3,28,GCF_002190715.1_prophage_4,0.00184,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000032.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000032.1?report=fasta&from=3118&to=60678,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333945.1,ecor_neighborhoods/GCF_003333945.1_prophage_3.png
GCF_003333945.1_prophage_4,ECOR-31,31,GCF_003333945.1,GCA_003333945.1,QOXQ00000000.1,NZ_QOXQ01000007.1,146530,185235,38706,0.0,Siphoviridae,36439,0,,GCF_003333945.1,1,GCF_003333945.1_prophage_4,18,GCF_000176575.2_prophage_2,0.001058,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000007.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXQ01000007.1?report=fasta&from=146530&to=185235,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333945.1,ecor_neighborhoods/GCF_003333945.1_prophage_4.png
GCF_003333975.1_prophage_1,ECOR-30,30,GCF_003333975.1,GCA_003333975.1,QOXP00000000.1,NZ_QOXP01000001.1,262784,298172,35389,0.0,Myoviridae,36440,0,,GCF_003333975.1,1,GCF_003333975.1_prophage_1,55,GCF_002190705.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXP01000001.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXP01000001.1?report=fasta&from=262784&to=298172,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333975.1,ecor_neighborhoods/GCF_003333975.1_prophage_1.png
GCF_003333975.1_prophage_2,ECOR-30,30,GCF_003333975.1,GCA_003333975.1,QOXP00000000.1,NZ_QOXP01000005.1,2310,17474,15165,1.0,Siphoviridae / Podoviridae,36441,0,,GCF_003333975.1,1,GCF_003333975.1_prophage_2,27,GCF_002513215.1_prophage_4,0.000362,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXP01000005.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXP01000005.1?report=fasta&from=2310&to=17474,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333975.1,ecor_neighborhoods/GCF_003333975.1_prophage_2.png
GCF_003334005.1_prophage_1,ECOR-29,29,GCF_003334005.1,GCA_003334005.1,QOXO00000000.1,NZ_QOXO01000016.1,1776,24577,22802,0.0,Myoviridae,36442,0,,GCF_003334005.1,1,GCF_003334005.1_prophage_1,56,GCF_002190685.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXO01000016.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXO01000016.1?report=fasta&from=1776&to=24577,https://www.ncbi.nlm.nih.gov/assembly/GCF_003334005.1,ecor_neighborhoods/GCF_003334005.1_prophage_1.png
GCF_003334005.1_prophage_2,ECOR-29,29,GCF_003334005.1,GCA_003334005.1,QOXO00000000.1,NZ_QOXO01000019.1,60056,104528,44473,0.0,Siphoviridae,36443,0,,GCF_003334005.1,1,GCF_003334005.1_prophage_2,38,GCF_904810405.1_prophage_9,0.030648,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXO01000019.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXO01000019.1?report=fasta&from=60056&to=104528,https://www.ncbi.nlm.nih.gov/assembly/GCF_003334005.1,ecor_neighborhoods/GCF_003334005.1_prophage_2.png
GCF_003334005.1_prophage_3,ECOR-29,29,GCF_003334005.1,GCA_003334005.1,QOXO00000000.1,NZ_QOXO01000027.1,40271,44719,4449,0.0,Unknown,36444,0,,GCF_003334005.1,1,GCF_003334005.1_prophage_3,49,GCF_005045685.1_prophage_6,0.005742,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXO01000027.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXO01000027.1?report=fasta&from=40271&to=44719,https://www.ncbi.nlm.nih.gov/assembly/GCF_003334005.1,ecor_neighborhoods/GCF_003334005.1_prophage_3.png
GCF_003334015.1_prophage_1,ECOR-28,28,GCF_003334015.1,GCA_003334015.1,QOXN00000000.1,NZ_QOXN01000027.1,645,2341,1697,0.0,Podoviridae,36445,0,,GCF_003334015.1,1,GCF_003334015.1_prophage_1,2,GCF_003830165.1_prophage_6,0.018496,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXN01000027.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXN01000027.1?report=fasta&from=645&to=2341,https://www.ncbi.nlm.nih.gov/assembly/GCF_003334015.1,ecor_neighborhoods/GCF_003334015.1_prophage_1.png
GCF_003334015.1_prophage_2,ECOR-28,28,GCF_003334015.1,GCA_003334015.1,QOXN00000000.1,NZ_QOXN01000003.1,112162,152293,40132,0.0,Siphoviridae,36446,0,,GCF_003334015.1,1,GCF_003334015.1_prophage_2,16,GCF_005400125.1_prophage_2,0.00068,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXN01000003.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXN01000003.1?report=fasta&from=112162&to=152293,https://www.ncbi.nlm.nih.gov/assembly/GCF_003334015.1,ecor_neighborhoods/GCF_003334015.1_prophage_2.png
GCF_003334015.1_prophage_3,ECOR-28,28,GCF_003334015.1,GCA_003334015.1,QOXN00000000.1,NZ_QOXN01000005.1,203021,238194,35174,0.0,Myoviridae,36447,0,,GCF_003334015.1,1,GCF_003334015.1_prophage_3,16,GCF_002942805.1_prophage_6,9.6e-05,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXN01000005.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOXN01000005.1?report=fasta&from=203021&to=238194,https://www.ncbi.nlm.nih.gov/assembly/GCF_003334015.1,ecor_neighborhoods/GCF_003334015.1_prophage_3.png
