genome_key	origin	source_ns	accession	numeric	species	prophage_count	canonical_acc	plan	resolution_method	link_gz	bvbrc_contigs	notes
SRR26033561	export	ASSEMBLY	SRR26033561		Mycobacterium paraintracellulare	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26033562	export	ASSEMBLY	SRR26033562		Mycobacterium intracellulare subsp. chimaera DSM 44623	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26033563	export	ASSEMBLY	SRR26033563		Mycobacterium paraintracellulare	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26033564	export	ASSEMBLY	SRR26033564		Mycobacterium paraintracellulare	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26033565	export	ASSEMBLY	SRR26033565		Mycolicibacterium porcinum	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26033566	export	ASSEMBLY	SRR26033566		Mycolicibacterium porcinum	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26033567	export	ASSEMBLY	SRR26033567		Mycobacteroides abscessus ATCC 19977	6		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26041805	export	ASSEMBLY	SRR26041805		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26041806	export	ASSEMBLY	SRR26041806		Mycobacteroides abscessus ATCC 19977	4		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26041807	export	ASSEMBLY	SRR26041807		Mycobacteroides abscessus ATCC 19977	4		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26041808	export	ASSEMBLY	SRR26041808		Mycobacteroides abscessus ATCC 19977	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26041809	export	ASSEMBLY	SRR26041809		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26184015	export	ASSEMBLY	SRR26184015		Mycobacterium intracellulare subsp. chimaera DSM 44623	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26184019	export	ASSEMBLY	SRR26184019		Mycolicibacterium wolinskyi	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26184022	export	ASSEMBLY	SRR26184022		Mycolicibacterium mageritense	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26184023	export	ASSEMBLY	SRR26184023		Mycobacterium colombiense CECT 3035	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26184029	export	ASSEMBLY	SRR26184029		Mycobacterium lentiflavum	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26184032	export	ASSEMBLY	SRR26184032		Mycobacterium colombiense CECT 3035	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200313	export	ASSEMBLY	SRR26200313		Mycobacterium lentiflavum	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200314	export	ASSEMBLY	SRR26200314		Mycobacterium triplex	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200315	export	ASSEMBLY	SRR26200315		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200316	export	ASSEMBLY	SRR26200316		Mycobacteroides chelonae subsp. bovistauri QIA-37	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200317	export	ASSEMBLY	SRR26200317		Mycobacterium kansasii ATCC 12478	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200318	export	ASSEMBLY	SRR26200318		Mycobacterium intracellulare ATCC 13950	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200319	export	ASSEMBLY	SRR26200319		Mycobacterium paraintracellulare	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200320	export	ASSEMBLY	SRR26200320		Mycobacterium avium subsp. avium	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200321	export	ASSEMBLY	SRR26200321		Mycobacterium colombiense CECT 3035	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200322	export	ASSEMBLY	SRR26200322		Mycolicibacterium fortuitum subsp. fortuitum	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200323	export	ASSEMBLY	SRR26200323		Mycobacterium scrofulaceum	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200324	export	ASSEMBLY	SRR26200324		Mycobacterium sp.	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26200325	export	ASSEMBLY	SRR26200325		Mycobacterium paragordonae	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26270924	export	ASSEMBLY	SRR26270924		Mycobacterium avium subsp. avium	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26270925	export	ASSEMBLY	SRR26270925		Mycobacterium avium subsp. avium	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26413665	export	ASSEMBLY	SRR26413665		Mycobacterium intracellulare ATCC 13950	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26413666	export	ASSEMBLY	SRR26413666		Mycobacterium intracellulare ATCC 13950	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26413667	export	ASSEMBLY	SRR26413667		Mycobacterium intracellulare ATCC 13950	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26413668	export	ASSEMBLY	SRR26413668		Mycobacterium intracellulare ATCC 13950	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26457457	export	ASSEMBLY	SRR26457457		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26457458	export	ASSEMBLY	SRR26457458		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26458425	export	ASSEMBLY	SRR26458425		Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931	4		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26458428	export	ASSEMBLY	SRR26458428		Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931	5		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26458429	export	ASSEMBLY	SRR26458429		Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931	6		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26458430	export	ASSEMBLY	SRR26458430		Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931	5		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699523	export	ASSEMBLY	SRR26699523		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699524	export	ASSEMBLY	SRR26699524		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699525	export	ASSEMBLY	SRR26699525		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699526	export	ASSEMBLY	SRR26699526		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699527	export	ASSEMBLY	SRR26699527		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699528	export	ASSEMBLY	SRR26699528		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699529	export	ASSEMBLY	SRR26699529		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699530	export	ASSEMBLY	SRR26699530		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699531	export	ASSEMBLY	SRR26699531		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699532	export	ASSEMBLY	SRR26699532		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699533	export	ASSEMBLY	SRR26699533		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26699534	export	ASSEMBLY	SRR26699534		Mycolicibacterium smegmatis	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727885	export	ASSEMBLY	SRR26727885		Mycobacteroides abscessus subsp. massiliense CIP 108297	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727886	export	ASSEMBLY	SRR26727886		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727887	export	ASSEMBLY	SRR26727887		Mycobacteroides abscessus subsp. massiliense CIP 108297	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727888	export	ASSEMBLY	SRR26727888		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727889	export	ASSEMBLY	SRR26727889		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727890	export	ASSEMBLY	SRR26727890		Mycobacteroides abscessus subsp. massiliense CIP 108297	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727891	export	ASSEMBLY	SRR26727891		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727892	export	ASSEMBLY	SRR26727892		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727894	export	ASSEMBLY	SRR26727894		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727895	export	ASSEMBLY	SRR26727895		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727896	export	ASSEMBLY	SRR26727896		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727897	export	ASSEMBLY	SRR26727897		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727898	export	ASSEMBLY	SRR26727898		Mycobacteroides abscessus ATCC 19977	9		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727903	export	ASSEMBLY	SRR26727903		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727904	export	ASSEMBLY	SRR26727904		Mycobacteroides abscessus subsp. massiliense CIP 108297	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727906	export	ASSEMBLY	SRR26727906		Mycobacteroides abscessus ATCC 19977	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727908	export	ASSEMBLY	SRR26727908		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727909	export	ASSEMBLY	SRR26727909		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727914	export	ASSEMBLY	SRR26727914		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727915	export	ASSEMBLY	SRR26727915		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727916	export	ASSEMBLY	SRR26727916		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727917	export	ASSEMBLY	SRR26727917		Mycobacteroides abscessus ATCC 19977	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727918	export	ASSEMBLY	SRR26727918		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727919	export	ASSEMBLY	SRR26727919		Mycobacteroides abscessus subsp. massiliense CIP 108297	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727921	export	ASSEMBLY	SRR26727921		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727922	export	ASSEMBLY	SRR26727922		Mycobacteroides abscessus subsp. massiliense CIP 108297	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727925	export	ASSEMBLY	SRR26727925		Mycobacteroides abscessus subsp. massiliense CIP 108297	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727926	export	ASSEMBLY	SRR26727926		Mycobacteroides abscessus subsp. massiliense CIP 108297	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727927	export	ASSEMBLY	SRR26727927		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727929	export	ASSEMBLY	SRR26727929		Mycobacteroides abscessus subsp. massiliense CIP 108297	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727930	export	ASSEMBLY	SRR26727930		Mycobacteroides abscessus ATCC 19977	5		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727931	export	ASSEMBLY	SRR26727931		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727935	export	ASSEMBLY	SRR26727935		Mycobacteroides abscessus subsp. massiliense CIP 108297	7		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727936	export	ASSEMBLY	SRR26727936		Mycobacteroides abscessus ATCC 19977	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727937	export	ASSEMBLY	SRR26727937		Mycobacteroides abscessus subsp. massiliense CIP 108297	5		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727938	export	ASSEMBLY	SRR26727938		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727939	export	ASSEMBLY	SRR26727939		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727940	export	ASSEMBLY	SRR26727940		Mycobacteroides abscessus ATCC 19977	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727941	export	ASSEMBLY	SRR26727941		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727942	export	ASSEMBLY	SRR26727942		Mycobacteroides abscessus ATCC 19977	5		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727943	export	ASSEMBLY	SRR26727943		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727944	export	ASSEMBLY	SRR26727944		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727945	export	ASSEMBLY	SRR26727945		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727947	export	ASSEMBLY	SRR26727947		Mycobacteroides abscessus ATCC 19977	0		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727949	export	ASSEMBLY	SRR26727949		Mycobacteroides abscessus ATCC 19977	4		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727950	export	ASSEMBLY	SRR26727950		Mycobacteroides abscessus subsp. massiliense CIP 108297	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727951	export	ASSEMBLY	SRR26727951		Mycobacteroides abscessus subsp. massiliense CIP 108297	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727953	export	ASSEMBLY	SRR26727953		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727956	export	ASSEMBLY	SRR26727956		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727957	export	ASSEMBLY	SRR26727957		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727958	export	ASSEMBLY	SRR26727958		Mycobacteroides abscessus subsp. bolletii BD	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727959	export	ASSEMBLY	SRR26727959		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727960	export	ASSEMBLY	SRR26727960		Mycobacteroides abscessus ATCC 19977	4		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727961	export	ASSEMBLY	SRR26727961		Mycobacteroides abscessus ATCC 19977	2		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727963	export	ASSEMBLY	SRR26727963		Mycobacteroides abscessus subsp. massiliense CIP 108297	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727964	export	ASSEMBLY	SRR26727964		Mycobacteroides abscessus ATCC 19977	3		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727965	export	ASSEMBLY	SRR26727965		Mycobacteroides abscessus ATCC 19977	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727966	export	ASSEMBLY	SRR26727966		Mycobacteroides abscessus subsp. massiliense CIP 108297	1		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
SRR26727969	export	ASSEMBLY	SRR26727969		Mycobacteroides abscessus ATCC 19977	4		blocked_run	run_collaborator_pending			collaborator run assembly not delivered locally (ntm/v2/run_assemblies/REQUEST.md PENDING); ENA substitute assemblies are content-mismatched
