cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
117	250	asm-v1-7de306702c997388812a641d	GCF_004566835.1	12884	occ-v1-09952f826fd7081351774d2c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01140d5d636f2bb463dae4c93735d1e3d9f3a7be077d1ce11e3e34f7f89c6b1c	240/25353	25353/240	.	ffb839d860e5fb0303dfb751fc790ff52f67e9058417f045cb7258a736441ade	156391c6f9a3371a512ad0ba48cc4fa7d32c52d98a4140a45295d193ba905ff5
118	250	asm-v1-3236ddb3f9c2fffea22a4966	GCF_020023255.1	22686	occ-v1-b91820e637c7e90b8b49c610	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01149e27dcbdc77ad60ff06c8a793511a24777e25262dac8fd26f08984ece65e	240/25353	25353/240	.	413d0c96f59e3b9d8355992e3c9c8d43fe1bd5190bdf681db1460c393488a308	2720cd4ec30604834277aabfab14c094f34586b313e6611ddaf952a203d45011
119	250	asm-v1-0f647648184c8aa43ecf3f31	GCF_002194865.1	5708	occ-v1-f9e12dbf4c536ac2606610a1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0114d5640ca888e7ef0060a6dddcc7885a8448a3bc890364692143742baa33de	240/25353	25353/240	.	6ebccb95b35bd57cef138c3377be09b0e76183f98c688de3a61e45837382fb4e	13a6cbbffffa836903e4070fbbccd4353486369ecd048abe1b76dcff0562143c
120	250	asm-v1-2b81d9b41ff19ed11b140548	GCF_009882745.1	16835	occ-v1-3d69206fe055b991daf0db51	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01195aa2866038698f77193c9928e14b665e530aa7ecde41e2e38bf9b77eb19b	240/25353	25353/240	.	ecfc1d4ab51b5930c78df7fb47a367a173740af56b4e5284a48d152521162e7b	4b4bc5d7e4050b592a49eadbd5a7591a0313c6eb011cca0c660f0f490225ee57
121	250	asm-v1-960926141466b4e293efda88	GCF_003302025.1	10568	occ-v1-840edf2758fe9d92e028f1be	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0120e5defbd348f07c2e0b1bcdd7cfed2f70926e7d3ad3f9f18160f99ec5f2bd	240/25353	25353/240	.	9ee2fb5116f49dc88359e2100faac8adcfd7ce0214c278f1eb5cf5d199ba8f44	6e7e34e66f58fa6a4695c196a2cdd744b1c3251337b7d354070b59e90ff0bf05
122	250	asm-v1-884e9cbf277967272674f92a	GCF_002465545.1	7093	occ-v1-25d9482d61aaf3709ee8a6c1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	012231afad082debdf5cf4253aa4bef1a7cc6ed0a51d21e01b09d7159ff3aaa6	240/25353	25353/240	.	8e1b629ae74441b73f9130a9b3d6ffad5883c0abfe5787b6fde8fd13b2b59f25	3dd3e5cdb59bf37c9617cad5d7d4ff96275171da43c3de7253dd85b401769519
123	250	asm-v1-27ffeb5df0a1195913f68e5b	GCF_006542825.1	15417	occ-v1-05bf569e1abc88f6ae27b4bc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01226d540cce988b49fe6ac515e214016d05ad6f2405f9bef526ba3fdd7134e9	240/25353	25353/240	.	e4883cf79b5f4bfd80cab6d635683fdbc2a0c430905870a011ca107d1abb2507	afe02a169b834a0ed625532e3516610b543bdf1ac3a9c6ed9db8f7751f12c2c1
124	250	asm-v1-0307af4fec82c862fe2d0a40	GCF_009931235.1	16961	occ-v1-21f1298cd1aac63381a1561b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0123c5a6747e35f9d4a240604bd0b79a055d966c8bfd6140bcb81c69d4b434b6	240/25353	25353/240	.	b8cc1a0810128c4a63ab3f677fa8a33902a0dfc4962e60a75c42bda5d89e95ef	a1eedaa8bd7448eda4393f708dd2846621a90c7985838a51ce33614d2236d920
125	250	asm-v1-8717ab0873cc28f3479226d9	GCF_000835055.1	2661	occ-v1-3ed0b5d15706598a80224ec0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01244de18c094512658038023c56621efba2fc52ba6d3ecaa1fb1635f14a6ef0	240/25353	25353/240	.	9e3dd6e3a7e4ef9712771155ed05dfde927ef1b82f10b0bb731ed4145486a0d0	026ff008e97b8bcf49f702fa27fabe706d8791be99ae4658e437ec771771e13e
126	250	asm-v1-16bf0309255fcc117fbef284	GCF_003293975.1	10419	occ-v1-1e095e861fa4726b2ae9b120	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0127da10b9e9fce35d9a735b75b28aa8bfc8dca9e83d9733479e0c874f1a27bd	240/25353	25353/240	.	3e40919b39ca046cf01e329dff5dc23320d97ab9122f0b8fd2e0fb08f4c46e81	5ea81e2999192a0a02fc077cb0ae46e2c241b2920558a870cdfc18c143c1e643
127	250	asm-v1-d8699cbe6ec8c87f76f740d8	GCF_002116465.1	5259	occ-v1-1cfaf14bddfb2f6e4779f87a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013037880f8928f89895c4dc2089a93d6cf70198dcbc2bdf2d4cd6394214b77f	240/25353	25353/240	.	4022584f74821ebc170b3ccee9988ab0ad19f4c9dc5afda801f7cf3a75158822	ab972ec0157a29331c640e0e1b5c1b8af89e2a939797f9ee767ad9f6831eea75
128	250	asm-v1-986bef7dd17a4c1212022400	GCF_002228865.1	6074	occ-v1-fbfe41254f3c9f9df0ddf348	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0130a23ba07bde0103496bff09215e33885fca7a7ec0c7068280a4a32015e643	240/25353	25353/240	.	99b2c09bc3f3a79298c6dafaf54573f30e4e49b97d48d32f604c4ff23de5af93	688168d87da4393458ae56a97d20c2c3685da84494d5565907019cf41be50935
129	250	asm-v1-6287145e977ba39b2f4904fb	GCF_002486585.1	7537	occ-v1-1c643bf411c7b5f52904160a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013505fc445ed10e519d12b9c7170890db8ce2a7c489f73ca33d501d0c8758b4	240/25353	25353/240	.	63178ead8502b5e3718edf9d4a365a826446a4215c9e7f40dc3046b4a2f6aed3	9f0b9f7c3de2e78e7ae95ba16cf960ecc51a5f7602f9580cc57be4e4967f473c
130	250	asm-v1-142986f77d03a686f89f864f	GCF_002244095.1	6320	occ-v1-8264462cb8e7a82f036b4e57	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01351cee2ef7da05b18a9406c174d9cce719cf26266c623c8e383724182172ad	240/25353	25353/240	.	a08a4d5a27ca03bfc701689b9d82305d03750d2923519ba9ac3ce4539dbd326e	2704cd08bf1df57886d3f2cd28d74715dc571bb192d802afd695b494be3af992
131	250	asm-v1-b6740c491b81f01cd73f2f3b	GCF_001651605.1	4287	occ-v1-9d028f328e7f740345f85ed1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0137a74ca5da2248887bb8b0eae7786f2e9758be94c94f0462ed885330f78360	240/25353	25353/240	.	8efd6059a65cc404fdcccf4cb3f9e4cff847787d004036d9b61b50224f860096	a63f9f8b27960d3b804b9a1df01fba2e48e70c45850e2af98a0f58d0508c5949
132	250	asm-v1-7763d434f05211d40bf09374	GCF_019834335.1	22416	occ-v1-f101567c55e1fd8d969d03ec	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013f3dacc49418e47dec102bcb05b18ab54208d187b4f293c1ccbc155067bc45	240/25353	25353/240	.	c95a3d4e4d593c9891925f405a5372ec3814b90dc30a88735cb52b89789c7003	a0a4d2eef7f6ec76ad39376ae320cc8fada34b61882b0c406579c62c19c5d7e2
133	250	asm-v1-d1e21fa56ef7d896d57e2fdb	GCF_001266305.1	3074	occ-v1-d2088359e4347a48db7b93c5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013ffba912812406e840ae419d152946c72dae235c3db5e3a703341e1deb1658	240/25353	25353/240	.	ede80e5317f072eaed703e3a4c17f15d0e307e4eafa580213223fa7bc375c856	87d0f8a8a95b201c9937875a15fd7e0b80f49c79b04d2be891252fe791646970
134	250	asm-v1-0a76d9b911a6a0840bc2ee29	GCF_000357825.2	840	occ-v1-6f32668321525fc12fb20b71	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0140d941963e14ea09e234480e66bf21e6a5a7dbb344daccea7023cd480642b2	240/25353	25353/240	.	f9aacc35ec51571f2245ea173bb6caad720be20d0a1c0e703944e5838bd1f69c	76e3efe3fe0dc0a061f1dbf50c105ac126ad76be2f73cc5fb528b69c69e4c202
135	250	asm-v1-17523ce0779de995164d5409	GCF_009767495.1	16338	occ-v1-db91f780de1cdeeba971b2b3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014629bf9206dfa0861659c5e78df5cb74615056dd53e44a8c2bb4af704be03f	240/25353	25353/240	.	798682c4ea599f5392aeae36f1bf8aa18232266144456b6116efeb969f6e2fd8	50d5054223835c92818a61f94147bca9b21f8c98289e35fc83b966c5cc2a5178
136	250	asm-v1-6c180b8cdc6ac8e7c2b6a14b	GCF_003988295.1	12276	occ-v1-95aa0770ba8ba46dcefb82d7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014804d818b2b470d28daa1ed13279f9b11f1091d01c1cab1036935ac7f33e87	240/25353	25353/240	.	041c619157d01d42f38e56a142e7e5d67fe4db1ed7873dc07b13db56b90779fa	8127f2c569423e090d4654066152f7a24b17f565b5650579858b70bfa5e5609d
137	250	asm-v1-abfbd4db0f259e1ee306f78b	GCF_016404405.2	19928	occ-v1-b054b9e2e44bb3688096c1a6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0148647099116dd1d61cd7f2f69425d772e499f9e5214792ef6586bc665b7506	240/25353	25353/240	.	e28aec5e51519df0892a9916c94e6e60cc395d610327f30328cfe187b4ec9857	4a1b2274011574a6a8f75e521a3771182b29912d6e40f5704df8098eea98da55
138	250	asm-v1-df9111add03570ec13656b9d	GCF_009794305.1	16497	occ-v1-6eafc3e948f0cd302466c73e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0148e3c620731423f884d48692bcac30b7e7bb8ea95cfb62da778f1fddeb71ee	240/25353	25353/240	.	67346703be0ee2d44c0b8473e833ac64d121f9634e3a784f9a00c70bd732cff3	5f0bf74ad31e292c30ae3bea32e8470e38ddf5e7245215f3b473d771f7f9fffc
139	250	asm-v1-3a984168f4ad9d7283a4d001	GCF_000355215.2	730	occ-v1-520493abc64042466ebd8d3a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01496d167f850dce08159e79798d9a36c80315e8b5524c46ba52f1f0b38d0b77	240/25353	25353/240	.	ec81c18dea0fb9bd70fefcabb0df52a9f93b082f32914c4e922183d3ba682dea	2aeeff39ce3c86be7f299d73c6d59925ad494d42935bf5bd43023b2943ae00b2
140	250	asm-v1-a42990e47f3da958ee4e7624	GCF_001191045.1	2970	occ-v1-7ea5460b65b43493dd9729ef	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014b15901c609fcd4765498d328fb01f4d27dd517f894d4959a7116edd409b2f	240/25353	25353/240	.	723126e7eb8bbce370eebffcb976d0726996f77510b8b3ea0d270efbe94741af	eb57591fef8d65ee590f5d955a862478334743cdcc7d51dcbda52e6107d2ca6f
141	250	asm-v1-a9b4343b0d826aeabe2b47f7	GCF_016403925.1	19904	occ-v1-2d0ea14adb9246a847b0da1c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014c97f4932dab74649006648e357ef11304954807db235b050af2de20a8f866	240/25353	25353/240	.	ae1ee93338e77246b8437129a3ccdf779e06a374b032ccc5684eb766f343d86d	c9315e1e7219fc70857fc90633fb10981a2a60960d641274de862d868bcf8911
142	250	asm-v1-daa0b6c0cab38878a41557da	GCF_013391275.1	18041	occ-v1-e48364589ae4f79f29b31366	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01520d3ff533fafc111352b63299ec02c7d0446fc9859ede38f44cd95dc4ff40	240/25353	25353/240	.	c88a514d8e03d4b985f4b6b1e4f8b791aa09ae5adb2500ee052cf212e4efc8a0	ac18e11c5159667684e34bf9bf726eb800e98a0f80b168aae58151f5626ed311
143	250	asm-v1-c5d18cfe99c6552dfdf066d3	GCF_003076695.1	9910	occ-v1-a920c117ee44665e6ee610cc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01569ad416ebaf05d97d878f4a95ee6438a74bad136bc72bc17a47cf262aede6	240/25353	25353/240	.	b682fa879117a1a10408755aa6675bcb31d604e5b830d3171c3ec407384656bd	8d1bad32ce1947db6e93cb0fb1feb3071fcc976fdc84e4677d08f84c6a8ecaa0
144	250	asm-v1-9887cf063f106a45194bca4a	GCF_013395855.1	18103	occ-v1-36c4858a3cc98b458d7e5408	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	015d8694570b773adbf1513cc188c92169e990356eb586e74bc22d7deaf8f059	240/25353	25353/240	.	354274b912953ea7f4f284a19add876ea2974dbd34b700db20e0e7f2b7ae9300	02430759dd3758bdd6067844c1033a7c36e21fad1411469a296915b918a9b53b
145	250	asm-v1-1c586f3261fd7828299f36a7	GCF_900096855.1	24093	occ-v1-f1695d36c1cca49300ad1240	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	015e77235f5332fa8697f30deb5d74154efed798a55b9613f34c26ab28efd3a7	240/25353	25353/240	.	fb25830bcad457bebf42ee08af586f6814eacdc6580c730af0bb9657c95ca544	879cf2f2634c2228be6afe5944aaad5a082e104279ff8fb235717baa46edd266
146	250	asm-v1-72a3f526c86d42bad9304c43	GCF_003731535.1	11808	occ-v1-585c69fa58dfbda80ffc9161	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	015f97c82785515b467355b0dbe71cd3d2c6a5d65223fdbdef9212a7c8a0df7a	240/25353	25353/240	.	76fb47363b299241e660040abe4368bd982c2789aa882b113055e75576f03916	54f8c07f20b72a5592a526474b96d2116d5faebad329c89146c5ce05c0297047
147	250	asm-v1-67822918509697f85e599e9f	GCF_016103185.1	19836	occ-v1-bbbe13edde36df72a1ea9fec	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0166ddfe5f97e5e6bcd99881fe7d967f256633287234ae0ec801a35f89c10695	240/25353	25353/240	.	fd7f7c123f3b77b5918e2cc09bc9ced62043e2ace02404817847a1f14420f1e9	c7e03100be09cf1c27a3dc3d0bf9a683067243c1fd3333afed203324a5159643
148	250	asm-v1-71bc82a3050b9f6ac3f5ecc3	GCF_009393955.1	16085	occ-v1-a3c9d23b1f070f281b1361bd	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01719b9e2e72b2c72e74dadb3d1080085ba304e6321548986f7d9dd0471f9c83	240/25353	25353/240	.	1e21fe12fe653fa5198dfa7f33a014629c90edf67160642f34f54af6bb2a8e84	bced575c97797cebc7260029d42d8c88248df8f5fecc0e1f289cb306ef6c7ad1
149	250	asm-v1-9594569602a4cf1fd69342a0	GCF_002227115.1	5988	occ-v1-1353f518245b2a30fa5cafd7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017350504e4177473a9e18836eb83767f47a8e351db8656f3804d2cc94e08dae	240/25353	25353/240	.	4ad855b7ed83a401407b97ba9d00399644709d3c499d550b8e4e37558766baed	b125315debd77d5b7950cf03fab3531af35a6bdea955e9cef73c88161dbca5a4
150	250	asm-v1-0cb8995ce8fda20d7521d4b7	GCF_002542255.1	8432	occ-v1-9bd198a548fcc0d0f563df06	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0173682fe50846c0730c784c9c3263bd45572f78e91a614ac87c711197d7e327	240/25353	25353/240	.	8debdf835f43eed798f50ce75aa9f1580a180785f89bf9de2b21cd2a2fd416ae	800c76c410d8574fcd6c2220f4d0a085572d8f6e95399e8974dd239e9ac3e0b4
151	250	asm-v1-4ab65706b153b317807e5275	GCF_004569685.1	13005	occ-v1-a91bc88cffebe8ea9af0ac71	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0175e6956109687e7ac8ab9271ed6ceaf20ff8ffe38717d38212685b92b8bd1d	240/25353	25353/240	.	426579c8b496b6937db1e34036cce3f8d416691e96393ef9563d34b1bcfb0228	f9f4ec94c5ecee4e43b1286c946a158dfc8b3951b5222956bda5f6dc6bab50f3
152	250	asm-v1-b4bb1eb5088087d24887adba	GCF_013395785.1	18100	occ-v1-216833b281bb8a9cdc11f36a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017a86992ccc000eb29814d70cec0f2c44aac3e2fca327d2907825372c077027	240/25353	25353/240	.	aa98d61b0169e8ed2053ac23c600b7391fe1c1b6409830d036455b090f1037f2	b1bd6d24b701f507f48c2e13809fb8ce2ba6064ad480b9ce91c0da9211c3ba74
153	250	asm-v1-9daa521098b910404e99f280	GCF_011404355.1	17239	occ-v1-f324a638a6254edcfadeab7f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017ab0fcad977f587ad741dcf6d4be22d8919f2fdbd7a542db1e685947ac0fb3	240/25353	25353/240	.	17425d9dfb89d47b50273c195beb851f7f509849b1a830814fbabde342f69342	8ac9ec26f1e1c4d2541b9c34b6132301ca7e633a522d55ba119a4f930acb664b
154	250	asm-v1-3aa8868f7fb61285bc0ad479	GCF_002228265.1	6044	occ-v1-e2c97844d3750ae1eace0200	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017b24e27cf7d907b2d706de8aba7b948903361a5b8b1b256bfab0fe09f31601	240/25353	25353/240	.	cc19eef89c98b4e2c89f9f4402dee7a97d1eee447c01229374708ba4af7dbf6e	4937eaa3d370d946e48254bd56148ec010c915300d0b353645d284b72d491d87
155	250	asm-v1-d7742285fb1f99a81d7682c3	GCF_004523615.1	12849	occ-v1-650a7f3dc6c882647b4aefa7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017de56bdff717f7277e7f887e4fbfa85eabea68f30904ec15d6fc3282a1637a	240/25353	25353/240	.	49a12447c31a9cf4d3366bd457c55b0d21441a8ac6b14dc5b0041c55befc6f08	1e9328070c2c379b7cbe3c7822caae7de27b4b1e8de6dda414c21b12b93b932c
156	250	asm-v1-6bd4d9bfbee2807c2d28da41	GCF_019051815.1	21690	occ-v1-03cdc47d91a04216f0b4939b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017ec2ccf5a53d7db5fdd6ba6e25912a7154e450214c72bafda9a92b6c321a70	240/25353	25353/240	.	f568f5c54bd17fa5de3dd64f8b34a837a863353cae3a9e35430e8d862dd2a579	b1602c6fad40ba3c6a2a0c9ed184aef8902eb8d0964f313bffb920557ac75769
157	250	asm-v1-c047e5f771444de0422a57e5	GCF_016760895.1	20144	occ-v1-da096e111ab84baf9a9ead55	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0182a7b3d8cee911e7d2beec960c805b087f7091f1f4e4587bd0309a09a4bd11	240/25353	25353/240	.	8d641c3f1bbf1a193ba0f9b85d8f4c3f38c26aa704caebfc167f5642b26fce3e	7ceef4bcb0b9624da0e509d85ff16359e07f4a1ff9db3dd24ab63da363a579bc
158	250	asm-v1-fc1afbd0594cbb2a1342b694	GCF_900500215.1	25033	occ-v1-d15ab6554c36647b3a7d90ed	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	018d98c044bd41795daa1b5b8c07dde4c7569b3a1e0436738dde8693a9f61018	240/25353	25353/240	.	30b2b7f11153b995fd9586fccb2a2f9bcddcb6f4791470de234ceb7647771b30	dc78f8bc6fe235da29ea918a2970d67d0da0b2845d3e2c870fec134f588e04c0
159	250	asm-v1-d2870626a38c7d19f84e1736	GCF_001894065.1	4699	occ-v1-fa182c27a36f7b87f418860b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0192772c8d5da3c10ee29d00dbb5615c4128e343205941f118fbf6f2aaf9fea7	240/25353	25353/240	.	a54b9920831cef98252b45a64d77e5de136cae777eea0c22a0e7be04847456ca	c87f025848175c49b26a4332cf25ee980be3aeabd439212b192656ba14670ba7
160	250	asm-v1-671d29f08a35bff2ae4493b4	GCF_005399985.1	14706	occ-v1-9869142d664dd0601344c52c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01970cb99b56120d42e09c9bf645b8d3f844157f722a127fd585917aff22301d	240/25353	25353/240	.	55ce008bb244cbaf90c87fe184cb1095acb3312a2ebe85e21b6fc5c7074fd1ef	1bbeac1a94a1b611efcbb0033f4f783a9775ce5f16da89349a036cd4cd51ff4d
161	250	asm-v1-c20b549839b9eb1c52c15967	GCF_900520305.1	25071	occ-v1-6dedbc2d6cb5ac0abec2c6d9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	019bfb7ed818f8b264939ef338009ab427b3cea1d8bb6d7db60ccf7589e3fdc4	240/25353	25353/240	.	f45b2d9277ebab7686e38c46db4e53c2ae87439a3e78de2fabfdca1707248d70	a67a4fd878d728ed86be6c561ca9720a8ab6409e5d5da22f73dedb77b6b19a94
162	250	asm-v1-6b197b73c518c38364bb48a4	GCF_000627985.1	1852	occ-v1-eb686f41118f00524d10cf43	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	019c73570ed2b1e18ca2e726bf4416683dee3ebed0f5b42db71a0cf3a1d8d2e3	240/25353	25353/240	.	592d21014b5e6e07c26335cfd13ff3883ca1a778ca7d916e44cfd6d1f3b59fc7	e40f1b78a66001def2a13e2e0b47cdbddb96ba017dc6e71562e5ef9878965aab
163	250	asm-v1-21d9b2c6c0587a9370f09f45	GCF_002972665.1	9533	occ-v1-87ca98d9082c5d2495b8afb0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a04579efa304c4f81a83ab2bae806c27225b4d7e3ad22242c11027ceda7294	240/25353	25353/240	.	00e8fbb773f97ec2b30ea5ce90c7b0c654c0f34bc469f747780a3fea167f9161	1902feb868be95844542cc976b8f1b3b4b24c5311b998650ddd492ca6347ec1e
164	250	asm-v1-6ce480372bf3ad66f7e004ad	GCF_013183145.1	17712	occ-v1-9602a963e966b00828828f71	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a395b49cdba711c023663db035d77a154f8185ba96dec7da363779ea6402c9	240/25353	25353/240	.	84aeb1ab1eb3e076bb634b949c84a732564b706df9c8e20ec3d1e0fbd87eaf76	fbf94aae02790344baed496129b476a4dc34a668d156e94443303a6af88e6f2a
165	250	asm-v1-9ec6aa9b3ddb397fa0fc8b45	GCF_000458295.1	1167	occ-v1-8431e6978b5407da43ad7982	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a410d9ce569311571c8dde7f25327e6895b91d34c11ae44a833d06234e20cb	240/25353	25353/240	.	493b1b7f5e00cf220df0bb5010f5e90cee7870e630fce29d59cf21ebd1e44a33	ba390ec885135329be1305adf47bbf71a73f0d5ad25b1bec0a49692514cf49f7
166	250	asm-v1-525e010bb1e5cd7110d7652a	GCF_020216385.1	22929	occ-v1-61a258ab0d2fa4098fcb124e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a5e804cacc35855b803e44ca0c71f19b713e44b034c042f9cc9eb4f4835c39	240/25353	25353/240	.	c0d66d504079719e0b08be893117591ffbd5f1c0dc3520e2fe7223fc827ed458	e68cac703dd9c1a0033a17e8cf130eae700b8bd66bde02551f6a0e0019c65aa4
167	250	asm-v1-85cc85619bca5de60bb0b83b	GCF_002464385.1	7040	occ-v1-f231f624d292fde41cb3563a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01aba47bcbb9ff8f8b23eeaaefe630e5bd8e9415026ea81193e38883706f56b6	240/25353	25353/240	.	3bbb9d0f8b7ec4ffb60a37ab3b29a90943eaa4a0e7c22ed0a5d4d801832d2d22	67fe1faaa81023a8f5a1395bb580155c6b6d9000736b5c7aa304046e4de167a2
168	250	asm-v1-abcce0dad804e0f11d0a6204	GCF_004010615.1	12316	occ-v1-d47850383008af61c1707e43	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01ae31f979afd73ee0bc051a062c9a4389ebaa9bf4c058d978ee847588e33058	240/25353	25353/240	.	7a1ed0368acac8b128dd726c14c9c6e5e065eda6db0bfb47d2df7188e78f6c9e	5e918d17558d0563533c495ac9d56d860147e4d21ce5c2fa62389b3374f51dcf
169	250	asm-v1-d40763a09bac929d9cdaecad	GCF_006233005.1	14980	occ-v1-474f2939e99fa94488bf7420	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b0e6ac253380524a04cbeee336a8e13d92eda52777a0082eaeea3c0c0ad37b	240/25353	25353/240	.	4ef45d033dd56b4fde883e5bb108ebb245102cf661d3335badaffbe6a4f5ef5e	cf7870cfcf961f82500f4dfe89bccdf41b172a0fd7eeb99151bfe0eef2d40692
170	250	asm-v1-b434218142397fecd80f996a	GCF_019104325.1	21732	occ-v1-e3d02ace1364f6eb70b992bc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b1267c1900ebf6b39450391f534d32ed2ca4fed18dab370a9b5a6437b11e78	240/25353	25353/240	.	14ce01c1ac45bdb929e78efa87fb19a0e2ae9ccc9aebb57ad37b81020cb67337	59a48265d6def48647a52758ee086077a4ee8d4ff9b2e0b36e00792abcd4a4ab
171	250	asm-v1-da44379cbe9ca54c4d93669c	GCF_000599645.1	1585	occ-v1-69dff452968615ec614beaa6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b1f981937735abc39997ea58dc7c1347d7568e30d762470b363227f85c6414	240/25353	25353/240	.	c73082efc516affe6cb9ec9a201f0044d1bef6fcb3f42b5d8e6c05657b7a1df1	6e478dd78ae0fccb194c2539873b660d6dd41ef5e1e2c8ae799206e33af7e266
172	250	asm-v1-53be697b70771fd341069a5f	GCF_003956205.1	12033	occ-v1-9262556335efb12ff6488de3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b342df1bbd11637d8f0a030d3528e65745858e3a02fd2aa4ea50fc847fb1ad	240/25353	25353/240	.	113e50f66df334df5935b37ce7d3947ee9b81a989e5c5a82de801c29533a43d2	45dc3333a95d39e00e3d838dae45a5088f9ad5237f4e75330a916bc74c3fa334
173	250	asm-v1-c52edecc41d224878443e024	GCF_014169035.1	18531	occ-v1-285631941c53524dc753e45b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b36f54764d81ad4b6b27da80e24960d40425f0aadd5a13cbf958010803ead7	240/25353	25353/240	.	513c14765c2f5d6c4fc49ceaf8b62f30cdf431c5eeb1ce8c47aabaccb469715f	86ca472b92f7b5c0915c7d748510a9a363bffc33880395ba99baea3fcd56a3c0
174	250	asm-v1-c49cd3be967d30963e201306	GCF_900016095.1	24055	occ-v1-1769b7a48e01f8dbe862b006	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b6ba3d31cc5190ebb10f60b1a5177950ee4b374bc4807b846f065435430397	240/25353	25353/240	.	9fba628e14f6f254016b013ae99803e83da9e017a60421004c0dcc14a73ae279	2a699ba8d73164fb759bf77e2644974f4fe6bd24bada866978c78f23e3178d05
175	250	asm-v1-1010c8c011cee49be636cb73	GCF_900015375.1	24021	occ-v1-e87e09a5f27f0acf17612733	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b71223b35d83c2206945ccffec16786f694d9b1239266e39f19e26a49700c7	240/25353	25353/240	.	2d3a3ecc3f592f06b87954f0da7034f390b2258f0fa4b1ecb8db4c8a8b53e2ce	58794e4cd5578a6cb6b64a5f6006f4eb8c72af9151af7c0f3c93faa7d626bd25
